message_id	ttr	speaker	lang	ltype	topic	topicstarter	topicstarter_lang	topicstarter_ltype
post10652851	0.61	entangledbank	English - South-East England	L1	post10652445	sesquipedalianame	English-American	L1
post17903244	0.56	Enquiring Mind	English - the Queen's	L1	post17903165	azz	armenian	L2
post17899843	0.48	PaulQ	English - England	L1	post17899679	raincodbxl	english	L1
post17895154	0.46	PaulQ	English - England	L1	post17895143	Brigitte_anna	Russian	L2
post17893516	0.575	Bondstreet	English (UK)	L1	post17893267	chopin7	Albanian	L2
post17889427	0.45	Thomas Tompion	English - England	L1	post17889250	Lydia Qiu	Mandarin	L2
post17886018	0.615	rhitagawr	British English	L1	post17885944	emanko	Arabic- Egyptian	L2
post17871754	0.47	Uncle Jack	British English	L1	post17871690	Blue Apple	Persian(Iran)	L2
post17869689	0.21	Dryan	English - Northeastern U.S.	L1	post17869673	JJXR	Russian	L2
post17869437	0.5	Dryan	English - Northeastern U.S.	L1	post17869431	JJXR	Russian	L2
post17868914	0.48	PaulQ	English - England	L1	post17868738	nagomi	Korean	L2
post17857865	0.605	Uncle Jack	British English	L1	post17857825	temblor	WU CHINESE	L2
post17855146	0.53	kentix	English - U.S.	L1	post17855110	biscia	italian	L2
post17855577	0.59	much_rice	English - American	L1	post17855569	lekal	Chinese	L2
post17849663	0.485	Cagey	English - US	L1	post17849638	Habituellement	France	L2
post17849616	0.62	Trochfa	English - England	L1	post17823425	pleiadesubaru	Bahasa Indonesia	L2
post17842274	0.59	much_rice	English - American	L1	post17842268	nosaijin	Chinese (Traditional)	L2
post17828961	0.495	Byron Grey	English	L1	post17828931	newname	Vietnamese	L2
post13266078	0.535	Giorgio Spizzi	Italian	L2	post13264892	javox27	Rioplatense Spanish	L2
post17832706	0.435	Barque	Tamil	L2	post17832698	kerabi	Greek	L2
post17829587	0.65	entangledbank	English - South-East England	L1	post17829558	principedelmale	Italian - Piemonte	L2
post13734189	0.625	outeast	English (UK)	L1	post13734071	Linhpi	Vietnamese	L2
post17828122	0.655	PaulQ	English - England	L1	post17828084	NewAmerica	Mandarin	L2
post17825328	0.58	dojibear	English - Northeast US	L1	post17825249	jianghuicecile	Chinese	L2
post17821575	0.61	PaulQ	English - England	L1	post17821522	Ivan_I	Russian	L2
post17819520	0.41	dojibear	English - Northeast US	L1	post17819488	Sara Lee	Chinese	L2
post17816305	0.715	Hermione Golightly	British English	L1	post17815892	Byron Grey	English	L1
post17811917	0.555	bibliolept	AE, Español	L2	post17811909	TNdaSZ	Chinese - China	L2
post17804539	0.515	Cagey	English - US	L1	post17804521	Jardino	Korean	L2
post17802805	0.555	PaulQ	English - England	L1	post17802707	Tashlima	Hindi	L2
post17795196	0.555	velisarius	British English (Sussex)	L1	post17795181	kimconu	Vietnamese	L2
post16923187	0.535	PaulQ	English - England	L1	post16923178	brown poodle	korean	L2
post17780402	0.565	Uncle Jack	British English	L1	post17780007	Sara Lee	Chinese	L2
post17766408	0.56	kentix	English - U.S.	L1	post17766261	boozer	Bulgarian	L2
post17756632	0.585	manfy	German - Austria	L2	post17756560	JJXR	Russian	L2
post17767624	0.45	PaulQ	English - England	L1	post17767596	azz	armenian	L2
post17749527	0.515	dojibear	English - Northeast US	L1	post17749449	jihoon	korean	L2
post17744369	0.54	PaulQ	English - England	L1	post17744252	Cub Pilot	German	L2
post17743806	0.565	kentix	English - U.S.	L1	post17743791	xrn	Spanish	L2
post17744088	0.55	PaulQ	English - England	L1	post17744031	jihoon	korean	L2
post17736584	0.575	se16teddy	English - England	L1	post17736545	jihoon	korean	L2
post17721971	0.475	PaulQ	English - England	L1	post17721938	snafuz2	italian	L2
post17721978	0.565	se16teddy	English - England	L1	post17721912	antoinemayer	French	L2
post17715849	0.635	Truffula	English - USA	L1	post17715807	Tea Addict	Republic of Korea                 Korean	L2
post17715913	0.615	Truffula	English - USA	L1	post17715828	Tea Addict	Republic of Korea                 Korean	L2
post17715344	0.66	boozer	Bulgarian	L2	post17715305	kazuhiko fudaba	Japanese	L2
post17713387	0.475	dojibear	English - Northeast US	L1	post17713303	Subhajit12	Hindi	L2
post17713132	0.49	Uncle Jack	British English	L1	post17713032	Ardy	Iran-Farsi	L2
post17706542	0.485	dojibear	English - Northeast US	L1	post17706535	Hendrix00	Korean	L2
post17700966	0.445	Uncle Jack	British English	L1	post17700871	kimconu	Vietnamese	L2
post17666142	0.71	bennymix	English (American).	L1	post17666065	gil12345	chinese	L2
post17700484	0.585	Delvo	American English	L1	post17700095	e2efour	UK English	L1
post17693722	0.495	e2efour	UK English	L1	post17691434	An_Independent_Person	Russian	L2
post17693292	0.49	dojibear	English - Northeast US	L1	post17693253	Littlestuff	Chinese - China	L2
post17682482	0.625	owlman5	English-US	L1	post17682411	JJXR	Russian	L2
post17678664	0.45	owlman5	English-US	L1	post17678641	lingkky	chinese	L2
post17668025	0.645	Enquiring Mind	English - the Queen's	L1	post17667925	Tepidish	Japanese	L2
post17655133	0.585	Uncle Jack	British English	L1	post17654867	Theo79	German	L2
post17668271	0.5	PaulQ	English - England	L1	post17668259	Theo79	German	L2
post17664942	0.5	PaulQ	English - England	L1	post17664906	EdisonBhola	Korean	L2
post17663543	0.55	owlman5	English-US	L1	post17663495	Anna*	Chinese-China	L2
post17663279	0.555	Uncle Jack	British English	L1	post17663124	meanderland	Chinese	L2
post17656215	0.57	PaulQ	English - England	L1	post17656105	jacdac	Lebanese	L2
post17655585	0.315	Uncle Jack	British English	L1	post17655562	amirmg	Farsi	L2
post17655227	0.54	Uncle Jack	British English	L1	post17655191	samiuelson	polish	L2
post17654286	0.51	suzi br	English / England	L1	post17654119	Subhajit12	Hindi	L2
post17651303	0.485	PaulQ	English - England	L1	post17651263	Fbohn21	Deutsch	L2
post17648532	0.52	PaulQ	English - England	L1	post17648506	hmp_khauff	Spanish	L2
post17646572	0.51	PaulQ	English - England	L1	post17646551	Shweggeh	Lithuanian	L2
post17643247	0.68	owlman5	English-US	L1	post17643240	zaffy	Polish	L2
post17641713	0.645	Copyright	American English	L1	post17641676	hailept	Vietnam	L2
post17641396	0.595	Uncle Jack	British English	L1	post17641328	Mrsltz	Italian - Italy	L2
post17636976	0.5	Truffula	English - USA	L1	post17636476	panevino	spanish and catalan - Spain	L2
post17636606	0.55	PaulQ	English - England	L1	post17636489	jacdac	Lebanese	L2
post17632272	0.545	PaulQ	English - England	L1	post17632216	Catherinezhao	Chinese-Taiwan	L2
post17629731	0.625	Trochfa	English - England	L1	post17629687	VicNicSor	Russian	L2
post17626123	0.575	Uncle Jack	British English	L1	post17626075	Axelroll	Spanish (Spain)	L2
post17608226	0.58	DonnyB	English UK Southern Standard English	L1	post17607311	Pepa123	Czech - the Czech Republic	L2
post17602767	0.55	owlman5	English-US	L1	post17602762	NevenaT	Serbian/Croatian	L2
post17603466	0.455	se16teddy	English - England	L1	post17603450	Luke997	Italian	L2
post17605508	0.505	PaulQ	English - England	L1	post17605476	enkidu68	turkish	L2
post6804314	0.48	jpt0509	English - USA	L1	post6804060	bokbokserov	Russian	L2
post17595692	0.64	PaulQ	English - England	L1	post17595645	Limek	Polish	L2
post17589227	0.465	dojibear	English - Northeast US	L1	post17588829	Fbohn21	Deutsch	L2
post12840410	0.55	rhitagawr	British English	L1	post12840243	Kirill V.	Russian	L2
post2573308	0.61	jinti	USA - English	L1	post2573099	shiness	Korean, South Korea.	L2
post17544412	0.605	owlman5	English-US	L1	post17544403	jkt85	indonesia-jakarta	L2
post17565794	0.61	owlman5	English-US	L1	post17565574	Fbohn21	Deutsch	L2
post17560278	0.55	meijin	Japanese	L2	post17560118	JulianStuart	English (UK then US)	L1
post17555796	0.325	Copyright	American English	L1	post17555777	Jignesh77	India- hindi	L2
post17552796	0.495	PaulQ	English - England	L1	post17552764	enkidu68	turkish	L2
post17552152	0.565	owlman5	English-US	L1	post17552133	JJXR	Russian	L2
post17532271	0.46	sablonneux99	American English	L1	post17532236	JJXR	Russian	L2
post17544993	0.665	Trochfa	English - England	L1	post17544932	enkidu68	turkish	L2
post17540053	0.525	Uncle Jack	British English	L1	post17539849	Abcd123kkk	Hindi	L2
post17537670	0.455	PaulQ	English - England	L1	post17537554	Abcd123kkk	Hindi	L2
post17533365	0.475	PaulQ	English - England	L1	post17533325	Fbohn21	Deutsch	L2
post17533120	0.535	PaulQ	English - England	L1	post17533090	Tricte	Polish	L2
post17531334	0.515	alexl57	Serbo-Croatian	L2	post17531232	ullas84	turkish	L2
post17531757	0.575	much_rice	English - American	L1	post17531739	Vibrato	Greek	L2
post17526947	0.63	Copyright	American English	L1	post17526767	gambheyhey	Chinese	L2
post11239331	0.565	lucas-sp	English - Californian	L1	post11239243	Michel09	français - France	L2
post17517186	0.585	renatomoraes	Portuguese - Brazil	L2	post17517060	Golak das	bengali	L2
post17518822	0.57	Uncle Jack	British English	L1	post17518291	alibey71	Türkçe	L2
post17503516	0.58	Trochfa	English - England	L1	post17503483	jacdac	Lebanese	L2
post17492944	0.565	dojibear	English - Northeast US	L1	post17492920	Ivan_I	Russian	L2
post17492600	0.61	Uncle Jack	British English	L1	post17491377	KindFre	italian	L2
post17482960	0.605	HolyMasquerade	English - UK	L1	post17482909	AntiScam	Arabic	L2
post13111447	0.575	rhitagawr	British English	L1	post13111355	Oliviaclouds	CHINESE	L2
post17474924	0.5	Enquiring Mind	English - the Queen's	L1	post17474875	DodoSVK	Slovakia - slovakian language	L2
post17475098	0.66	Chasint	English - England	L1	post17475073	Edinburgher	German/English bilingual	L1
post17468255	0.52	PaulQ	English - England	L1	post17468241	meijin	Japanese	L2
post17468848	0.6	PaulQ	English - England	L1	post17468826	Jawel7	Turkish	L2
post17465736	0.685	Trochfa	English - England	L1	post17465666	Hakkar	Italian	L2
post17466136	0.64	Uncle Jack	British English	L1	post17466079	Tea Addict	Republic of Korea                 Korean	L2
post17465766	0.45	dojibear	English - Northeast US	L1	post17465718	AntiScam	Arabic	L2
post17455692	0.55	manfy	German - Austria	L2	post17455622	Honki	Japanese	L2
post17456291	0.48	PaulQ	English - England	L1	post17456258	Maianhoz	Español- España	L2
post17451895	0.645	dojibear	English - Northeast US	L1	post17451862	stonechr	Korean	L2
post17451819	0.535	SevenDays	Spanish	L2	post17451798	Vaultec	English - Canada	L1
post17451772	0.485	dojibear	English - Northeast US	L1	post17451738	jacobo1993	Polaco	L2
post17447733	0.535	Copyright	American English	L1	post17447682	palabra86	Spanish	L2
post17445663	0.605	Mrs JJJ	English (British)	L1	post17445624	Inouez	Japanese - Japan	L2
post17443966	0.56	entangledbank	English - South-East England	L1	post17443941	Reza Kabiri	Persian(Farsi)_Turkish	L2
post17440693	0.58	dojibear	English - Northeast US	L1	post17440603	Timebuzzer	English & Vietnamese	L1
post17439387	0.435	PaulQ	English - England	L1	post17439349	NevenaT	Serbian/Croatian	L2
post17430306	0.665	Chasint	English - England	L1	post17430208	panjandrum	English-Ireland (top end)	L1
post3962	0.55	VenusEnvy	English, United States	L1	post3861	Antonio	Mexico/Spanish	L2
post17421430	0.475	Uncle Jack	British English	L1	post17421126	Jin akashini	vietnamese	L2
post17427264	0.695	Matti Lamprhey	English	L1	post17304490	James Brandon	English + French - UK	L1
post17421390	0.545	Uncle Jack	British English	L1	post17421236	Suzuka51	Japanese	L2
post17412500	0.45	owlman5	English-US	L1	post17412308	Jawel7	Turkish	L2
post17406616	0.535	owlman5	English-US	L1	post17406596	Jawel7	Turkish	L2
post17283799	0.535	MilkyBarKid	British English	L1	post17283583	Ali tariq12	Hindi-India	L2
post17389903	0.505	SevenDays	Spanish	L2	post17389867	EdisonBhola	Korean	L2
post17382164	0.505	dojibear	English - Northeast US	L1	post17382152	April410	Chinese	L2
post4795117	0.605	cycloneviv	English - Australia	L1	post4795074	britneyM	Japan Japanese	L2
post17372624	0.54	dojibear	English - Northeast US	L1	post17372613	Hyeonjeong	Korean	L2
post17361719	0.6	Copyright	American English	L1	post17361630	Tea Addict	Republic of Korea                 Korean	L2
post17364097	0.49	entangledbank	English - South-East England	L1	post17364081	Dr. JCVRD	Persian	L2
post17363640	0.64	Truffula	English - USA	L1	post17361465	Irelia20150604	Chinese	L2
post17353837	0.48	PaulQ	English - England	L1	post17353791	cheerfulscience	Turkish	L2
post17330128	0.585	Trochfa	English - England	L1	post17323967	Irelia20150604	Chinese	L2
post17318395	0.39	se16teddy	English - England	L1	post17318338	Boffin54	Czech	L2
post17311442	0.665	RedwoodGrove	English, USA	L1	post17311285	azz	armenian	L2
post17313046	0.54	PaulQ	English - England	L1	post17313025	Irelia20150604	Chinese	L2
post17304708	0.39	panjandrum	English-Ireland (top end)	L1	post17304650	fofonoodles	Serbian - Serbia	L2
post17303409	0.72	Copyright	American English	L1	post17303345	Inouez	Japanese - Japan	L2
post17301583	0.52	PaulQ	English - England	L1	post17301564	Fredziu	Polish	L2
post17295370	0.53	dojibear	English - Northeast US	L1	post17295317	sb70012	Azerbaijani	L2
post10527521	0.485	Cagey	English - US	L1	post10526783	owr	English	L1
post17294866	0.5	Uncle Jack	British English	L1	post17294845	josiahholley	Chinese - China	L2
post17289542	0.62	Trochfa	English - England	L1	post17288142	Agito a42	Russian	L2
post17284252	0.515	Uncle Jack	British English	L1	post17284181	Crystalist	Arabic Egypt	L2
post17285677	0.665	Trochfa	English - England	L1	post17285641	VicNicSor	Russian	L2
post17279512	0.46	dojibear	English - Northeast US	L1	post17279491	tufguy	hindi	L2
post17276248	0.42	PaulQ	English - England	L1	post17276242	YueWei	Mandarin - China	L2
post17276369	0.625	PaulQ	English - England	L1	post17276352	jihoon	korean	L2
post17268586	0.505	PaulQ	English - England	L1	post17268490	Pepa123	Czech - the Czech Republic	L2
post17264693	0.655	PaulQ	English - England	L1	post17264624	meijin	Japanese	L2
post17262630	0.435	MilkyBarKid	British English	L1	post17262582	ironman2012	Chinese	L2
post17261239	0.66	Uncle Jack	British English	L1	post17260643	gatoran	Farsi	L2
post17255571	0.51	dojibear	English - Northeast US	L1	post17255182	brian&me	Chinese - China	L2
post17247744	0.51	Cagey	English - US	L1	post17247593	Ariadne85	Italian	L2
post17236645	0.65	velisarius	British English (Sussex)	L1	post17232069	Shefa123	Bengali	L2
post14649693	0.56	Giorgio Spizzi	Italian	L2	post14649657	Tenacious Learner	Spanish	L2
post17224030	0.59	Cagey	English - US	L1	post17223784	panzerfaust0	mandarin	L2
post17221658	0.255	PaulQ	English - England	L1	post17221615	Wanderlust!	Spanish - Argentina	L2
post17220701	0.585	bibliolept	AE, Español	L2	post17220691	Exp	Japanese	L2
post17218430	0.59	GreenWhiteBlue	USA - English	L1	post17218403	Tea Addict	Republic of Korea                 Korean	L2
post17209799	0.575	PaulQ	English - England	L1	post17209757	yakor	Russian	L2
post3222334	0.38	panjandrum	English-Ireland (top end)	L1	post3222253	creamy77	Italy, Italian	L2
post17201616	0.565	london calling	UK ENGLISH	L1	post17201556	brandonkim	Korean-Korea	L2
post17206331	0.545	Egmont	English - U.S.	L1	post17206269	lusafaty	Russian	L2
post17202318	0.58	PaulQ	English - England	L1	post17202227	Emma Neve	Italian	L2
post17199429	0.525	boozer	Bulgarian	L2	post17199233	thetazuo	Chinese - China	L2
post1004946	0.66	ChiMike	USA, English	L1	post1004945	Joelline	American English	L1
post17182067	0.69	Truffula	English - USA	L1	post17182008	OED Loves Me Not	Japanese - Osaka	L2
post17176077	0.595	dojibear	English - Northeast US	L1	post17176040	Jssong	Korean	L2
post16165930	0.625	entangledbank	English - South-East England	L1	post16165884	mink-shin	Korean - Korea, Republic of	L2
post17167772	0.555	wandle	English - British	L1	post17167635	JJXR	Russian	L2
post17160595	0.525	london calling	UK ENGLISH	L1	post17160559	Boletiga	Portuguese	L2
post17143655	0.46	Copyright	American English	L1	post17143630	JJXR	Russian	L2
post17143279	0.62	Trochfa	English - England	L1	post17140174	Pavel Pin	Telugu	L2
post17140397	0.36	huynhvantinhftu	Vietnamese	L2	post17140392	huynhvantinhftu	Vietnamese	L2
post17132612	0.685	PaulQ	English - England	L1	post17132580	raymondaliasapollyon	Chinese	L2
post10943648	0.47	entangledbank	English - South-East England	L1	post10943510	starry_eyes	Italian	L2
post13199015	0.385	bicontinental	English (US), Danish, bilingual	L1	post13199004	sisuer	Chinese	L2
post17111972	0.51	dojibear	English - Northeast US	L1	post17111896	ShadeWee	Russian	L2
post17106494	0.535	dojibear	English - Northeast US	L1	post17105824	Jignesh77	India- hindi	L2
post17092853	0.56	Truffula	English - USA	L1	post17092764	tufguy	hindi	L2
post17087241	0.615	Enquiring Mind	English - the Queen's	L1	post17087197	SuprunP	Ukrainian & Russian	L2
post15454809	0.64	owlman5	English-US	L1	post15454718	Victor Anatol Lionheart	Russian  - St Petersburg	L2
post17083122	0.63	SevenDays	Spanish	L2	post17079502	Jignesh77	India- hindi	L2
post17074754	0.61	Trochfa	English - England	L1	post17074642	ammar	Malaysia	L2
post17073393	0.66	PaulQ	English - England	L1	post17073371	longxianchen	chinese	L2
post17071938	0.485	Enquiring Mind	English - the Queen's	L1	post17071696	flamboyant lad	Hindi	L2
post17065108	0.6	Trochfa	English - England	L1	post17063027	NewAmerica	Mandarin	L2
post17061389	0.59	dojibear	English - Northeast US	L1	post17061262	Shimmer Dancer	Chinese	L2
post17049370	0.575	Trochfa	English - England	L1	post17037995	PeachYoghurt	Mandarin	L2
post17048827	0.685	Trochfa	English - England	L1	post17038280	KokyS	arabic	L2
post15682914	0.54	PaulQ	English - England	L1	post15682845	longxianchen	chinese	L2
post17034147	0.495	Juhasz	English - United States	L1	post17034054	Irelia20150604	Chinese	L2
post17032127	0.565	PaulQ	English - England	L1	post17032108	fenuga	Russian	L2
post17020025	0.695	Hermione Golightly	British English	L1	post17019675	longxianchen	chinese	L2
post17025916	0.42	se16teddy	English - England	L1	post17025869	gibeq	Polish	L2
post17021645	0.705	se16teddy	English - England	L1	post17021599	NewAmerica	Mandarin	L2
post17016682	0.56	PaulQ	English - England	L1	post17016657	Inouez	Japanese - Japan	L2
post17010939	0.695	bennymix	English (American).	L1	post17008990	longxianchen	chinese	L2
post17008976	0.49	dojibear	English - Northeast US	L1	post17008941	ronniekobe	Chinese	L2
post17003673	0.58	PaulQ	English - England	L1	post17003628	Finnme	Finnish	L2
post17001224	0.655	goldenband	English - American	L1	post17000074	Manuel Vidal	Spanish - Peru	L2
post16991700	0.605	PaulQ	English - England	L1	post16991662	longxianchen	chinese	L2
post16991992	0.55	Bondstreet	English (UK)	L1	post16901526	apoziopeza	slovak	L2
post16991671	0.545	PaulQ	English - England	L1	post16991587	alexeru653280	Iran	L2
post16990822	0.62	Linkway	British English	L1	post16990795	VicNicSor	Russian	L2
post16988753	0.61	Truffula	English - USA	L1	post16988693	VicNicSor	Russian	L2
post16979003	0.57	dojibear	English - Northeast US	L1	post16978919	takiakos76	Hungarian	L2
post16984383	0.62	se16teddy	English - England	L1	post16984362	nicole110	chinese from Taiwan	L2
post16962949	0.45	kentix	English - U.S.	L1	post16962928	NewAmerica	Mandarin	L2
post16937190	0.56	GreenWhiteBlue	USA - English	L1	post16937133	littepuppy1	chinese-china	L2
post16961574	0.585	CasparWeinburger	English--Canada	L1	post16961430	amismael	Arabic	L2
post16957997	0.735	se16teddy	English - England	L1	post16957978	Lilithniahm	italiano	L2
post16947598	0.43	dojibear	English - Northeast US	L1	post16947539	qasxc001	Hungarian - Hungary	L2
post16944285	0.595	dojibear	English - Northeast US	L1	post16944194	ManOfWords	Português [Brasil]	L2
post16940266	0.61	Hermione Golightly	British English	L1	post16938067	longxianchen	chinese	L2
post16903400	0.24	PaulQ	English - England	L1	post16903367	lingkky	chinese	L2
post16935344	0.61	Angela Thomas	English -- USA	L1	post16935190	Thor_Shun	Chinese	L2
post16935110	0.52	PaulQ	English - England	L1	post16935099	andreagr	italiano	L2
post16934379	0.615	Trochfa	English - England	L1	post16932330	longxianchen	chinese	L2
post16932692	0.57	PaulQ	English - England	L1	post16932647	longxianchen	chinese	L2
post16933494	0.575	e2efour	UK English	L1	post16933380	jenny6218800	Mandarin Chinese - Taiwan	L2
post16930163	0.485	PaulQ	English - England	L1	post16930116	Korisnik116	Croatian	L2
post16929727	0.575	snargleplax	English - Northwestern United States	L1	post16929710	Junwei Guo	Chinese	L2
post16928764	0.63	Azazello14	English - U.S.A.	L1	post16928745	NewAmerica	Mandarin	L2
post16927524	0.64	PaulQ	English - England	L1	post16926754	enkidu68	turkish	L2
post16927282	0.535	PaulQ	English - England	L1	post16927206	zhonglin	Mandarin	L2
post16926726	0.535	se16teddy	English - England	L1	post16926678	Irelia20150604	Chinese	L2
post16922026	0.405	PaulQ	English - England	L1	post16922001	_Korshun_	Russian	L2
post16916114	0.695	entangledbank	English - South-East England	L1	post16916098	enkidu68	turkish	L2
post16915646	0.56	dojibear	English - Northeast US	L1	post16915578	Superstar1718	Korean	L2
post16915653	0.625	snargleplax	English - Northwestern United States	L1	post16915591	huynhvantinhftu	Vietnamese	L2
post313176	0.44	Nick	USA, English	L1	post313150	PUNKGUY	chile-español	L2
post16910754	0.65	snargleplax	English - Northwestern United States	L1	post16910504	Annakrutitskaya	Russian	L2
post16905795	0.445	PaulQ	English - England	L1	post16905715	Irina777555777	Russian	L2
post16898133	0.505	PaulQ	English - England	L1	post16898089	Michael1212	Polish - Poland	L2
post16896503	0.655	dojibear	English - Northeast US	L1	post16896373	panzerfaust0	mandarin	L2
post16892449	0.4	GreenWhiteBlue	USA - English	L1	post16892364	huynhvantinhftu	Vietnamese	L2
post16882554	0.57	Egmont	English - U.S.	L1	post16882466	Frassonela	spanish - argentinian	L2
post16865547	0.555	PaulQ	English - England	L1	post16865485	longxianchen	chinese	L2
post16869066	0.63	Egmont	English - U.S.	L1	post16869054	Lun-14	Hindi	L2
post16870594	0.635	Hermione Golightly	British English	L1	post16870151	longxianchen	chinese	L2
post16865135	0.525	dojibear	English - Northeast US	L1	post16865112	stephenlearner	Chinese	L2
post16863574	0.435	PaulQ	English - England	L1	post16863479	ida2	Persian - Iran	L2
post16853068	0.625	MilkyBarKid	British English	L1	post16853063	Hussein Hassan	"Arabic - Egypt"	L2
post12661443	0.545	Copyright	American English	L1	post12661250	That's Capital	English-Ireland	L1
post16841491	0.585	Trochfa	English - England	L1	post16841452	emre aydın	Turkish	L2
post16836128	0.465	PaulQ	English - England	L1	post16836050	Chinese Su	Chinese	L2
post2051126	0.56	Otter	English/American	L1	post2050154	john_riemann_soong	English, Singlish, Chinese; Singapore	L1
post16822987	0.655	Glenfarclas	English (American)	L1	post16822964	SwissPete	Français (CH),           AE (California)	L2
post16819458	0.635	bennymix	English (American).	L1	post16819421	gil12345	chinese	L2
post16818426	0.595	Cagey	English - US	L1	post16817481	Simin93	Persian-Iran	L2
post16734447	0.565	SevenDays	Spanish	L2	post16731974	karlalou	母国語：日本語	L2
post16807737	0.51	PaulQ	English - England	L1	post16807667	Crystal811	Chinese - Cantonese	L2
post16330812	0.565	goldenband	English - American	L1	post16330793	HISBIRD	Korean-Korea	L2
post16794601	0.635	DankyBoi23	English - USA	L1	post16794592	ouuugg	Korean -Korea	L2
post16782782	0.48	PaulQ	English - England	L1	post16782730	dominokitara	Japanese-Vietnamese-Vietnam	L2
post16770696	0.485	Keith Bradford	English (Midlands UK)	L1	post16770639	YueWei	Mandarin - China	L2
post16771845	0.52	wandle	English - British	L1	post16771809	Tenacious Learner	Spanish	L2
post16767203	0.55	Trochfa	English - England	L1	post16767150	Agito a42	Russian	L2
post16768057	0.675	Hermione Golightly	British English	L1	post16768001	NewAmerica	Mandarin	L2
post16763119	0.585	Barque	Tamil	L2	post16763074	jessiekim	Korean-Korea	L2
post16761957	0.41	Enquiring Mind	English - the Queen's	L1	post16761915	gil12345	chinese	L2
post16759013	0.665	entangledbank	English - South-East England	L1	post16758952	Franciszek Kolpanowicz	Polish	L2
post16757028	0.46	PaulQ	English - England	L1	post16756932	eli7	Persian (Farsi)	L2
post16758927	0.525	entangledbank	English - South-East England	L1	post16758866	azz	armenian	L2
post16754913	0.69	bennymix	English (American).	L1	post16754870	Irelia20150604	Chinese	L2
post10937159	0.5	Matching Mole	England, English	L1	post10937014	Xavier da Silva	Portuguese - Brazil	L2
post16745629	0.455	Juhasz	English - United States	L1	post16745440	Yichen	Chinese	L2
post16747269	0.36	PaulQ	English - England	L1	post16747208	SMR_ksr	Urdu-Pakistan	L2
post16746986	0.625	PaulQ	English - England	L1	post16746795	Andrew1980	Ukrainian	L2
post16743587	0.565	dojibear	English - Northeast US	L1	post16743518	Gruszenka	Polish - Poland	L2
post16742546	0.53	FinWa	English - USA	L1	post16742522	Gabriel Aparta	Español - Venezuela	L2
post16739189	0.515	dojibear	English - Northeast US	L1	post16739100	JungKim	Korean	L2
post16738996	0.615	Dale Texas	English USA	L1	post16738966	brian&me	Chinese - China	L2
post16142182	0.7	Loob	English UK	L1	post16142163	Glasguensis	English - Scotland	L1
post16729210	0.265	PaulQ	English - England	L1	post16729108	ritter66	Czech	L2
post16717560	0.515	dojibear	English - Northeast US	L1	post16717548	meijin	Japanese	L2
post16712180	0.675	PaulQ	English - England	L1	post16712123	siares	Slovak	L2
post16707775	0.55	siares	Slovak	L2	post16706785	brokok	turkey-turkish	L2
post16706424	0.6	PaulQ	English - England	L1	post16706383	longxianchen	chinese	L2
post16688373	0.615	dojibear	English - Northeast US	L1	post16687962	kewkiez11219	basic Chinese	L2
post14543212	0.59	anthox	English - Northeast US	L1	post14543122	daemang	Korean	L2
