message_id	ttr	speaker	lang	ltype	topic	topicstarter	topicstarter_lang	topicstarter_ltype
post15793698	0.445	jann	English - USA	L2	post15793603	sitino	Yiddish	L2
post15782143	0.54	Logospreference-1	français	L1	post15776693	KennyHun	Hungarian	L2
post15710776	0.67	plantin	français	L1	post15710727	Yen_Z	中文	L2
post15618827	0.63	plantin	français	L1	post15618454	elisezhou	chinois	L2
post15614573	0.68	plantin	français	L1	post15614432	neil.g.burton	English	L2
post15582265	0.44	Logospreference-1	français	L1	post15581629	mayingdts	chinese	L2
post15546498	0.63	plantin	français	L1	post15546386	annie21	chinese	L2
post14486072	0.62	jann	English - USA	L2	post14484410	Katoussa	Français	L1
post15501175	0.62	Logospreference-1	français	L1	post15500922	Baston	turkish	L2
post15495776	0.495	tilt	French French	L1	post15495667	Kyon404	Spanish (Spain)	L2
post15467267	0.61	Roméo31	français - France	L1	post15466394	Captain Lars	Deutsch (D)	L2
post15464783	0.58	Roméo31	français - France	L1	post15463711	maayani	Hebrew	L2
post15432129	0.535	Roméo31	français - France	L1	post15431981	Gemmenita	Azéri	L2
post15374569	0.59	Logospreference-1	français	L1	post15374350	Readomingues	Portuguese - Brazil	L2
post15303436	0.635	volo	français	L1	post15303372	jelonek	polski	L2
post15296219	0.625	Roméo31	français - France	L1	post15293998	annie21	chinese	L2
post15249261	0.53	zwim	français	L1	post15248154	chercheuse	Spanish Costa Rica	L2
post15226788	0.595	SergueiL	Français	L1	post15224856	alexiacci	Russian French	L1
post15224078	0.72	volo	français	L1	post15222160	rositakay	Arabic	L2
post15191794	0.58	volo	français	L1	post15191555	egressio	korean	L2
post15185934	0.685	Logospreference-1	français	L1	post15185515	Panini_Hawaii	Suisse-Allemand	L2
post15089517	0.685	volo	français	L1	post15089403	Fortunio	russian	L2
post15033021	0.485	Lacuzon	French - France	L1	post15032494	selvaggiah	Swedish	L2
post15037270	0.63	volo	français	L1	post15037121	Vu Le	Vietnamien	L2
post14928353	0.47	Logospreference-1	français	L1	post14925446	KennyHun	Hungarian	L2
post14902396	0.7	volo	français	L1	post14902145	Nircolartor	Español, Venezuela	L2
post14896999	0.635	Logospreference-1	français	L1	post14896808	maayani	Hebrew	L2
post14678187	0.61	Rushes	French - France	L1	post14677854	Anikam	français - France	L1
post14267362	0.58	Logospreference-1	français	L1	post14267037	ilie86	Italien	L2
post14589114	0.7	Wasabih	French - France	L1	post14589086	meliss	Ukrainian, Russian	L2
post14547581	0.665	naolinco	français- Belgique	L1	post14546515	Timoshentsia	Russian	L2
post14497469	0.45	OLN	French - France,  ♀	L1	post14497040	josh5now	English - American	L2
post14307791	0.63	Logospreference-1	français	L1	post14306854	SAIP0	Latvian	L2
post14296838	0.62	Nikomot	Français (québécois)	L1	post14296046	MilkyMouse777	polish	L2
post14286089	0.655	OLN	French - France,  ♀	L1	post14285891	camion	English-Canada	L2
post14220712	0.54	Logospreference-1	français	L1	post14217338	océaness	CHINOIS	L2
post7504749	0.675	tilt	French French	L1	post7504324	hugohaas	French	L1
post14193363	0.635	Nanon	français (France)	L1	post14192868	SanjaA	serbian	L2
post14129711	0.605	Chimel	Français	L1	post14129484	anasabidi	arabe	L2
post14007288	0.66	Logospreference-1	français	L1	post14006578	fedex84	Italiano	L2
post13924059	0.615	Logospreference-1	français	L1	post13923792	Palotri	Spanish -Spain	L2
post13861357	0.655	denebe	français	L1	post13861356	hang_ge	Chinese - China	L2
post13854250	0.495	denebe	français	L1	post13854166	annie21	chinese	L2
post13847676	0.645	denebe	français	L1	post13846858	sisichen	CHINOIS	L2
post13841314	0.605	Logospreference-1	français	L1	post13840691	Pierre Simon	English	L2
post13828635	0.68	J.F. de TROYES	francais-France	L1	post13827480	Amayra	Hindi, English	L2
post13825221	0.725	Logospreference-1	français	L1	post13824900	SAIP0	Latvian	L2
post13720669	0.55	Ficula	français - France	L1	post13720233	simo12	Arabic	L2
post13684740	0.585	Logospreference-1	français	L1	post13684705	sesame_fr	chinese	L2
post13632040	0.6	Comtois	Français	L1	post13631299	SAIP0	Latvian	L2
post9656868	0.59	benjbenj	french - France	L1	post9425624	Alexander the Great	Macedonia	L2
post13372153	0.625	Jeanne75	French - France	L1	post13366708	Sannanas	Dutch and Frisian	L2
post12992315	0.545	lamy08	French	L1	post12990335	IMANAKBARI	Persan	L2
post12981629	0.715	CapnPrep	AmE	L2	post12980327	Jeanne75	French - France	L1
post12808265	0.555	Solemna	Français - Suisse	L1	post12807918	tinchosan1980	Español rioplantense	L2
post12328581	0.58	Donaldos	French - France	L1	post12328351	mpvaldés	Italian	L2
post12283809	0.615	ArthurQ	Français	L1	post12276859	Cyberia	Mexican Spanish	L2
post11968466	0.61	Frenchrescue	French	L1	post11966651	annie21	chinese	L2
post11950815	0.57	milouchka	frances	L1	post11950664	ApprendreComprendre	Viet	L2
post11853622	0.57	Donaldos	French - France	L1	post11853265	Splink	Anglais/English	L2
post11296315	0.55	Magonette	French	L1	post11296061	simenon	italien	L2
post10969813	0.545	tilt	French French	L1	post10969761	IMANAKBARI	Persan	L2
post10934580	0.565	Zampaglione	Français	L1	post10932789	powerful	Anglais	L2
post10793742	0.63	IlEnAppert	Allemand	L2	post10793544	jack2tianjin	French	L1
post10710471	0.77	Juan Jacob Vilalta	Español/Francés	L1	post10710413	pinard	turc-Turquie	L2
post10582580	0.575	Cymralle	French-France	L1	post10582449	IMANAKBARI	Persan	L2
post10510198	0.535	kef_hin	French - Belgium	L1	post10510048	Anna-chonger	Chinese	L2
post10495012	0.555	freddywilly	French - France	L1	post10494410	navi	armenian	L2
post9998139	0.585	FuNiK	French - France	L1	post9998087	Pommee	Chinese-China	L2
post9862873	0.61	Grand Maître de la Cause	Français	L1	post9862422	Pommee	Chinese-China	L2
post9777492	0.6	proyoyo	French - Cantonese	L1	post9776569	houma	français-France.	L1
post9715972	0.565	benjbenj	french - France	L1	post9715580	Pommee	Chinese-China	L2
post9631588	0.525	Gwynplaine	French	L1	post9631282	proyoyo	French - Cantonese	L1
post9582772	0.505	Lacuzon	French - France	L1	post9581437	proyoyo	French - Cantonese	L1
post9381067	0.54	quinoa	french	L1	post9381029	proyoyo	French - Cantonese	L1
post9256106	0.495	Zampaglione	Français	L1	post9256070	proyoyo	French - Cantonese	L1
post9164587	0.65	Sofitamor	Spanish - Spain and French - France	L1	post9164315	Anna-chonger	Chinese	L2
post9065012	0.605	virtualemotion	French - Quebec (Canada)	L1	post9064668	RaZias	Portuguese - Portugal	L2
post8878335	0.47	Lacuzon	French - France	L1	post8877930	CarotteXU	mandarin	L2
post8564365	0.59	Me-K	french	L1	post8564082	Baston	turkish	L2
post8146435	0.655	J.F. de TROYES	francais-France	L1	post8145825	eye of the tiger	lut	L2
post8149633	0.545	quinoa	french	L1	post8149356	lefrancophile	English - Canadian	L2
post7937672	0.625	tilt	French French	L1	post7937518	chamboultou	french	L1
post7828415	0.615	Moleskine	French & Hungarian (Both)	L1	post7828138	odadrian	Romanian	L2
post7753566	0.59	Chimel	Français	L1	post7753236	dirizhabli	russian	L2
post7415970	0.53	CABEZOTA	french	L1	post7415337	tqa	Viet Nam	L2
post6985159	0.665	onavarro	Spanish	L2	post6983441	nasti	Polish	L2
post7329602	0.47	jann	English - USA	L2	post7329562	zyxuwv	pt	L2
post6956327	0.655	Reliure	français	L1	post6956173	duchevreuil	Swedish	L2
post6939945	0.58	Reliure	français	L1	post6939327	Vu Le	Vietnamien	L2
post6766279	0.56	micka	Français	L1	post6766050	nasti	Polish	L2
post6687798	0.6	Annalees	French	L1	post6687587	Keaz	Portuguese, Brazil	L2
post6545003	0.68	JiPiJou	French	L1	post6543853	Anna-chonger	Chinese	L2
post6208938	0.645	Gwynplaine	French	L1	post6208885	duchevreuil	Swedish	L2
post5417673	0.68	Boileau419	Français	L1	post5417557	waiyin	Chinese	L2
post5411781	0.715	Pinairun	Castellano	L2	post5411695	pirlouette	Français, France	L1
post5033520	0.57	Piotr Ivanovitch	France	L1	post5032203	Richard Levy	English -U.S.	L2
post4194461	0.67	beri	France	L1	post4194315	Sire86	español (España)	L2
post4075551	0.635	itka	français	L1	post4075218	Gévy	Français France	L1
post3920750	0.555	Piotr Ivanovitch	France	L1	post3918441	sidahmed	Arabic	L2
post3546687	0.72	Punky Zoé	France - français	L1	post3546438	o_raposo	España (español, galego)	L2
post3421869	0.71	Punky Zoé	France - français	L1	post3421767	gvergara	Español	L2
post3291884	0.61	Tobago	France - French	L1	post3291321	PrincessLyka	Belgium, French/English	L1
post3235916	0.64	cassoulet	toulouse, french	L1	post3211412	Catani	Australia  English	L2
post2915215	0.65	josepbadalona	France/français	L1	post2913650	Thomas1	polszczyzna warszawska	L2
post2763093	0.57	Stephanagreg	FRANCE FRENCH	L1	post2762796	Stephanagreg	FRANCE FRENCH	L1
post2337483	0.655	imkal	French BE	L1	post2336185	Frontelucente	Italia, italiano	L2
post1905125	0.415	Stefan Ivanovich	French	L1	post1905060	xumi	Vietnam	L2
post1733880	0.705	Francois114	French - France	L1	post1733727	tie-break	Italy	L2
post1432134	0.64	markwolk	Polish, New Zealand	L2	post1431326	FLorencee	French France	L1
post1245060	0.74	Lezert	french, France	L1	post1244836	msalmog	German, Israel	L2
post1234323	0.65	DearPrudence	French (lower Normandy)	L1	post1234131	Lavinia.dNP	Sicilian with Italian-French mothertongue	L1
post996768	0.705	Benjy	English - English	L2	post996696	Alazne	Basque Contry	L2
post888758	0.68	Aire_Azul	Français	L1	post888653	alisone	English, USA	L2
post772171	0.69	tamanoir	French France	L1	post771892	sbc	Canada, English	L2
post749526	0.575	Ray 1/2	French - France	L1	post749432	marget	USA English	L2
post619283	0.66	zaby	French	L1	post619195	Jade	German - Spanish	L2
