message_id	ttr	speaker	lang	ltype
post17943050	0.58	Seelewig	Spanish & Catalan	L1
post17936943	0.595	Miguel On Ojj	Castellano	L1
post17938053	0.605	kornilios	greek	L2
post7901604	0.605	WTF	Castellano	L1
post7001805	0.595	shoam	spanish argentina	L1
post7003051	0.66	Malala	Spanish Latin American	L1
post11888303	0.725	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1
post14881631	0.605	Agró	Spanish-Navarre	L1
post14881932	0.48	Gabriel	Argentina / Español	L1
post14882341	0.615	Gabriel	Argentina / Español	L1
post14883339	0.655	flljob	México español	L1
post14886127	0.54	Peterdg	Dutch - Belgium	L2
post14888500	0.705	Gabriel	Argentina / Español	L1
post17924158	0.695	jilar	Español	L1
post17926451	0.565	Peterdg	Dutch - Belgium	L2
post17928180	0.69	Calambur	Castellano (rioplatense) - Lunfardo	L1
post17918596	0.665	Agró	Spanish-Navarre	L1
post11912693	0.63	Adolfo Afogutu	Español	L1
post11914014	0.66	lospazio	Castellano - Argentina	L1
post11915497	0.685	Pixidio	Español	L1
post17918309	0.63	Xiscomx	Español de España y Balear	L1
post12983872	0.63	rockoman55	Mexican - Spanish	L1
post17919293	0.63	Graciela J	Spanish - Argentina	L1
post17915223	0.61	TheCrociato91	Italian - Northern Italy	L2
post17917056	0.575	TheCrociato91	Italian - Northern Italy	L2
post13633850	0.605	cattac	german	L2
post13633893	0.585	ACQM	Spain - Spanish	L1
post13633942	0.68	amanarma	castellano, España	L1
post13634155	0.615	amanarma	castellano, España	L1
post13634253	0.685	germanbz	Spanish-Spain/Catalan (Val)	L1
post13635968	0.63	Milton Sand	Español (Colombia)	L1
post13636325	0.755	Milton Sand	Español (Colombia)	L1
post1272332	0.595	cojoilustrado	Spanish, English USA	L1
post17915729	0.63	Rasp	Castellano de España	L1
post17913402	0.65	Miguel On Ojj	Castellano	L1
post17911512	0.49	Agró	Spanish-Navarre	L1
post17910326	0.605	lavecilla	Español	L1
post17900179	0.495	eugenioandreev	Russian	L2
post17897980	0.53	Señor K	Español chileno	L1
post17899818	0.59	Calambur	Castellano (rioplatense) - Lunfardo	L1
post17898720	0.64	AllegroModerato	Dutch (Netherlands)	L2
post17888469	0.555	jsvillar	Spanish - Spain	L1
post17892227	0.725	AndyPerez257	Spanish - Mexico	L1
post17891944	0.68	Señor K	Español chileno	L1
post5125882	0.675	ryba	polski	L2
post5185121	0.695	javargasdom	España - Español	L1
post5190838	0.675	javargasdom	España - Español	L1
post13106509	0.62	Gusstave	Mexican Spanish	L1
post15391740	0.635	Natalinya	castellano y gallego	L1
post17888274	0.6	Circunflejo	Castellano de Castilla	L1
post17878738	0.6	Calambur	Castellano (rioplatense) - Lunfardo	L1
post17881841	0.66	Calambur	Castellano (rioplatense) - Lunfardo	L1
post14565616	0.735	Milton Sand	Español (Colombia)	L1
post5521237	0.645	Polizón	Español	L1
post5521412	0.625	María Madrid	Spanish Spain	L1
post5521497	0.61	neopachuco	México, español	L1
post5521544	0.655	Polizón	Español	L1
post5521649	0.65	Cintia&Martine	Français	L2
post5522926	0.645	chics	Catalan - Spanish	L1
post5524378	0.685	Polizón	Español	L1
post5526758	0.605	Jenesaisrien	Buenos Aires  Castellano	L1
post17866841	0.46	Xiscomx	Español de España y Balear	L1
post17862780	0.56	lavecilla	Español	L1
post4862354	0.635	ToñoTorreón	Español de México	L1
post5275102	0.65	Jicho	spanish	L1
post6394826	0.64	laPutaQTVióMorir	Spain Spanish	L1
post17853517	0.515	albertorabell	spanish - Mexico	L1
post17857842	0.625	kunvla	Ruso	L2
post17000330	0.65	Jesus Arapiles	Spanish from Spain	L1
post17828797	0.48	MiguelitOOO	Español - México	L1
post17853977	0.63	jilar	Español	L1
post2093540	0.63	aleCcowaN	Castellano - Argentina	L1
post17840989	0.63	Señor K	Español chileno	L1
post1932032	0.64	lazarus1907	Spanish, Spain	L1
post17569097	0.765	S.V.	Español, México	L1
post17840594	0.685	kunvla	Ruso	L2
post17845080	0.73	kunvla	Ruso	L2
post17845952	0.645	MiguelitOOO	Español - México	L1
post17846748	0.69	kunvla	Ruso	L2
post17838027	0.62	MiguelitOOO	Español - México	L1
post7333948	0.66	Aviador	Castellano de Chile	L1
post17837674	0.61	MiguelitOOO	Español - México	L1
post2402446	0.595	yuggoth	Spain.Castellano.Catalán.	L1
post17839383	0.485	papalagi	Spanish	L1
post17838743	0.69	lunar	france français	L2
post17835977	0.65	MiguelitOOO	Español - México	L1
post17836829	0.67	Xiscomx	Español de España y Balear	L1
post17837052	0.685	Calambur	Castellano (rioplatense) - Lunfardo	L1
post17837315	0.535	MiguelitOOO	Español - México	L1
post17835114	0.585	al-Kambanari	Spanish	L1
post17829248	0.6	MiguelitOOO	Español - México	L1
post17830934	0.655	suleyman	turkish	L2
post4508392	0.6	Frank Lampard	Colombia (Spanish)	L1
post17825339	0.61	Aserolf	Español - México	L1
post17827330	0.57	Servando	Español, Mexico	L1
post17827373	0.63	MiguelitOOO	Español - México	L1
post17828801	0.58	Aserolf	Español - México	L1
post13905286	0.605	lavecilla	Español	L1
post17825544	0.655	MiguelitOOO	Español - México	L1
post17823154	0.645	Rodal	Castellano (Chile)	L1
post17813849	0.565	Circunflejo	Castellano de Castilla	L1
post17813545	0.585	Nigar555	azerbaiyano	L2
post17811510	0.62	MiguelitOOO	Español - México	L1
post17809308	0.61	MiguelitOOO	Español - México	L1
post17814648	0.585	jsvillar	Spanish - Spain	L1
post17813526	0.52	Aviador	Castellano de Chile	L1
post17812962	0.46	ARHolanda	Dutch	L2
post17812061	0.625	JadedLad	English - UK	L2
post15501033	0.615	Janis Joplin	Español mexicano.	L1
post15503674	0.67	JeSuisSnob	Mexican Spanish	L1
post15504181	0.615	soplamocos	Español rioplatense	L1
post15505786	0.66	cacarulo	Buenos Aires, Argentina * Español	L1
post15505844	0.65	soplamocos	Español rioplatense	L1
post17788336	0.625	oa2169	Español	L1
post17804674	0.595	Olya34	Russian	L2
post17803288	0.645	Alberto Kim	korean- south korea	L2
post17806297	0.67	Quiviscumque	Spanish-Spain	L1
post17802665	0.68	kunvla	Ruso	L2
post17804730	0.665	kunvla	Ruso	L2
post17803426	0.585	Alberto Kim	korean- south korea	L2
post17801914	0.665	MiguelitOOO	Español - México	L1
post17799152	0.675	kunvla	Ruso	L2
post17798502	0.65	MiguelitOOO	Español - México	L1
post17798216	0.685	sarah_	Spanish - Madrid (Spain)	L1
post17797318	0.54	TinyMightySquad	Spanish - Spain	L1
post17787893	0.71	quethibum	Castellano peruano	L1
post17789018	0.635	MiguelitOOO	Español - México	L1
post5726927	0.555	Pinairun	Castellano	L1
post17786330	0.67	Xiscomx	Español de España y Balear	L1
post17783514	0.66	suleyman	turkish	L2
post17785047	0.55	Xiscomx	Español de España y Balear	L1
post17784845	0.605	Miguel On Ojj	Castellano	L1
post7887684	0.5	rosymak	Latin American spanish	L1
post7888161	0.565	Manuel G. Rey	Spanish - Spain	L1
post17780419	0.655	Xiscomx	Español de España y Balear	L1
post14022979	0.6	ChrisQH93	Castellano -  España	L1
post17776107	0.575	Miguel On Ojj	Castellano	L1
post17765318	0.64	Calambur	Castellano (rioplatense) - Lunfardo	L1
post17766211	0.645	Arcadio177	Español	L1
post17769002	0.705	MiguelitOOO	Español - México	L1
post17774344	0.72	Calambur	Castellano (rioplatense) - Lunfardo	L1
post17773558	0.63	soplamocos	Español rioplatense	L1
post3442060	0.65	chics	Catalan - Spanish	L1
post6476741	0.645	Albertolibertad	Venezuela - español	L1
post11413731	0.625	CHOLUK	ESPAÑOL	L1
post11418236	0.685	Mate	Castellano - Argentina	L1
post11419350	0.62	Vampiro	Chile - Español	L1
post12240322	0.645	XiaoRoel	galego, español	L1
post15323641	0.65	Rolivares	español - México	L1
post15323899	0.63	Rolivares	español - México	L1
post14782928	0.61	asaiz3	Spanish-Spain	L1
post10111280	0.51	manicha	Spanish/Galician - Spain	L1
post17764265	0.515	giovanniff	Spanish	L1
post17769440	0.7	giovanniff	Spanish	L1
post17760781	0.59	Calambur	Castellano (rioplatense) - Lunfardo	L1
post17760325	0.66	MiguelitOOO	Español - México	L1
post17761224	0.675	Señor K	Español chileno	L1
post17758056	0.64	MiguelitOOO	Español - México	L1
post17755439	0.52	kunvla	Ruso	L2
post17757107	0.615	kunvla	Ruso	L2
post17759610	0.655	kunvla	Ruso	L2
post13321472	0.65	Vampiro	Chile - Español	L1
post17757174	0.73	Manu Santana	Spanish	L1
post17756779	0.65	jureba	español	L1
post17754724	0.65	Mooncrab	Venezuelan - Spanish	L1
post17754536	0.675	Amapolas	Castellano rioplatense	L1
post17754178	0.67	papilllon	Czech	L2
post17748412	0.56	jsvillar	Spanish - Spain	L1
post17741736	0.545	ElAlmaMexicana	Hungarian	L2
post17730529	0.74	knabe3	Español- México	L1
post17743234	0.65	kunvla	Ruso	L2
post17741709	0.58	Xiscomx	Español de España y Balear	L1
post15420315	0.56	Elxenc	català/valencià	L2
post15426058	0.64	Quiviscumque	Spanish-Spain	L1
post17735055	0.68	Xiscomx	Español de España y Balear	L1
post17735892	0.66	FFFelicia	Chinese	L2
post17733453	0.67	Rodal	Castellano (Chile)	L1
post17734099	0.48	jsvillar	Spanish - Spain	L1
post17728730	0.69	Calambur	Castellano (rioplatense) - Lunfardo	L1
post12885042	0.58	juandiego	Spanish from Spain	L1
post12887133	0.46	jmx	Spain / Spanish	L1
post17720688	0.48	fibriZo raZiel	Spanish	L1
post8777356	0.56	swift	Spanish – Costa Rica (Valle Central)	L1
post17721771	0.61	kunvla	Ruso	L2
post17726437	0.54	Alberto Kim	korean- south korea	L2
post17722947	0.675	banukarakas	Turkish	L2
post17723327	0.575	Calambur	Castellano (rioplatense) - Lunfardo	L1
post17715374	0.575	Alberto Kim	korean- south korea	L2
post15515342	0.745	Xiscomx	Español de España y Balear	L1
post17699527	0.645	José Mora	Español mexicano	L1
post1273707	0.64	cochagua	Spain/Spanish	L1
post13341815	0.49	Gamen	Spanish Argentina	L1
post10023372	0.625	didakticos	Español de Costa Rica (y de otras partes también)	L1
post17711369	0.515	palomamapola	Italian	L2
post17722337	0.675	Nalem	Español	L1
post17719603	0.605	Quique Alfaro	castellano	L1
post17717724	0.555	swift	Spanish – Costa Rica (Valle Central)	L1
post17715432	0.65	Miguel On Ojj	Castellano	L1
post17715428	0.55	Alberto Kim	korean- south korea	L2
post17709550	0.585	anahiseri	Spanish (Spain) and German (Germany)	L1
post14348928	0.64	ukimix	español	L1
post17710923	0.67	Calambur	Castellano (rioplatense) - Lunfardo	L1
post17705561	0.64	epistolario	Tagalog	L2
post17710471	0.67	quethibum	Castellano peruano	L1
post17708616	0.645	Calambur	Castellano (rioplatense) - Lunfardo	L1
post11267794	0.615	woosh	español	L1
post12189966	0.64	jordimoro	español (España)	L1
post15542267	0.645	El Coyote Literario	Spanish - Mexico	L1
post17707496	0.65	Saúl Ortega	Español	L1
post17694588	0.715	Xiscomx	Español de España y Balear	L1
post17697252	0.595	Xiscomx	Español de España y Balear	L1
post17704602	0.655	Xiscomx	Español de España y Balear	L1
post17702333	0.565	jsvillar	Spanish - Spain	L1
post17703036	0.685	Ciprianus	Castellano Argentina	L1
post17702358	0.68	quethibum	Castellano peruano	L1
post17691456	0.64	quethibum	Castellano peruano	L1
post17694833	0.635	Juan 1955	Español	L1
post17690481	0.63	Edgar Andrey Vega Paredes	Español	L1
post2269185	0.505	sigjak	Noruego/Norwegian	L2
post17680876	0.625	MiguelitOOO	Español - México	L1
post13682335	0.65	popckorn	Spanish - Mexican	L1
post2881218	0.515	Crisipo de Soli	Castellano, Méjico	L1
post17660593	0.685	VerodeVenezuela	Español de Venezuela	L1
post17661276	0.585	soplamocos	Español rioplatense	L1
post17650967	0.68	VerodeVenezuela	Español de Venezuela	L1
post13486675	0.51	Aviador	Castellano de Chile	L1
post17674203	0.59	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post6109478	0.595	mixtli	Spanish	L1
post9018624	0.65	aldonzalorenzo	Spanish	L1
post5944889	0.645	joene92	Bélgica neerlandés	L2
post17675938	0.49	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post17661382	0.62	Programático	Español -Argentina-	L1
post14601099	0.62	cervantesphantom	Argentine Spanish	L1
post17672183	0.6	Quique Alfaro	castellano	L1
post17658869	0.6	José Mora	Español mexicano	L1
post17668834	0.53	Azarosa	Español (rioplatense)	L1
post16911339	0.42	knabe3	Español- México	L1
post17656032	0.59	Splatoon33	Español	L1
post17656637	0.51	Splatoon33	Español	L1
post17665941	0.51	Peterdg	Dutch - Belgium	L2
post12340789	0.63	juandelsur	Español de Argentina	L1
post12342109	0.585	Coque	ESP/pe	L1
post7741467	0.6	Södertjej	Spanish ES/Swedish (utlandssvensk)	L1
post17659869	0.66	nixe_	Spanish-Spain	L1
post17662641	0.52	cachicamo	Spanish - Colombia	L1
post15365082	0.615	Juana Brienza	argentino-inglés	L2
post11800325	0.575	mamatlacuache	Japanese	L2
post17631973	0.59	MiguelitOOO	Español - México	L1
post17651899	0.54	Juancho2709	Español Colombiano	L1
post17656368	0.575	VerodeVenezuela	Español de Venezuela	L1
post17651934	0.65	Follower	Spanish, English	L1
post17649677	0.65	Señor K	Español chileno	L1
post17637600	0.46	Circunflejo	Castellano de Castilla	L1
post14455701	0.48	Antonella V	español	L1
post15577961	0.645	Edgar Soberón Torchia	Español, Panamá	L1
post17617699	0.615	knabe3	Español- México	L1
post10368858	0.675	duvija	Spanish - Uruguay	L1
post17641850	0.58	VerodeVenezuela	Español de Venezuela	L1
post17644771	0.58	MiguelitOOO	Español - México	L1
post17599968	0.615	aktiff	Español	L1
post17600033	0.65	Señor K	Español chileno	L1
post17640225	0.64	VerodeVenezuela	Español de Venezuela	L1
post17633479	0.625	Alfonso Chíncaro	Español (Perú)	L1
post17632484	0.585	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post17628686	0.535	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post17631525	0.65	Xiscomx	Español de España y Balear	L1
post17629526	0.535	Splatoon33	Español	L1
post17628711	0.585	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post17615493	0.555	Xiscomx	Español de España y Balear	L1
post17628008	0.62	Splatoon33	Español	L1
post17628736	0.605	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post4446204	0.605	María Madrid	Spanish Spain	L1
post7020713	0.54	titinadoug	Greek, Greece	L2
post13340578	0.65	Elxenc	català/valencià	L2
post13342746	0.56	Quijote de Breogan	Español de España	L1
post13343773	0.7	Elxenc	català/valencià	L2
post15743735	0.61	Joanot47	Catalan (Valencian)	L2
post17621261	0.7	Eduardo Bergonzi	Español rioplatense	L1
post17613371	0.735	Sendro Páez	Spanish - España	L1
post17603883	0.6	Señor K	Español chileno	L1
post17609314	0.67	Xiscomx	Español de España y Balear	L1
post17604716	0.67	soplamocos	Español rioplatense	L1
post17604956	0.685	MiguelitOOO	Español - México	L1
post17605865	0.59	soplamocos	Español rioplatense	L1
post9072158	0.615	Wilsonmtx	SPANISH	L1
post5028320	0.705	Diddy	Spanish	L1
post17603944	0.655	S.V.	Español, México	L1
post17593432	0.6	jilar	Español	L1
post17591021	0.645	Rominax	español	L1
post17597300	0.605	sinho4	Galego - Spain	L2
post17593955	0.59	MiguelitOOO	Español - México	L1
post12491998	0.63	XiaoRoel	galego, español	L1
post17589590	0.535	Sendro Páez	Spanish - España	L1
post17586053	0.61	MiguelitOOO	Español - México	L1
post17586202	0.655	MiguelitOOO	Español - México	L1
post17587447	0.635	MiguelitOOO	Español - México	L1
post17582809	0.555	MiguelitOOO	Español - México	L1
post5094188	0.68	kika_meow	Spanish - México	L1
post17581253	0.6	MiguelitOOO	Español - México	L1
post17576639	0.59	Xiscomx	Español de España y Balear	L1
post17578917	0.6	MiguelitOOO	Español - México	L1
post17575935	0.655	Calambur	Castellano (rioplatense) - Lunfardo	L1
post17574477	0.56	MiguelitOOO	Español - México	L1
post11171838	0.61	XiaoRoel	galego, español	L1
post17573595	0.505	beguate	japanese	L2
post17571474	0.735	Xiscomx	Español de España y Balear	L1
post11116630	0.62	solysombra	Argentina (Castellano)	L1
post17570126	0.645	Xiscomx	Español de España y Balear	L1
post17570647	0.64	S.V.	Español, México	L1
post6336739	0.68	Polizón	Español	L1
post17568420	0.55	Saúl Ortega	Español	L1
post17566299	0.68	Philos70	spanish	L1
post17567123	0.6	MiguelitOOO	Español - México	L1
post17566674	0.678391959798995	joelcanciones	Español Mexico	L1
post11861970	0.64	Elxenc	català/valencià	L2
post11862520	0.635	Elxenc	català/valencià	L2
post13905701	0.44	Gamen	Spanish Argentina	L1
post17560541	0.435	Aviador	Castellano de Chile	L1
post7769430	0.625	Vampiro	Chile - Español	L1
post7770133	0.65	Vampiro	Chile - Español	L1
post17560563	0.64	Johnny McCoy	Español	L1
post17558244	0.49	caprise	ESPAÑOL _ Colombia	L1
post17558481	0.58	Circunflejo	Castellano de Castilla	L1
post13941451	0.625	Lampiste	Español	L1
post13942121	0.635	lavecilla	Español	L1
post17557265	0.585	Aviador	Castellano de Chile	L1
post17549143	0.56	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post686915	0.59	lazarus1907	Spanish, Spain	L1
post17534412	0.58	Señor K	Español chileno	L1
post17535510	0.67	Calambur	Castellano (rioplatense) - Lunfardo	L1
post17536672	0.64	mrwarper	Spain - Spanish & English	L1
post17542841	0.765	Tavairé	Español - Argentina	L1
post17544009	0.695	Tavairé	Español - Argentina	L1
post17544263	0.61	mrwarper	Spain - Spanish & English	L1
post17528369	0.63	Splatoon33	Español	L1
post17540398	0.5	Splatoon33	Español	L1
post17543055	0.63	Splatoon33	Español	L1
post17543072	0.565	Splatoon33	Español	L1
post12564714	0.57	Idóneo	Español-Castilla y León.	L1
post12565080	0.59	XiaoRoel	galego, español	L1
post17515089	0.415	Señor K	Español chileno	L1
post17530057	0.655	Xiscomx	Español de España y Balear	L1
post17536996	0.655	Xiscomx	Español de España y Balear	L1
post17536471	0.575	Calambur	Castellano (rioplatense) - Lunfardo	L1
post17532726	0.61	Splatoon33	Español	L1
post17531999	0.62	Xiscomx	Español de España y Balear	L1
post17528077	0.57	Sibutlasi	Spanish-Spain	L1
post17528411	0.56	MiguelitOOO	Español - México	L1
post17527903	0.535	Aviador	Castellano de Chile	L1
post16354119	0.675	RamonRojo	italiano	L2
post17525959	0.575	mrwarper	Spain - Spanish & English	L1
post17522261	0.57	Sibutlasi	Spanish-Spain	L1
post17522379	0.62	Splatoon33	Español	L1
post17523965	0.54	Sibutlasi	Spanish-Spain	L1
post17522479	0.68	Xiscomx	Español de España y Balear	L1
post17463962	0.57	Sibutlasi	Spanish-Spain	L1
post17465537	0.55	Sibutlasi	Spanish-Spain	L1
post17467918	0.675	Sibutlasi	Spanish-Spain	L1
post17468107	0.605	Splatoon33	Español	L1
post17469021	0.64	Sibutlasi	Spanish-Spain	L1
post17469449	0.685	MiguelitOOO	Español - México	L1
post17469943	0.66	Hoordees	Español	L1
post17472987	0.68	Sibutlasi	Spanish-Spain	L1
post17473223	0.555	Sibutlasi	Spanish-Spain	L1
post17473291	0.71	S.V.	Español, México	L1
post17473506	0.52	Sanros	Español	L1
post17481602	0.65	Splatoon33	Español	L1
post17502877	0.67	Splatoon33	Español	L1
post15548054	0.67	Sibutlasi	Spanish-Spain	L1
post10697948	0.55	Manuel G. Rey	Spanish - Spain	L1
post17515960	0.625	Xiscomx	Español de España y Balear	L1
post17516644	0.605	Henrik	Native Language: Sueco, and home country: España	L1
post17521302	0.615	Xiscomx	Español de España y Balear	L1
post17518898	0.57	juanluisjim	Spanish	L1
post17518016	0.675	Miguel On Ojj	Castellano	L1
post17516815	0.64	Fernando	Spain, Spanish	L1
post17516948	0.675	Dymn	Catalan	L2
post17515115	0.62	Splatoon33	Español	L1
post14579006	0.59	Smitch18	English, U.K.	L2
post17504254	0.635	Señor K	Español chileno	L1
post17509954	0.67	Xiscomx	Español de España y Balear	L1
post9724960	0.65	aldonzalorenzo	Spanish	L1
post9726367	0.495	elnickestalibre	español	L1
post9743397	0.56	Bloodsun	Castellano - Argentina	L1
post9743680	0.42	elnickestalibre	español	L1
post9744347	0.465	elnickestalibre	español	L1
post9745462	0.58	elnickestalibre	español	L1
post9746906	0.55	elnickestalibre	español	L1
post9751564	0.58	elnickestalibre	español	L1
post9857063	0.66	jmnjmn	Euskara	L2
post9859370	0.615	Bloodsun	Castellano - Argentina	L1
post17506159	0.69	Xiscomx	Español de España y Balear	L1
post17504172	0.59	NatashaP	Spanish - Spain	L1
post17496528	0.635	Quiviscumque	Spanish-Spain	L1
post17495436	0.85	S.V.	Español, México	L1
post17500763	0.785	S.V.	Español, México	L1
post10069261	0.635	ehmad	Español/Castellano - Dominicano	L1
post17488455	0.605	MiguelitOOO	Español - México	L1
post17492782	0.53	edcardenass	Spanish - Venezuela	L1
post17490203	0.565	Señor K	Español chileno	L1
post1289773	0.69	aleCcowaN	Castellano - Argentina	L1
post11916676	0.625	Adolfo Afogutu	Español	L1
post17482141	0.67	Gerardo de la Fuente	Español	L1
post17462918	0.575	Sibutlasi	Spanish-Spain	L1
post17482747	0.55	soplamocos	Español rioplatense	L1
post17482510	0.69	Andro59	Español	L1
post17476628	0.525	Sibutlasi	Spanish-Spain	L1
post17479159	0.585	Sibutlasi	Spanish-Spain	L1
post14413115	0.685	Pinairun	Castellano	L1
post13090618	0.635	Jaime Bien	Español/España	L1
post17475970	0.535	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post17474091	0.56	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post17473447	0.525	nhertzulis	Castellano - Argentina	L1
post17472933	0.615	Xiscomx	Español de España y Balear	L1
post17465317	0.435	Xiscomx	Español de España y Balear	L1
post17472009	0.57	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post9726471	0.61	didakticos	Español de Costa Rica (y de otras partes también)	L1
post17450250	0.715	S.V.	Español, México	L1
post13156314	0.635	soul0n3	Español	L1
post17462805	0.575	Sibutlasi	Spanish-Spain	L1
post17461394	0.6	Xiscomx	Español de España y Balear	L1
post17461603	0.665	Splatoon33	Español	L1
post17463122	0.645	Wintertale	english	L2
post17461042	0.52	shnen	English - Norf London	L2
post17461267	0.64	Xiscomx	Español de España y Balear	L1
post11717937	0.53	elnickestalibre	español	L1
post11719163	0.515	elnickestalibre	español	L1
post16733048	0.69	Señor K	Español chileno	L1
post17454368	0.66	jsvillar	Spanish - Spain	L1
