message_id	ttr	speaker	lang	ltype
post18046503	0.55	kentix	English - U.S.	L1
post18045794	0.595	Delvo	American English	L1
post18046242	0.625	Packard	USA, English	L1
post17389936	0.63	Ivan_I	Russian	L2
post18044297	0.485	Truffula	English - USA	L1
post18044830	0.595	kentix	English - U.S.	L1
post18045603	0.56	kentix	English - U.S.	L1
post18045364	0.62	lingobingo	English - England	L1
post18045239	0.415	PaulQ	English - England	L1
post18042245	0.31	PureLand	Chinese	L2
post18044567	0.605	Linkway	British English	L1
post18044538	0.485	velisarius	British English (Sussex)	L1
post10502219	0.535	Fabulist	American English	L1
post18044411	0.635	Mrs JJJ	English (British)	L1
post18043557	0.545	PaulQ	English - England	L1
post18043989	0.6	SevenDays	Spanish	L2
post18043761	0.545	prudent260	Chinese	L2
post18043705	0.365	Keith Bradford	English (Midlands UK)	L1
post18043523	0.6	Delvo	American English	L1
post18043139	0.675	ingarten	Ukrainian - Russian	L2
post18043316	0.655	manfy	German - Austria	L2
post18043065	0.635	boozer	Bulgarian	L2
post18039862	0.615	homotopy07	Japanese	L2
post18042874	0.625	kentix	English - U.S.	L1
post10377480	0.38	Forero	USA English	L1
post10380247	0.485	owlman5	English-US	L1
post18040168	0.61	manfy	German - Austria	L2
post18038155	0.48	Forero	USA English	L1
post18038175	0.39	JungKim	Korean	L2
post18039241	0.6	Forero	USA English	L1
post18039319	0.485	SevenDays	Spanish	L2
post18039537	0.545	Forero	USA English	L1
post18040795	0.61	Forero	USA English	L1
post18040915	0.535	SevenDays	Spanish	L2
post18039921	0.65	Helen White	Chinese	L2
post18040702	0.5	PaulQ	English - England	L1
post18038731	0.555	PaulQ	English - England	L1
post18039739	0.62	DonnyB	English UK Southern Standard English	L1
post18038278	0.55	dojibear	English - Northeast US	L1
post18039048	0.385	kentix	English - U.S.	L1
post18038156	0.455	dojibear	English - Northeast US	L1
post18037535	0.425	maruha7	Japanese	L2
post18038225	0.48	Interhigh6744	Korean	L2
post18036961	0.505	Uncle Jack	British English	L1
post18036893	0.445	Loob	English UK	L1
post18037022	0.575	kentix	English - U.S.	L1
post18028920	0.57	dojibear	English - Northeast US	L1
post18037405	0.585	PaulQ	English - England	L1
post18037166	0.695	mrghd	Hungarian	L2
post18036694	0.46	Edinburgher	German/English bilingual	L1
post17294207	0.58	Hermione Golightly	British English	L1
post18033892	0.555	kentix	English - U.S.	L1
post18036117	0.605	James Brandon	English + French - UK	L1
post18035668	0.51	Michael30000	Russian	L2
post12705584	0.615	Ahu Lee	Russian (Moscow)	L2
post14882869	0.55	tmotley3	English	L1
post18035584	0.62	manfy	German - Austria	L2
post18035028	0.63	Delvo	American English	L1
post18031723	0.575	SevenDays	Spanish	L2
post17631146	0.63	MattiasNYC	Swedish	L2
post17631463	0.61	MattiasNYC	Swedish	L2
post18034456	0.46	Uncle Jack	British English	L1
post18033920	0.56	dojibear	English - Northeast US	L1
post18033419	0.62	Uncle Jack	British English	L1
post17648400	0.63	Uncle Jack	British English	L1
post18032424	0.545	kentix	English - U.S.	L1
post18032029	0.555	Uncle Jack	British English	L1
post18032203	0.48	Uncle Jack	British English	L1
post1477683	0.525	Jim 89	Sydney, Australia. English	L1
post1478777	0.63	Jim 89	Sydney, Australia. English	L1
post6533230	0.535	JamesM	English, USA	L1
post6533689	0.575	Embonpoint	English--American	L1
post8214699	0.545	phredd	English - USA	L1
post12872690	0.6	JustKate	English - US	L1
post12874812	0.555	JustKate	English - US	L1
post18021632	0.645	Kolridg	Russian	L2
post11968764	0.605	morzh	Russian	L2
post12059574	0.725	Thomas Tompion	English - England	L1
post14317900	0.535	mrsroynie	English - British	L1
post14318167	0.49	akimura	Japanese	L2
post4697654	0.61	luna m	mexico spanish	L2
post4701203	0.56	Dimcl	Canadian English	L1
post12245199	0.655	Hermione Golightly	British English	L1
post17750697	0.605	Hermione Golightly	British English	L1
post18016934	0.47	SevenDays	Spanish	L2
post18024689	0.575	Packard	USA, English	L1
post18026901	0.585	Uncle Jack	British English	L1
post18028161	0.525	manfy	German - Austria	L2
post17994998	0.48	SevenDays	Spanish	L2
post18028942	0.545	Thomas Tompion	English - England	L1
post18027730	0.47	elroy	US English/Palestinian Arabic bilingual	L1
post17978973	0.64	kentix	English - U.S.	L1
post18026565	0.48	PaulQ	English - England	L1
post18028123	0.645	kentix	English - U.S.	L1
post18013943	0.53	Kacy.H	Chinese	L2
post18023096	0.53	lingobingo	English - England	L1
post18024352	0.585	xu xian	Chinese-Mandarin	L2
post18024741	0.595	lingobingo	English - England	L1
post18025888	0.615	xu xian	Chinese-Mandarin	L2
post18026344	0.56	xu xian	Chinese-Mandarin	L2
post18027552	0.54	xu xian	Chinese-Mandarin	L2
post18026221	0.535	romsterson	Slovak	L2
post18026714	0.57	kentix	English - U.S.	L1
post18026472	0.455	This_Is_Patrick	Persian	L2
post18026175	0.565	Mapleee	korean	L2
post18026122	0.47	Curiosity777	Korean	L2
post18025685	0.52	PaulQ	English - England	L1
post18015322	0.525	SevenDays	Spanish	L2
post18025102	0.51	Dmitry87	Russian - The Russian Federation	L2
post18025105	0.535	GermanStudent	German	L2
post18024091	0.55	Just-asking	Russian - Russia	L2
post18024882	0.545	PaulQ	English - England	L1
post18024238	0.725	JungKim	Korean	L2
post16362873	0.42	Barque	Tamil	L2
post18024660	0.365	Barque	Tamil	L2
post18024560	0.635	PaulQ	English - England	L1
post18024101	0.675	a passerby	English - United States	L1
post18023759	0.64	Ostrobogulous	French	L2
post18023732	0.675	kentix	English - U.S.	L1
post18023717	0.665	Packard	USA, English	L1
post18022308	0.53	Katarzyna1989	Polish	L2
post18023224	0.6	kentix	English - U.S.	L1
post18023266	0.455	PaulQ	English - England	L1
post17996427	0.59	PaulQ	English - England	L1
post18021714	0.63	lentulax	UK English	L1
post18022837	0.575	PaulQ	English - England	L1
post18021508	0.575	PaulQ	English - England	L1
post18021813	0.57	lingobingo	English - England	L1
post18022757	0.54	Edinburgher	German/English bilingual	L1
post18021824	0.62	kentix	English - U.S.	L1
post18022422	0.58	lentulax	UK English	L1
post16237683	0.65	walidofsky	arabe (Syrie)	L2
post16237763	0.625	JulianStuart	English (UK then US)	L1
post18022226	0.63	kentix	English - U.S.	L1
post18020800	0.55	Jaykay1053	English - Canada	L1
post9930611	0.61	CapnPrep	AmE	L2
post9930982	0.57	Thomas Tompion	English - England	L1
post9931323	0.625	CapnPrep	AmE	L2
post18020687	0.665	Jaykay1053	English - Canada	L1
post18021305	0.685	lingobingo	English - England	L1
post12355494	0.58	TommyGun	Russian	L2
post18019815	0.655	Delvo	American English	L1
post18021127	0.355	PaulQ	English - England	L1
post18020974	0.64	OED Loves Me Not	Japanese - Osaka	L2
post18020985	0.66	Barque	Tamil	L2
post18021035	0.615	OED Loves Me Not	Japanese - Osaka	L2
post18018907	0.65	Jaykay1053	English - Canada	L1
post18020907	0.585	Jaykay1053	English - Canada	L1
post18019393	0.57	Michael30000	Russian	L2
post18019064	0.77	Michael30000	Russian	L2
post18020693	0.63	lentulax	UK English	L1
post16583733	0.51	PaulQ	English - England	L1
post18019960	0.54	velisarius	British English (Sussex)	L1
post18019731	0.595	Dianann	Korean	L2
post17338846	0.62	yezyk	Polish	L2
post18018854	0.62	yezyk	Polish	L2
post18018180	0.605	keyl	Argentina-Spanish / USA	L2
post18018783	0.695	kentix	English - U.S.	L1
post18015142	0.495	Exp	Japanese	L2
post18017380	0.615	Jaykay1053	English - Canada	L1
post18018845	0.53	pachanga7	English - US	L1
post18017827	0.505	Minhaz.esmail	Bengali	L2
post15338251	0.37	PaulQ	English - England	L1
post18017228	0.475	SevenDays	Spanish	L2
post18017554	0.515	Hendrix00	Korean	L2
post18017360	0.435	Forero	USA English	L1
post18014070	0.615	Edinburgher	German/English bilingual	L1
post18014554	0.585	Delvo	American English	L1
post18016672	0.545	Tchas	Russian - St. Petersburg	L2
post18016929	0.605	StraightShooter2000	English	L1
post18015692	0.49	SevenDays	Spanish	L2
post18016547	0.615	pachanga7	English - US	L1
post18016281	0.535	SevenDays	Spanish	L2
post18014532	0.565	Uncle Jack	British English	L1
post18014596	0.575	kentix	English - U.S.	L1
post18014978	0.53	SevenDays	Spanish	L2
post18015244	0.45	Forero	USA English	L1
post18014788	0.47	SevenDays	Spanish	L2
post18008354	0.51	Edinburgher	German/English bilingual	L1
post18008796	0.57	grammar-in-use	Chinese	L2
post18009509	0.48	Forero	USA English	L1
post18014067	0.575	manfy	German - Austria	L2
post8855473	0.685	boozer	Bulgarian	L2
post18013531	0.45	JJXR	Russian	L2
post18013452	0.61	Cagey	English - US	L1
post18011156	0.51	JJXR	Russian	L2
post17874926	0.56	natkretep	English (Singapore/UK), basic Chinese	L1
post18010127	0.58	KingstonGor	Chinese	L2
post18010927	0.53	SevenDays	Spanish	L2
post18007453	0.45	dojibear	English - Northeast US	L1
post18007621	0.65	Hermione Golightly	British English	L1
post18009523	0.565	kentix	English - U.S.	L1
post18009357	0.635	Hermione Golightly	British English	L1
post18009874	0.565	Egmont	English - U.S.	L1
post18010411	0.635	Dmitry87	Russian - The Russian Federation	L2
post18010994	0.565	lingobingo	English - England	L1
post18010161	0.535	PaulQ	English - England	L1
post18008708	0.59	MattiasNYC	Swedish	L2
post18008084	0.59	SevenDays	Spanish	L2
post18008473	0.36	JJXR	Russian	L2
post18008054	0.575	kentix	English - U.S.	L1
post16194129	0.55	PaulQ	English - England	L1
post18007681	0.615	SevenDays	Spanish	L2
post18005857	0.48	kentix	English - U.S.	L1
post18005997	0.585	Edinburgher	German/English bilingual	L1
post18007240	0.585	SevenDays	Spanish	L2
post18007132	0.68	kentix	English - U.S.	L1
post18006603	0.62	SuprunP	Ukrainian & Russian	L2
post18006189	0.675	kentix	English - U.S.	L1
post18006189	0.675	kentix	English - U.S.	L1
post18006002	0.605	Mina_	Turkish	L2
post18001143	0.59	Barque	Tamil	L2
post14872095	0.515	Forero	USA English	L1
post14876052	0.55	Sibutlasi	Spanish-Spain	L2
post14877901	0.585	Sibutlasi	Spanish-Spain	L2
post14878130	0.58	Forero	USA English	L1
post16645286	0.43	Enquiring Mind	English - the Queen's	L1
post18005642	0.665	Hermione Golightly	British English	L1
post12758754	0.65	PStorm	Portuguese - Portugal	L2
post198599	0.615	te gato	Alberta--TGE (te gato English)	L1
post198822	0.63	timpeac	English (England)	L1
post516264	0.575	JazzByChas	American English	L1
post2269435	0.615	redcamarocruiser	USA English	L1
post10412071	0.68	Forero	USA English	L1
post18000527	0.495	Snow Bross	Urdu	L2
post18005239	0.595	Dianann	Korean	L2
post18004675	0.66	Dianann	Korean	L2
post18004432	0.49	kentix	English - U.S.	L1
post18003885	0.58	SevenDays	Spanish	L2
post10104462	0.585	werrr	Czech	L2
post18003331	0.495	bibax	Czech (Prague)	L2
post2015776	0.61	panjandrum	English-Ireland (top end)	L1
post18003432	0.52	Uncle Jack	British English	L1
post18003217	0.62	Uncle Jack	British English	L1
post18000731	0.57	dojibear	English - Northeast US	L1
post17475241	0.58	sassafras	English, USA	L1
post18002779	0.46	PaulQ	English - England	L1
post18002650	0.475	Uncle Jack	British English	L1
post13831115	0.65	PaulQ	English - England	L1
post17988961	0.435	PaulQ	English - England	L1
post17993627	0.39	PaulQ	English - England	L1
post17999623	0.54	Uncle Jack	British English	L1
post18000644	0.625	Hermione Golightly	British English	L1
post217114	0.48	ameridude	USA/English	L1
post18000309	0.635	Hermione Golightly	British English	L1
post18000247	0.505	PaulQ	English - England	L1
post17999347	0.565	Blue Apple	Persian(Iran)	L2
post17998957	0.55	dublinersJJ	Japanese	L2
post17996787	0.585	This_Is_Patrick	Persian	L2
post17998636	0.675	Hermione Golightly	British English	L1
post17997808	0.645	dojibear	English - Northeast US	L1
post17998468	0.62	Peter SLP	Polish	L2
post17433450	0.625	vertigo12	Thai - Thailand	L2
post17909446	0.545	Phil-Olly	Scotland, English	L1
post17910338	0.595	lingobingo	English - England	L1
post17994677	0.595	kentix	English - U.S.	L1
post13330895	0.655	hopefultoo	English - UK	L1
post17997578	0.625	Uncle Jack	British English	L1
post17995028	0.695	RaubinPierce	English	L1
post17994483	0.62	Edinburgher	German/English bilingual	L1
post17994962	0.58	grammar-in-use	Chinese	L2
post17995869	0.47	kentix	English - U.S.	L1
post17993753	0.485	Uncle Jack	British English	L1
post9129474	0.445	cubaMania	USA/English	L1
post17988781	0.625	kentix	English - U.S.	L1
post17993557	0.5	MoeLester	Polish	L2
post17993414	0.635	Agito a42	Russian	L2
post17992139	0.575	This_Is_Patrick	Persian	L2
post17994071	0.495	Uncle Jack	British English	L1
post17964680	0.55	Barque	Tamil	L2
post17992068	0.535	JJXR	Russian	L2
post17992553	0.56	Uncle Jack	British English	L1
post17987918	0.45	rhitagawr	British English	L1
post17989447	0.455	Anushka Athukorala	Sinhalese	L2
post17991452	0.525	rhitagawr	British English	L1
post17993144	0.515	Anushka Athukorala	Sinhalese	L2
post17980665	0.66	Blue Apple	Persian(Iran)	L2
post17993101	0.61	alt_f4	Chinese	L2
post8994953	0.605	Matching Mole	England, English	L1
post17992624	0.595	Uncle Jack	British English	L1
post17991931	0.63	kentix	English - U.S.	L1
post17992295	0.445	JJXR	Russian	L2
post17989346	0.545	Sasha Ivanov	Russian	L2
post17989393	0.53	PaulQ	English - England	L1
post17991260	0.565	srk	English - US	L1
post10395392	0.56	Fabulist	American English	L1
post17766715	0.61	Uncle Jack	British English	L1
post17990603	0.54	navdušen	Polish	L2
post7663200	0.645	xjm	English - USA	L1
post17976244	0.54	SevenDays	Spanish	L2
post17984333	0.375	JJXR	Russian	L2
post11971713	0.51	Einstein	UK, English	L1
post11973597	0.59	Wordsmyth	Native language: English (BrE)	L1
post17990438	0.525	Dianann	Korean	L2
post17990059	0.505	Uncle Jack	British English	L1
post17990083	0.635	london calling	UK ENGLISH	L1
post17989263	0.52	SoLaTiDoberman	Japanese	L2
post17988277	0.545	Delvo	American English	L1
post17918280	0.525	JulianStuart	English (UK then US)	L1
post17918431	0.59	meijin	Japanese	L2
post17920743	0.65	JulianStuart	English (UK then US)	L1
post17921409	0.625	weglang	Native Mandarin Chinese	L2
post17989225	0.605	Fredziu	Polish	L2
post17988662	0.65	kentix	English - U.S.	L1
post17987594	0.495	dojibear	English - Northeast US	L1
post17987339	0.605	PaulQ	English - England	L1
post17986900	0.49	Thomas Tompion	English - England	L1
post17986371	0.48	Uncle Jack	British English	L1
post17985853	0.595	ralphzak	English	L1
post17985320	0.595	kentix	English - U.S.	L1
post17985680	0.645	AnythingGoes	English - USA (Midwest/Appalachia)	L1
post17951780	0.47	kentix	English - U.S.	L1
post17951825	0.59	kentix	English - U.S.	L1
post17983607	0.725	PaulQ	English - England	L1
post17977453	0.555	xu xian	Chinese-Mandarin	L2
post17984719	0.595	xu xian	Chinese-Mandarin	L2
post17984198	0.6	Morse4ever	Chinese	L2
post3359370	0.605	JamesM	English, USA	L1
post17983857	0.61	Tea Addict	Republic of Korea                 Korean	L2
post17983882	0.665	Englishmypassion	India - Hindi	L2
post17983540	0.595	PaulQ	English - England	L1
post17983525	0.565	kentix	English - U.S.	L1
post17138488	0.485	SevenDays	Spanish	L2
post17138820	0.585	SevenDays	Spanish	L2
post17143984	0.58	wandle	English - British	L1
post17149449	0.505	SevenDays	Spanish	L2
post17982400	0.695	Blue Apple	Persian(Iran)	L2
post17981082	0.465	JJXR	Russian	L2
post473761	0.665	nycphotography	John-Paul Miller, NYC	L2
post17981185	0.575	Uncle Jack	British English	L1
post17980384	0.435	JJXR	Russian	L2
post17979326	0.67	Loob	English UK	L1
post17320787	0.58	germanenclave	German	L2
post17980667	0.645	Uncle Jack	British English	L1
post16577802	0.545	Peterlegrand	Slovak - Slovakia	L2
post17978801	0.48	JJXR	Russian	L2
post17978895	0.625	PaulQ	English - England	L1
post17979077	0.525	coiffe	American English	L1
post17978994	0.68	Hermione Golightly	British English	L1
post16646255	0.57	Enquiring Mind	English - the Queen's	L1
post17979761	0.55	e2efour	UK English	L1
post17976362	0.47	Pepa123	Czech - the Czech Republic	L2
post17977151	0.46	Pepa123	Czech - the Czech Republic	L2
post17977254	0.575	lingobingo	English - England	L1
post17978238	0.545	kentix	English - U.S.	L1
post17978098	0.585	dojibear	English - Northeast US	L1
post17978243	0.635	panzerfaust0	mandarin	L2
post17978116	0.465	Li'l Bull	Spanish (Spain)	L2
post17977858	0.51	PaulQ	English - England	L1
post17977534	0.435	coiffe	American English	L1
post17977041	0.625	humvee	Cantonese and Mandarin	L2
post17976581	0.505	haroldyangn123	Chinese	L2
post6186689	0.705	Æsop	English--American (upstate NY)	L1
post5154023	0.515	britneyM	Japan Japanese	L2
post5154072	0.6	cycloneviv	English - Australia	L1
post17970921	0.585	kentix	English - U.S.	L1
post17973978	0.57	humvee	Cantonese and Mandarin	L2
post17973665	0.43	JJXR	Russian	L2
post17973969	0.65	Packard	USA, English	L1
post17973336	0.67	humvee	Cantonese and Mandarin	L2
post17972801	0.425	SoLaTiDoberman	Japanese	L2
post17973003	0.565	Olya34	Russian	L2
post17971771	0.475	Hale Chen	Chinese	L2
post17971594	0.395	jasonlu2000	Chinese	L2
post17972764	0.565	SevenDays	Spanish	L2
post17970033	0.525	Dharmadog	English- American/US	L1
post17971993	0.56	kentix	English - U.S.	L1
post17972404	0.595	kentix	English - U.S.	L1
post17971602	0.555	Dianann	Korean	L2
post17968039	0.695	coiffe	American English	L1
post395960	0.62	foxfirebrand	Southern AE greatly modified by a 1st-generation Scottish-American mother, and growing up abroad.	L2
post400914	0.67	foxfirebrand	Southern AE greatly modified by a 1st-generation Scottish-American mother, and growing up abroad.	L2
post17970835	0.595	SoLaTiDoberman	Japanese	L2
post17683906	0.425	PaulQ	English - England	L1
post17686259	0.615	ThomasV	Czech,French	L2
post17689757	0.58	ThomasV	Czech,French	L2
post17689905	0.6	ThomasV	Czech,French	L2
post17966924	0.685	Grady Edward Loy	English - US	L1
post17967511	0.63	ThomasV	Czech,French	L2
post17968758	0.655	Grady Edward Loy	English - US	L1
post17970446	0.74	Grady Edward Loy	English - US	L1
post17969321	0.665	kitesandeater	Spanish	L2
post17968358	0.64	pachanga7	English - US	L1
post17968376	0.62	pachanga7	English - US	L1
post17968190	0.595	Delvo	American English	L1
post17967094	0.725	krisstte	Lithuanian	L2
post17964274	0.475	SevenDays	Spanish	L2
post17964559	0.655	bennymix	English (American).	L1
post2149860	0.55	panjandrum	English-Ireland (top end)	L1
post17968634	0.68	Hermione Golightly	British English	L1
post17968301	0.655	pachanga7	English - US	L1
post17968333	0.525	SevenDays	Spanish	L2
post17968045	0.505	PaulQ	English - England	L1
post17958934	0.555	SevenDays	Spanish	L2
post17964296	0.44	PaulQ	English - England	L1
post17967732	0.695	Nastya1976	Russian	L2
post17966082	0.53	Delvo	American English	L1
post17966742	0.505	WesołaBiedronka	Polish	L2
post17965830	0.425	JJXR	Russian	L2
post17961829	0.52	magic dragon feeders	Japanese	L2
post17965284	0.605	Tenacious Learner	Spanish	L2
post17965057	0.515	JungKim	Korean	L2
post17964371	0.68	dogydogy888	Chinese	L2
post17964054	0.565	WildWest	Turkish	L2
post17964905	0.47	Barque	Tamil	L2
post17964659	0.695	PaulQ	English - England	L1
post2816133	0.515	Forero	USA English	L1
post2819222	0.52	Thomas Tompion	English - England	L1
post2857692	0.47	Forero	USA English	L1
post2860049	0.6	AWordLover	USA English	L1
post2860689	0.485	AWordLover	USA English	L1
post12796691	0.49	Forero	USA English	L1
post12831477	0.6	O'Malley	English US	L1
post12831575	0.575	Forero	USA English	L1
post12831702	0.475	O'Malley	English US	L1
post13288123	0.47	O'Malley	English US	L1
post13291068	0.545	O'Malley	English US	L1
post17964374	0.6	kentix	English - U.S.	L1
post17964474	0.61	kentix	English - U.S.	L1
post17964255	0.68	kentix	English - U.S.	L1
post17962651	0.47	JJXR	Russian	L2
post17962892	0.525	kentix	English - U.S.	L1
post17962545	0.56	gvergara	Español	L2
post17963486	0.58	kentix	English - U.S.	L1
post17963029	0.57	Hermione Golightly	British English	L1
post17963085	0.555	Delest	Polish	L2
post17962424	0.635	mary08052014	japanese	L2
post17961672	0.685	luketime	Chinese	L2
post15530362	0.73	YWhateley	English - US (Cincinnati & SE Kentucky)	L1
post16365337	0.655	Mschick	English-American-deeply southern variety	L1
post17961536	0.66	MisterArtra	English - American	L1
post17961083	0.575	KKjapanese	Japanese	L2
post17023413	0.405	PaulQ	English - England	L1
post17960266	0.365	russian80	Russian	L2
post17960206	0.55	Olya34	Russian	L2
post17959794	0.51	coiffe	American English	L1
post17959548	0.455	magic dragon feeders	Japanese	L2
post17959935	0.525	Edinburgher	German/English bilingual	L1
post17959526	0.605	JulianStuart	English (UK then US)	L1
post17958905	0.645	Lilithniahm	italiano	L2
post17951695	0.46	PaulQ	English - England	L1
post17954143	0.56	coiffe	American English	L1
post13303694	0.565	ohmyrichard	Chinese	L2
post17905551	0.645	Kolridg	Russian	L2
post17957398	0.65	coiffe	American English	L1
post12104413	0.51	boozer	Bulgarian	L2
post17956195	0.68	Hermione Golightly	British English	L1
post7758088	0.5	Saurabh	English-British, Hindi	L1
post16894313	0.59	SevenDays	Spanish	L2
post17954991	0.56	Zhi	Chinese	L2
post17950643	0.475	Ahmed Al Saady	Arabic	L2
post17950935	0.43	Ahmed Al Saady	Arabic	L2
post17952244	0.53	Forero	USA English	L1
post17952408	0.535	pachanga7	English - US	L1
post6251324	0.555	Aardvark01	British English (Midlands)	L1
post17955731	0.5	Shweggeh	Lithuanian	L2
post17955717	0.555	Shweggeh	Lithuanian	L2
post17947964	0.615	ian_english	Chinese-Shanghai	L2
post16684749	0.545	Anushka Athukorala	Sinhalese	L2
post16684752	0.53	Anushka Athukorala	Sinhalese	L2
post16690544	0.5	Anushka Athukorala	Sinhalese	L2
post16692797	0.52	Anushka Athukorala	Sinhalese	L2
post16695104	0.425	Anushka Athukorala	Sinhalese	L2
post17742541	0.51	PaulQ	English - England	L1
post17954740	0.69	Jacques Martineau	Russian - Russia	L2
post17952094	0.565	Kolridg	Russian	L2
post17952183	0.545	dojibear	English - Northeast US	L1
post17954260	0.495	Thomas Tompion	English - England	L1
post17954362	0.59	NewAmerica	Mandarin	L2
post17951820	0.48	coiffe	American English	L1
post17954226	0.61	Hendrix00	Korean	L2
post17954103	0.57	coiffe	American English	L1
post14030913	0.605	me22dec	Czech	L2
post16024863	0.69	Copperknickers	Scotland - Scots and English	L1
post17953901	0.62	pavlix.net	Czech	L2
post16076321	0.59	Egmont	English - U.S.	L1
post16077391	0.55	MattiasNYC	Swedish	L2
post17952273	0.62	HolyUnicorn	Mandarin / the Shanghai Dialect	L2
post17952805	0.6	Uncle Jack	British English	L1
post11451199	0.56	lucas-sp	English - Californian	L1
post11451784	0.65	lucas-sp	English - Californian	L1
post17952665	0.68	Creature from the Sun	Russian	L2
post17952680	0.69	pachanga7	English - US	L1
post17951078	0.585	jakartaman	Korean	L2
post17952518	0.605	Egmont	English - U.S.	L1
post17950757	0.495	Uncle Jack	British English	L1
post17951882	0.435	sunyaer	Chinese	L2
post17924935	0.61	sunyaer	Chinese	L2
post17925162	0.62	coiffe	American English	L1
post17926794	0.545	sunyaer	Chinese	L2
post9359301	0.525	johndot	English - England	L1
post9360837	0.575	Forero	USA English	L1
post17949971	0.53	This_Is_Patrick	Persian	L2
post17950359	0.605	PaulQ	English - England	L1
post17841980	0.505	lingobingo	English - England	L1
post17949781	0.635	Ivan_I	Russian	L2
post17949804	0.67	Thomas Tompion	English - England	L1
post17949566	0.59	grammar-in-use	Chinese	L2
post17949330	0.695	Tea Addict	Republic of Korea                 Korean	L2
post17948289	0.555	avidsuper	Japanese	L2
post7203171	0.58	Istarion	British English	L1
post14311117	0.6	AzizaCloud	American English	L1
post16201881	0.54	PaulQ	English - England	L1
post17948522	0.62	This_Is_Patrick	Persian	L2
post16997847	0.47	Forero	USA English	L1
post16999586	0.64	wandle	English - British	L1
post17001993	0.59	wandle	English - British	L1
post17002872	0.585	Forero	USA English	L1
post17003204	0.5	Forero	USA English	L1
post10489764	0.575	stenka25	South Korea, Han-gul	L2
post17946969	0.535	Barque	Tamil	L2
post17947283	0.54	magic dragon feeders	Japanese	L2
post17947359	0.53	GermanStudent	German	L2
post17946507	0.475	Subhajit12	Hindi	L2
post17946758	0.615	pachanga7	English - US	L1
post16326734	0.415	velisarius	British English (Sussex)	L1
