message_id	ttr	speaker	lang	ltype	topic	topicstarter	topicstarter_lang	topicstarter_ltype
post17076773	0.52	mauroz77	Español Colombia	L1	post17071150	dudana	serbio	L2
post17064723	0.495	Aviador	Castellano de Chile	L1	post17064586	tatis	Spanish, México	L1
post17067466	0.645	Jonno	Castellano	L1	post17067448	Sol Yun	Korean	L2
post17022965	0.545	Aviador	Castellano de Chile	L1	post17022890	manumail	Español	L1
post16985106	0.6884422110552764	Sendro Páez	Spanish - España	L1	post16984991	Señor K	Español chileno	L1
post17046087	0.595	kunvla	Ruso	L2	post17046055	aesir	Russian	L2
post17041883	0.49	MiguelitOOO	Español - México	L1	post17041631	aesir	Russian	L2
post16952955	0.58	Rasp	Castellano de España	L1	post16952844	GabeVM	Español - Chile	L1
post16953479	0.36	Miguel On Ojj	Castellano	L1	post16953454	Kaori194	ruso	L2
post16944057	0.59	Rodal	Castellano (Chile)	L1	post16944011	delaqueva	Spanish - México	L1
post16936087	0.555	Zhayhar	Español y/i Українська	L1	post16936058	epistolario	Tagalog	L2
post12899946	0.59	Thebittersweetaraa	Castellano, Argentina	L1	post12899858	Nina13	Castellano	L1
post16921121	0.545	Rasp	Castellano de España	L1	post16921066	aesir	Russian	L2
post16912182	0.595	Miguel On Ojj	Castellano	L1	post16912143	Dide	Italian - Italy	L2
post15703651	0.575	Jonno	Castellano	L1	post15703481	RamonRojo	italiano	L2
post11955956	0.525	Darojas	Castellano - Colombia	L1	post11955871	robertopolaco	polaco	L2
post7359528	0.65	jorge_val_ribera	Español	L1	post7357999	krloszz	Mexican Spanish-Centro del Pais	L1
post16808306	0.605	jilar	Español	L1	post16808253	S.V.	Español, México	L1
post16701793	0.555	Orbayu	Español-España	L1	post16701595	The Virgin	Arabic	L2
post16684854	0.61	nhertzulis	Castellano - Argentina	L1	post16684522	senorpregunta	Persian	L2
post16673884	0.635	Miguel On Ojj	Castellano	L1	post16673800	NatashaP	Spanish - Spain	L1
post16672338	0.565	MiguelitOOO	Español - México	L1	post16672187	suleyman	turkish	L2
post16672306	0.555	MiguelitOOO	Español - México	L1	post16671785	Sarah Ibrahim	Arabic	L2
post16669035	0.615	soplamocos	Español rioplatense	L1	post16668265	The Virgin	Arabic	L2
post16661930	0.625	Duometri	Spain, Spanish	L1	post16661795	Czech_Translator	Czech	L2
post16632225	0.65	soplamocos	Español rioplatense	L1	post16632195	Señor K	Español chileno	L1
post16545334	0.615	EduardoGonzalez	español de España, La Mancha (C. Real)	L1	post16544645	Parrot_	Spanish	L1
post16486741	0.665	Sibutlasi	Spanish-Spain	L1	post16485900	aleradamantis	Español - España	L1
post16428236	0.62	Alfonso Chíncaro	Español (Perú)	L1	post16426978	bacchebenevenies	Español (Argentina)	L1
post16366870	0.635	jilar	Español	L1	post16366622	Einat	hebrew	L2
post16373088	0.605	Calambur	Castellano (rioplatense) - Lunfardo	L1	post16371989	Señor K	Español chileno	L1
post16343329	0.55	jilar	Español	L1	post16343191	El decidor	Castellano	L1
post1244210	0.54	Talant	Spanish-ES	L1	post1244177	Sidjanga	German;southern tendencies	L2
post16337543	0.53	jilar	Español	L1	post16337284	Programático	Español -Argentina-	L1
post16283258	0.555	Plain Language	Spanish-Spain	L1	post16282474	Oliver166	Spanish-Colombia	L1
post16250815	0.62	jilar	Español	L1	post16250724	senorpregunta	Persian	L2
post16241676	0.62	Dave Ugidos	Spanish - Spain	L1	post16241627	airelibre	English - London	L2
post16187361	0.595	jilar	Español	L1	post16187312	senorpregunta	Persian	L2
post16177527	0.615	palomamapola	Italian	L2	post16177359	kornilios	greek	L2
post16173121	0.555	jilar	Español	L1	post16173067	kunvla	Ruso	L2
post13492719	0.615	kunvla	Ruso	L2	post13491774	DaviD-is-Cute	Castellano	L1
post16131875	0.59	Xiscomx	Español de España y Balear	L1	post16131854	suleyman	turkish	L2
post16106445	0.57	jilar	Español	L1	post16104176	popolvuh	Chinese, China	L2
post16125597	0.585	jilar	Español	L1	post16125079	RamonRojo	italiano	L2
post16078851	0.605	jilar	Español	L1	post16078763	blakern1	English - American	L2
post16070937	0.61	Agró	Spanish-Navarre	L1	post16070933	romeoxjulieta	Spanish - Spain	L1
post16036433	0.63	oa2169	Español	L1	post16036337	Señor K	Español chileno	L1
post15985891	0.595	jilar	Español	L1	post15985743	Chapaleta	Spanish - Venezuela	L1
post10756217	0.615	Jonno	Castellano	L1	post10756107	vante04	Uruguay Spanish	L1
post9670246	0.62	Fer BA	Castellano de Buenos Aires	L1	post9669167	JorgeHoracio	Spanish - Argentina	L1
post15932212	0.635	Peón	Castellano	L1	post15932105	anna_karenina	romanian	L2
post15900662	0.55	soplamocos	Español rioplatense	L1	post15900572	kornilios	greek	L2
post15881809	0.575	Jonno	Castellano	L1	post15881767	oculi	Polish - Poland	L2
post15889214	0.615	Jonno	Castellano	L1	post15889102	Bliss1990	spanish - mexico	L1
post15495688	0.575	Jonno	Castellano	L1	post15495566	Wladimir	ruso	L2
post15846160	0.47	PavkaGuru	Ecuador - español	L1	post15845868	mrpolanco	Spanish	L1
post15845384	0.575	rainingmind	Castellano, España	L1	post15845360	Njanjaj	Dutch	L2
post15799251	0.56	Xiscomx	Español de España y Balear	L1	post15798628	lyonn	Español	L1
post15775653	0.7	swift	Spanish – Costa Rica (Valle Central)	L1	post15775300	Señor K	Español chileno	L1
post15734398	0.655	ukimix	español	L1	post15734275	Parrot_	Spanish	L1
post15729815	0.515	Gabriel	Argentina / Español	L1	post15729655	Hazaki	Español mexicano	L1
post15724754	0.585	Miguel On Ojj	Castellano	L1	post15724699	ACARAVER	Spanish - Chile	L1
post8440335	0.69	XiaoRoel	galego, español	L1	post8440226	Arpin	Spanish	L1
post6574927	0.595	Milton Sand	Español (Colombia)	L1	post6574524	Luis Albornoz	Castellano - Argentina	L1
post15636762	0.67	S.V.	Español, México	L1	post15636650	amoelreyleon	Alemán - Austria	L2
post15613895	0.5	jilar	Español	L1	post15613866	FabianaG	Mexican Spanish	L1
post9330994	0.705	El Caballero Audaz	Spanish - Catalan (Spain)	L1	post9329043	swift	Spanish – Costa Rica (Valle Central)	L1
post15593005	0.655	Miguel On Ojj	Castellano	L1	post15592970	conjugación	español	L1
post15581480	0.595	Miguel On Ojj	Castellano	L1	post15581446	bruguera	Galician and Spanish	L1
post15523621	0.635	ukimix	español	L1	post15523604	madbutcher	spanish-mexico	L1
post15512436	0.64	Karratxenk@	Spanish - España	L1	post15512319	oculi	Polish - Poland	L2
post15508698	0.63	Miguel On Ojj	Castellano	L1	post15508684	LuanBrasileño	Português do Brasil	L2
post15453049	0.6	ukimix	español	L1	post15452028	Riki 123	italian	L2
post15451800	0.69	ukimix	español	L1	post15451654	Garapito	Francés	L2
post15445225	0.65	soplamocos	Español rioplatense	L1	post15444969	mra_zhn94	Persa - Persa	L2
post15423836	0.58	Saito_25	Spanish - Spain	L1	post15423803	LiamHo	Vietnamita	L2
post15408114	0.62	swift	Spanish – Costa Rica (Valle Central)	L1	post15406276	YoSebastián	Español	L1
post15404634	0.695	Xiscomx	Español de España y Balear	L1	post15403223	Saito_25	Spanish - Spain	L1
post15367848	0.53	Sibutlasi	Spanish-Spain	L1	post15367634	TatanP.	Español - Colombia	L1
post15350295	0.68	ukimix	español	L1	post15350189	kunvla	Ruso	L2
post15358610	0.455	Sibutlasi	Spanish-Spain	L1	post15358488	amoelreyleon	Alemán - Austria	L2
post15351150	0.695	ukimix	español	L1	post15350872	gepeta	Spanish - Spain	L1
post15334393	0.625	Xiscomx	Español de España y Balear	L1	post15332617	Big red machine	Japanese	L2
post15309870	0.655	Maggiebt	Spanish - México	L1	post15309795	P&B	Hungarian	L2
post15307546	0.4	sehait	ESPAÑOL	L1	post15307510	Luca Raciti	Italian - Italy	L2
post15296678	0.65	ukimix	español	L1	post15296630	Janis Joplin	Español mexicano.	L1
post15035582	0.455	Peterdg	Dutch - Belgium	L2	post15034980	miguell	Polaco	L2
post15245773	0.6	Miguel On Ojj	Castellano	L1	post15245730	lessia	Russian; Russia	L2
post15233488	0.62	ukimix	español	L1	post15233303	Sibutlasi	Spanish-Spain	L1
post15212953	0.34	soplamocos	Español rioplatense	L1	post15211505	retana	Spanish-Mexico	L1
post15211851	0.625	Tura	Spanish/Catalan	L1	post15211523	PAMA75	español	L1
post15154877	0.67	EduardoGonzalez	español de España, La Mancha (C. Real)	L1	post15154251	hubert145	Spanish	L1
post15127560	0.72	Ludaico	España, español, murciano	L1	post15127425	Xiscomx	Español de España y Balear	L1
post15147305	0.635	JeSuisSnob	Mexican Spanish	L1	post15145208	vimpaya1909	Español Colombia	L1
post15137883	0.625	swift	Spanish – Costa Rica (Valle Central)	L1	post15137828	DanielaKlein	Alemán	L2
post15138235	0.595	Peterdg	Dutch - Belgium	L2	post15138114	DanielaKlein	Alemán	L2
post15126963	0.565	Ludaico	España, español, murciano	L1	post15126599	Amy Rubio	Spanish	L1
post15102634	0.635	ACQM	Spain - Spanish	L1	post15102061	xword	spanish-Bolivia	L1
post15080382	0.56	ACQM	Spain - Spanish	L1	post15080297	Vislabak	Spanish - Mexico	L1
post14964682	0.535	ukimix	español	L1	post14964265	blasita	Spain. Left four years ago	L2
post14941042	0.525	ukimix	español	L1	post14940998	Cornelioh	Español mexicano	L1
post14918978	0.645	ACQM	Spain - Spanish	L1	post14918883	Jabbathul	Castellano, España	L1
post14860617	0.595	swift	Spanish – Costa Rica (Valle Central)	L1	post14860554	Svana3	Slovak	L2
post14837730	0.61	Peón	Castellano	L1	post14831232	Njanjaj	Dutch	L2
post14810109	0.68	aldonzalorenzo	Spanish	L1	post14810080	La Pantera Negra	Spanish-Mexico	L1
post14681680	0.68	Jonno	Castellano	L1	post14681596	ramon gavin	español	L1
post14786219	0.685	Sembrador	Español	L1	post14786179	Engypatra	Arabic- Egypt	L2
post14780708	0.61	ukimix	español	L1	post14780236	kalokairi	Greek	L2
post14774784	0.63	S.V.	Español, México	L1	post14774699	Dewelvayork	Español y andaluz	L1
post14773038	0.68	Sembrador	Español	L1	post14772399	averi5	Greek	L2
post14754677	0.535	Sembrador	Español	L1	post14754484	septemwuhan	Chino	L2
post10890151	0.68	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post10890133	menne613	British	L2
post14758951	0.6	Gamen	Spanish Argentina	L1	post14758873	Thomas1	polszczyzna warszawska	L2
post14738473	0.675	tusi	español-España	L1	post14738382	mary b	griego	L2
post14699427	0.555	Duometri	Spain, Spanish	L1	post14699196	Emys	Czech	L2
post14605965	0.66	Sembrador	Español	L1	post14605881	will-wonka	Español-Perú	L1
post14613823	0.595	S.V.	Español, México	L1	post14613702	ringonoka	Japanese	L2
post14612150	0.625	Sembrador	Español	L1	post14611642	suleyman	turkish	L2
post14601968	0.58	jilar	Español	L1	post14601635	Rasmus1504	Danés	L2
post2697613	0.615	horusankh	México, Español	L1	post2697434	flljob	México español	L1
post14559929	0.64	Xiscomx	Español de España y Balear	L1	post14543009	CarlitosMS	Spanish - Spain	L1
post14543991	0.65	Adolfo Afogutu	Español	L1	post14543818	suleyman	turkish	L2
post14507292	0.635	EduardoGonzalez	español de España, La Mancha (C. Real)	L1	post14507184	chamyto	Spanish	L1
post14505133	0.575	ukimix	español	L1	post14505052	DanielaKlein	Alemán	L2
post14483568	0.59	YaniraTfe	español (España)	L1	post14483521	carnera	SPANISH	L1
post14480309	0.57	Elcanario	Spanish - Spain	L1	post14480047	ecruz37	Español	L1
post14465944	0.46	swift	Spanish – Costa Rica (Valle Central)	L1	post14465838	osa_menor	alemán	L2
post11077673	0.49	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post11077645	Shinystar	México - Español	L1
post14415692	0.605	S.V.	Español, México	L1	post14414968	Nina13	Castellano	L1
post14398533	0.655	S.V.	Español, México	L1	post12566048	DaviD-is-Cute	Castellano	L1
post14378333	0.655	Lampiste	Español	L1	post14377670	dexterciyo	Español - Canarias	L1
post14363062	0.615	S.V.	Español, México	L1	post14362951	El Mexicano 2010	Húngaro	L2
post3325755	0.645	Cristina.	Spain-Spanish	L1	post3325732	Argótide	español bajacaliforniano	L1
post14305542	0.535	ukimix	español	L1	post14305442	yook9311	Korea Republic - Korean	L2
post14246634	0.62	ACQM	Spain - Spanish	L1	post14246288	qwertyasdf	spanish	L1
post14262192	0.48	ukimix	español	L1	post14262062	margber	italian	L2
post14199045	0.59	ErOtto	Bilingual: Spanish (Spain) / German (Germany)	L1	post14197978	Herr Mueller Luedenscheid	Bavaro	L2
post14029671	0.645	-CAIN-	Chile, Castellano (Spanish)	L1	post14029414	Herr Mueller Luedenscheid	Bavaro	L2
post14137164	0.535	Gamen	Spanish Argentina	L1	post14137088	etraud leafar	português brasileiro	L2
post14049501	0.55	Jonno	Castellano	L1	post14049426	Herr Mueller Luedenscheid	Bavaro	L2
post3130223	0.67	hosec	español	L1	post3130209	El papirriqui	Español del Perú (con orgullo, señores)	L1
post14012948	0.64	Elxenc	català/valencià	L2	post14012809	K2R	Germany - German	L2
post13995775	0.58	Jonno	Castellano	L1	post13995694	Iris de mayo	Chinese - Mandarin	L2
post608997	0.515	esteban	Colombia Spanish	L1	post608904	Orgullomoore	Inglés estadounidense	L2
post4532165	0.625	esteban	Colombia Spanish	L1	post4526806	Chiltepe	Español - Guatemala, English - USA	L1
post13986807	0.52	Peterdg	Dutch - Belgium	L2	post13986673	Gamen	Spanish Argentina	L1
post13966903	0.595	Gamen	Spanish Argentina	L1	post13966865	Gatitasalvaje	Chinese	L2
post13902987	0.565	Jaime Bien	Español/España	L1	post13902843	suleyman	turkish	L2
post13864056	0.62	Gamen	Spanish Argentina	L1	post13863879	XiaoRoel	galego, español	L1
post13838104	0.565	XiaoRoel	galego, español	L1	post13837962	5-ht	Español	L1
post13814838	0.47	Gamen	Spanish Argentina	L1	post13814659	Nes__	Castellano	L1
post13801103	0.635	Xiscomx	Español de España y Balear	L1	post13797362	sebasmed	Español	L1
post13799305	0.485	Xiscomx	Español de España y Balear	L1	post13799110	hatzi13	greece/greek	L2
post13789874	0.71	almachete	Spanish & english	L1	post7624214	Cubatón	Italian	L2
post13771824	0.62	Kaxgufen	Castellano de Argentina	L1	post13771685	karito84	Español	L1
post13753469	0.61	Pixidio	Español	L1	post13753417	Claribelsofia	Norwegian	L2
post13728866	0.63	Cal inhibes	Spanish	L1	post13727833	Vampiro	Chile - Español	L1
post13703085	0.45	ACQM	Spain - Spanish	L1	post13703070	Nes__	Castellano	L1
post13693071	0.625	espanishteacher	Spanish (from Spain)	L1	post13693021	ewyng	Spanish	L1
post13674722	0.675	aldonzalorenzo	Spanish	L1	post13674688	Nes__	Castellano	L1
post13644041	0.36	amanarma	castellano, España	L1	post13643737	CuervoGold	Spanish	L1
post13665376	0.645	Agró	Spanish-Navarre	L1	post13665364	Idóneo	Español-Castilla y León.	L1
post13660518	0.62	clares3	español España	L1	post13660416	AllegroModerato	Dutch (Netherlands)	L2
post13591960	0.675	Lurrezko	Spanish (Spain) / Catalan	L1	post13591544	merquiades	English (US Northeast)	L2
post13611918	0.6	Lurrezko	Spanish (Spain) / Catalan	L1	post13611627	Lord Darktower	Español	L1
post13526919	0.61	Namarne	Spanish	L1	post13526641	Yondlivend	American English	L2
post13415542	0.675	Nipnip	Español	L1	post13415512	jazmin1492	Español	L1
post13510160	0.675	swift	Spanish – Costa Rica (Valle Central)	L1	post13510113	0liver	Spanish	L1
post13483453	0.59	juandiego	Spanish from Spain	L1	post13483321	ManuelAzaña	Español — España	L1
post13433063	0.595	ACQM	Spain - Spanish	L1	post13432842	ElAjedrezEsLaVida	inglés británico	L2
post13421049	0.57	Estefanía López	Español	L1	post13420861	Camilord	Bogotá, Colombia (Spanish)	L1
post3370199	0.64	Ayutuxtepeque	Español salvadoreño	L1	post3369933	linmorwen	Spanish - Argentina	L1
post13388897	0.63	popckorn	Spanish - Mexican	L1	post13388800	Don1	Italian	L2
post13367195	0.595	clares3	español España	L1	post13367105	Mente inquieta	polaco	L2
post13357785	0.555	Peón	Castellano	L1	post13355191	AllegroModerato	Dutch (Netherlands)	L2
post13344519	0.505	germanbz	Spanish-Spain/Catalan (Val)	L1	post13344481	ElAjedrezEsLaVida	inglés británico	L2
post13340204	0.525	Quijote de Breogan	Español de España	L1	post13339917	Neo1961	Castellano	L1
post10206424	0.63	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post10206401	WUPPIE	español de españa	L1
post13294222	0.535	S.V.	Español, México	L1	post13294145	mpvaldés	Italian	L2
post13298030	0.49	Migueles	Español - Chilean Spanish	L1	post13297926	ElAjedrezEsLaVida	inglés británico	L2
post13269533	0.54	Gabriel	Argentina / Español	L1	post13269392	luztova	Spanish	L1
post13264982	0.55	S.V.	Español, México	L1	post13264956	jazmin1492	Español	L1
post13237063	0.62	viviana jones	Spanish & Catalan	L1	post13236420	patosoleado	russian	L2
post9721207	0.685	AnitaBig	Spanish (Argentina)	L1	post9720730	nasinas	Dutch - The Netherlands	L2
post13252653	0.46	juandiego	Spanish from Spain	L1	post13250659	Diddy	Spanish	L1
post13245202	0.595	S.V.	Español, México	L1	post13244368	autrex2811	Español-castellano, son lo mismo	L1
post5918696	0.655	bb008	Caracas - Venezuela	L2	post5915021	belano75	Spanish - Spain	L1
post13168060	0.57	Calambur	Castellano (rioplatense) - Lunfardo	L1	post13167862	Meollo Delasunto	English	L2
post13156501	0.645	juandiego	Spanish from Spain	L1	post13156423	dikse88	Español	L1
post9782636	0.6	XiaoRoel	galego, español	L1	post9782175	Sikundr	Inglés estadounidense	L2
post1395537	0.55	Jellby	Spanish (Spain)	L1	post1394482	alvarezp	es_MX	L2
post13035966	0.55	juandiego	Spanish from Spain	L1	post13035612	celestenovelli	Spanish, Argentina	L1
post13035908	0.66	juandiego	Spanish from Spain	L1	post13035606	Nicodimo	Español de Montevideo	L1
post12933570	0.615	Quique Alfaro	castellano	L1	post12933558	robertopolaco	polaco	L2
post12930718	0.54	germanbz	Spanish-Spain/Catalan (Val)	L1	post12930665	carolinayan	CHINO	L2
post12899651	0.59	juandiego	Spanish from Spain	L1	post12898811	d.tokero	Spanish	L1
post12894407	0.59	fosforo	Español	L1	post12894159	fosforo	Español	L1
post12890891	0.545	germanbz	Spanish-Spain/Catalan (Val)	L1	post12890804	RubiM	Português - Brasil	L2
post12887146	0.58	tusi	español-España	L1	post12887061	filologo111	German	L2
post12859997	0.485	Jaime Bien	Español/España	L1	post12859342	kalokairi	Greek	L2
post12673943	0.575	XiaoRoel	galego, español	L1	post12673836	juandiego	Spanish from Spain	L1
post12826655	0.55	juandiego	Spanish from Spain	L1	post12824266	barbara2015	Español	L1
post12826939	0.715	swift	Spanish – Costa Rica (Valle Central)	L1	post12826932	rafacal	Español (Colombia)	L1
post12822130	0.465	chlapec	Galician & Spanish-Spain	L1	post12822069	lautaro	Español chileno, Italiano del nord	L1
post12788720	0.585	juandiego	Spanish from Spain	L1	post12788615	willg	spanish	L1
post12788903	0.575	juandiego	Spanish from Spain	L1	post12788375	DaviD-is-Cute	Castellano	L1
post12777321	0.635	clares3	español España	L1	post12777262	kornilios	greek	L2
post4326440	0.59	Morrissey	Spain - Spanish	L1	post3589832	HUMBERT0	Español	L1
post12738303	0.64	Colchonero	Español	L1	post12738065	jpaulopf	Português - Brasil	L2
post12691912	0.63	oa2169	Español	L1	post12691616	Uma Orca	Castellano, Argentin/Portugués, Portuga	L1
post12667879	0.605	XiaoRoel	galego, español	L1	post12667723	suleyman	turkish	L2
post12630151	0.545	S.V.	Español, México	L1	post12630101	RenatoLG	Español	L1
post12626396	0.615	XiaoRoel	galego, español	L1	post12625993	jesurum	Puerto Rico, spanish	L1
post12619511	0.57	S.V.	Español, México	L1	post12619498	Adlih31	Mexican Spanish	L1
post12595222	0.53	juandiego	Spanish from Spain	L1	post12594064	DaviD-is-Cute	Castellano	L1
post12602166	0.605	migueldlatorre	español	L1	post12602153	kornilios	greek	L2
post12574197	0.64	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post12574130	NonNative	English - North American	L2
post12554877	0.685	S.V.	Español, México	L1	post12554769	willg	spanish	L1
post9386356	0.57	tesalia	Castellano	L1	post9383183	danezolana	Danish	L2
post12486074	0.525	EduardoGonzalez	español de España, La Mancha (C. Real)	L1	post12485958	vatecubano	Spanish and English (Cuban-American)	L1
post12470166	0.57	juandiego	Spanish from Spain	L1	post12469754	Abc3007	spanish	L1
post12420209	0.6	Agró	Spanish-Navarre	L1	post12420186	NatashaP	Spanish - Spain	L1
post12382796	0.655	Elxenc	català/valencià	L2	post12382481	mary b	griego	L2
post12359427	0.57	ACQM	Spain - Spanish	L1	post12359372	Big red machine	Japanese	L2
post12371696	0.62	Gallium	Castellano - Spain	L1	post12371648	carlos119	chino	L2
post12358926	0.635	Lurrezko	Spanish (Spain) / Catalan	L1	post12358860	Anromon	Spanish - Ecuador	L1
post12346244	0.59	clares3	español España	L1	post12344870	just getting it	Español	L1
post12342237	0.44	XiaoRoel	galego, español	L1	post12342106	wskjulian	chinese main land	L2
post12345136	0.525	Lurrezko	Spanish (Spain) / Catalan	L1	post12345100	gmelean	Spanish - Venezuela	L1
post12285207	0.575	juandiego	Spanish from Spain	L1	post12280613	涼宮	Sbaeneg/Castellano (Venezuela)	L1
post12268852	0.56	Cristinagd	Español	L1	post12268759	jm360	Español	L1
post12269284	0.7	XiaoRoel	galego, español	L1	post12268752	indirindi	Andalucian Spanish & English	L1
post12243283	0.545	juandiego	Spanish from Spain	L1	post12243032	hagne	Polish	L2
post12245221	0.52	XiaoRoel	galego, español	L1	post12245130	paradoxa4	Venezuelan Spanish	L1
post12208650	0.5	oa2169	Español	L1	post12208462	sidmario	Español, México	L1
post12200541	0.55	XiaoRoel	galego, español	L1	post12200472	Laura W.	Italian	L2
post12203185	0.58	oa2169	Español	L1	post12203062	moonlight7	Russian	L2
post12185548	0.615	valdemar	Español mexicano	L1	post12185285	Colchonero	Español	L1
post12131168	0.615	germanbz	Spanish-Spain/Catalan (Val)	L1	post12131081	sp_aa	Russian	L2
post12119126	0.64	laura12345	Italiano	L2	post12118725	JollyJumper	català, castellano	L1
post11818258	0.58	Pinairun	Castellano	L1	post11817816	kalokairi	Greek	L2
post12064386	0.585	Gran Capitán	Español de España	L1	post12064192	AllegroModerato	Dutch (Netherlands)	L2
post4510335	0.54	juanmy90	Salamanca, Spain (Spanish)	L1	post4510244	scriptum	Israel / Hebrew, Russian	L2
post11990385	0.59	Pitt	German	L2	post11990240	Novata.tw	Taiwan / Chinese & Taiwanese	L2
post11953022	0.71	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post11952891	tabubue	Catalan	L2
post11950024	0.59	oa2169	Español	L1	post11949917	tigre1950	español	L1
post11866670	0.56	Pixidio	Español	L1	post11866602	Novata.tw	Taiwan / Chinese & Taiwanese	L2
post11882167	0.58	Elxenc	català/valencià	L2	post11882046	robertopolaco	polaco	L2
post11854606	0.635	Elxenc	català/valencià	L2	post11854108	susantash	Español de Uruguay	L1
post11823395	0.62	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post11822913	stefania87	italia-italiano	L2
post11808663	0.6	Pixidio	Español	L1	post11808307	kunvla	Ruso	L2
post11776901	0.67	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post11776889	Martoo	Español (porteño)	L1
post11731242	0.625	PACOALADROQUE	ESPAÑOL (CARTAGENA-ESPAÑA)	L1	post11731205	justine.js	french	L2
post11711987	0.615	Peón	Castellano	L1	post11711358	Nasos	Grecia, griego	L2
post11362182	0.615	woosh	español	L1	post11362003	涼宮	Sbaeneg/Castellano (Venezuela)	L1
post1267781	0.665	lazarus1907	Spanish, Spain	L1	post1267733	EstherRN	Spain / Spanish	L1
