message_id	ttr	speaker	lang	ltype
post18031033	0.56	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post18026680	0.69	katsa-moscu	ruso	L2
post18027393	0.51	Peterdg	Dutch - Belgium	L2
post18027473	0.66	MiguelitOOO	Español - México	L1
post18028895	0.72	Circunflejo	Castellano de Castilla	L1
post18029047	0.78	MiguelitOOO	Español - México	L1
post18029097	0.7	MiguelitOOO	Español - México	L1
post18030134	0.66	MiguelitOOO	Español - México	L1
post18030137	0.74	suleyman	turkish	L2
post18030115	0.71	Mahshidmj	persiano	L2
post18028731	0.64	Xiscomx	Español de España y Balear	L1
post18026962	0.74	Mossino	Español Argentino	L1
post18025928	0.69	El señor Letras	Español España - Español Argentino	L1
post5471237	0.72	Polizón	Español	L1
post5472550	0.76	Polizón	Español	L1
post5475871	0.68	Jellby	Spanish (Spain)	L1
post5487751	0.74	Pinairun	Castellano	L1
post5488026	0.76	Polizón	Español	L1
post9396671	0.79	didakticos	Español de Costa Rica (y de otras partes también)	L1
post9645126	0.78	Peón	Castellano	L1
post9649956	0.68	Valtiel	Castilian and Catalan	L1
post15704089	0.81	Señor K	Español chileno	L1
post16455056	0.71	JeSuisSnob	Mexican Spanish	L1
post18025673	0.67	MiguelitOOO	Español - México	L1
post18018266	0.68	Artifacs	Spanish- España	L1
post18019720	0.66	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post18024884	0.79	Señor K	Español chileno	L1
post18023350	0.77	Señor K	Español chileno	L1
post18019296	0.66	Artifacs	Spanish- España	L1
post18024498	0.38	RIU	Español	L1
post18022134	0.59	cauribe1	Español	L1
post18024231	0.77	Artifacs	Spanish- España	L1
post18024310	0.73	Miguel On Ojj	Castellano	L1
post18024366	0.49	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post18023250	0.69	Ayutuxtepeque	Español salvadoreño	L1
post18021277	0.66	lavecilla	Español	L1
post18022887	0.77	lavecilla	Español	L1
post18022386	0.72	Xiscomx	Español de España y Balear	L1
post10960094	0.72	Jonno	Castellano	L1
post11126993	0.68	nelliot53	Spanish-[PR]; English-[US]	L1
post11127090	0.62	Bloodsun	Castellano - Argentina	L1
post18020456	0.68	Xiscomx	Español de España y Balear	L1
post18020716	0.78	MiguelitOOO	Español - México	L1
post18022230	0.71	Circunflejo	Castellano de Castilla	L1
post18022433	0.66	MiguelitOOO	Español - México	L1
post17994939	0.66	Razorwings18	Spanish - Argentina	L1
post17995286	0.66	Miguel On Ojj	Castellano	L1
post18021320	0.61	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post18020585	0.77	Mossino	Español Argentino	L1
post18016523	0.73	Graciela J	Spanish - Argentina	L1
post18016879	0.6	Circunflejo	Castellano de Castilla	L1
post18016965	0.66	MiguelitOOO	Español - México	L1
post18019968	0.7	Aviador	Castellano de Chile	L1
post18020156	0.82	lavecilla	Español	L1
post18018253	0.63	keyl	Argentina-Spanish / USA	L1
post18018612	0.69	MiguelitOOO	Español - México	L1
post18016526	0.63	MiguelitOOO	Español - México	L1
post18018079	0.79	lavecilla	Español	L1
post18011067	0.7	El Abbas TAHRI 1999	Árabe.	L2
post18014003	0.68	lavecilla	Español	L1
post17763696	0.75	banukarakas	Turkish	L2
post17763798	0.82	oa2169	Español	L1
post9923996	0.73	XiaoRoel	galego, español	L1
post18016157	0.75	Chiapanecan Harpy Eagle	Spanish	L1
post18013985	0.6	celiaclara	Spanish-Spain	L1
post18015070	0.63	celiaclara	Spanish-Spain	L1
post18015609	0.7	Julvi	Spanish - Spain	L1
post18015410	0.69	Calambur	Castellano (rioplatense) - Lunfardo	L1
post18013568	0.73	shortyafter	English - Southern US	L2
post18015100	0.71	MiguelitOOO	Español - México	L1
post10685622	0.74	Bloodsun	Castellano - Argentina	L1
post18012448	0.78	Señor K	Español chileno	L1
post18013314	0.72	Xiscomx	Español de España y Balear	L1
post18006164	0.62	Xiscomx	Español de España y Balear	L1
post18009209	0.73	francisgranada	Hungarian	L2
post18009839	0.82	Cindy González	Español	L1
post18010900	0.61	francisgranada	Hungarian	L2
post18010981	0.73	Xiscomx	Español de España y Balear	L1
post18004279	0.75	El señor Letras	Español España - Español Argentino	L1
post18010729	0.52	Artifacs	Spanish- España	L1
post18009617	0.61	banukarakas	Turkish	L2
post18010397	0.69	TheCrociato91	Italian - Northern Italy	L2
post2467215	0.58	zano	linderos, chile	L2
post18006952	0.76	Señor K	Español chileno	L1
post18008525	0.72	lavecilla	Español	L1
post18009691	0.76	Ayutuxtepeque	Español salvadoreño	L1
post18008765	0.7	Xiscomx	Español de España y Balear	L1
post18004468	0.69	Alan Evangelista	Brazilian Portuguese	L2
post18004801	0.75	Miguel On Ojj	Castellano	L1
post12214063	0.66	Alejandro_	Spanish	L1
post18006278	0.81	malenuchi	Argetina - Español	L1
post2213731	0.71	loladamore	English UK	L2
post11753589	0.78	jfbujalance	España - español	L1
post17394698	0.71	Xiscomx	Español de España y Balear	L1
post17396211	0.75	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post17419716	0.74	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post18006720	0.81	sbonavida	Castellano - España	L1
post18005922	0.69	Xiscomx	Español de España y Balear	L1
post18006180	0.59	Peterdg	Dutch - Belgium	L2
post18002241	0.7	MiguelitOOO	Español - México	L1
post18006289	0.75	Xiscomx	Español de España y Balear	L1
post18004542	0.66	Saúl Ortega	Español	L1
post18004561	0.65	Kaxgufen	Castellano de Argentina	L1
post5902751	0.74	Tanotelo	Spanish	L1
post5903438	0.75	Pinairun	Castellano	L1
post5904974	0.79	Mangato	SPAIN (Galicia)	L2
post5907722	0.67	Tanotelo	Spanish	L1
post18003255	0.65	epistolario	Tagalog	L2
post18004294	0.61	Aviador	Castellano de Chile	L1
post18004225	0.8	Ayutuxtepeque	Español salvadoreño	L1
post18000066	0.76	MiguelitOOO	Español - México	L1
post18000953	0.74	Gorgiewave	Scotland, English	L2
post18000994	0.73	User With No Name	English - U.S. (Texas)	L2
post18002008	0.7	User With No Name	English - U.S. (Texas)	L2
post18002993	0.65	jilar	Español	L1
post18003307	0.59	Artifacs	Spanish- España	L1
post17999594	0.61	jilar	Español	L1
post18000176	0.7	MiguelitOOO	Español - México	L1
post18000312	0.68	Rodal	Castellano (Chile)	L1
post18001707	0.73	Señor K	Español chileno	L1
post18002929	0.74	jilar	Español	L1
post18002966	0.73	duvija	Spanish - Uruguay	L1
post17270561	0.74	soplamocos	Español rioplatense	L1
post18002203	0.76	Miguel On Ojj	Castellano	L1
post17997778	0.72	insol	Spanish - Argentina	L1
post18000510	0.74	jilar	Español	L1
post18001502	0.74	CarlitosMS	Spanish - Spain	L1
post11552508	0.64	Jonno	Castellano	L1
post17995750	0.49	Gazda	Hungarian	L2
post17979966	0.71	sinho4	Galego - Spain	L2
post17979982	0.5	Cos Miami	Spanish - Spain	L1
post17981865	0.67	Cos Miami	Spanish - Spain	L1
post17995469	0.53	Artifacs	Spanish- España	L1
post17987678	0.77	lavecilla	Español	L1
post17989081	0.81	lavecilla	Español	L1
post17993999	0.73	ikasanta92	Español - Colombia	L1
post17994159	0.77	Señor K	Español chileno	L1
post17994186	0.73	ikasanta92	Español - Colombia	L1
post17994221	0.75	MiguelitOOO	Español - México	L1
post17994578	0.56	Xiscomx	Español de España y Balear	L1
post17973924	0.75	kunvla	Ruso	L2
post17974602	0.68	MiguelitOOO	Español - México	L1
post17975039	0.66	kunvla	Ruso	L2
post17975140	0.74	Amapolas	Castellano rioplatense	L1
post17992150	0.79	kunvla	Ruso	L2
post17991061	0.65	MiguelitOOO	Español - México	L1
post17988030	0.59	Artifacs	Spanish- España	L1
post17991624	0.62	Marsianitoh	Spanish-Spain	L1
post17991697	0.84	lavecilla	Español	L1
post17966857	0.54	galaicowanes	español- España	L1
post17992500	0.69	kunvla	Ruso	L2
post17665148	0.67	jmx	Spain / Spanish	L1
post17665416	0.79	Saúl Ortega	Español	L1
post17666464	0.75	Fernando	Spain, Spanish	L1
post17666563	0.75	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post17666672	0.68	Penyafort	Catalan (Catalonia), Spanish (Spain)	L1
post17667174	0.73	PABLO DE SOTO	Spain Spanish	L1
post11264124	0.76	Jonno	Castellano	L1
post11264289	0.72	Shaked.ray	Spanish-Spain	L1
post17989997	0.66	FR-ES	Français	L2
post14085597	0.52	Egipto22	Árabe	L2
post17989144	0.68	Nicolas69	español- argentina	L1
post17989168	0.74	Nicolas69	español- argentina	L1
post17987369	0.67	MiguelitOOO	Español - México	L1
post17988350	0.84	Señor K	Español chileno	L1
post17985597	0.66	Xiscomx	Español de España y Balear	L1
post17981514	0.79	kornilios	greek	L2
post17981580	0.64	Xiscomx	Español de España y Balear	L1
post17981614	0.8	MiguelitOOO	Español - México	L1
post17986138	0.77	lavecilla	Español	L1
post17981820	0.79	lovegonta	Japanese	L2
post17982145	0.69	sinho4	Galego - Spain	L2
post17982966	0.77	Quiviscumque	Spanish-Spain	L1
post17982997	0.8	kornilios	greek	L2
post17983432	0.75	kornilios	greek	L2
post17982965	0.71	TheCrociato91	Italian - Northern Italy	L2
post11780817	0.58	Janis Joplin	Español mexicano.	L1
post11781470	0.64	Erreconerre	Mexican Spanish	L1
post17969868	0.74	Aviador	Castellano de Chile	L1
post17982228	0.72	suleyman	turkish	L2
post14199541	0.74	Botitas36	English--USA	L2
post14200356	0.77	Botitas36	English--USA	L2
post14203569	0.76	Botitas36	English--USA	L2
post14204392	0.67	ukimix	español	L1
post16282477	0.74	swift	Spanish – Costa Rica (Valle Central)	L1
post16283911	0.7	Señor K	Español chileno	L1
post17352669	0.7	José Mora	Español mexicano	L1
post17978037	0.56	MiguelitOOO	Español - México	L1
post17977472	0.66	Nik_	russian	L2
post17979282	0.8	Miguel On Ojj	Castellano	L1
post14758105	0.66	ukimix	español	L1
post14761176	0.75	Lampiste	Español	L1
post14761865	0.77	Quiviscumque	Spanish-Spain	L1
post14763447	0.77	Lampiste	Español	L1
post14765004	0.77	Xiscomx	Español de España y Balear	L1
post14767456	0.76	lavecilla	Español	L1
post17977577	0.77	swift	Spanish – Costa Rica (Valle Central)	L1
post17966030	0.76	lavecilla	Español	L1
post17973209	0.8	lavecilla	Español	L1
post17975758	0.73	lavecilla	Español	L1
post17976947	0.74	Miguel On Ojj	Castellano	L1
post17970465	0.6	MiguelitOOO	Español - México	L1
post17971604	0.73	Penyafort	Catalan (Catalonia), Spanish (Spain)	L1
post17974471	0.74	MiguelitOOO	Español - México	L1
post17975579	0.45	Circunflejo	Castellano de Castilla	L1
post17975685	0.6	francisgranada	Hungarian	L2
post17974634	0.73	seasonses	China,chino	L2
post12996424	0.77	Lampiste	Español	L1
post6528041	0.6	Namarne	Spanish	L1
post6528045	0.69	Pinairun	Castellano	L1
post6528323	0.69	Diddy	Spanish	L1
post13323497	0.75	Gamen	Spanish Argentina	L1
post13326792	0.81	Gamen	Spanish Argentina	L1
post14185922	0.72	Xiscomx	Español de España y Balear	L1
post14187471	0.76	Gamen	Spanish Argentina	L1
post17974576	0.73	cronopio15	Español-Argentina	L1
post17973028	0.71	katibo	bulgarian	L2
post17972740	0.72	Alberto Kim	korean- south korea	L2
post17969089	0.83	katibo	bulgarian	L2
post17972314	0.7	Avecita	English-England	L2
post17972803	0.7	Wiseh	Español - Colombia	L1
post5533993	0.76	Polizón	Español	L1
post17971294	0.76	Alberto Kim	korean- south korea	L2
post17971433	0.65	Duometri	Spain, Spanish	L1
post17964750	0.79	swift	Spanish – Costa Rica (Valle Central)	L1
post17966896	0.77	MiguelitOOO	Español - México	L1
post17967024	0.8	swift	Spanish – Costa Rica (Valle Central)	L1
post17969090	0.67	Europadia	Polish	L2
post17969646	0.68	Langosta	Argentina - Español	L1
post17958864	0.78	Señor K	Español chileno	L1
post17961388	0.63	Graciela J	Spanish - Argentina	L1
post17969519	0.71	lavecilla	Español	L1
post17968195	0.7	Miguel On Ojj	Castellano	L1
post17965451	0.62	Seelewig	Spanish & Catalan	L1
post17967053	0.74	Graciela J	Spanish - Argentina	L1
post17965165	0.75	woajiaorobert	Spanish - Ecuador	L1
post17966174	0.63	Circunflejo	Castellano de Castilla	L1
post17966769	0.72	MiguelitOOO	Español - México	L1
post17965473	0.52	Seelewig	Spanish & Catalan	L1
post14397089	0.7	Antonella V	español	L1
post12309707	0.78	Cornelioh	Español mexicano	L1
post17964712	0.75	jasminasul	Spanish Andalusia	L1
post17964782	0.56	Penyafort	Catalan (Catalonia), Spanish (Spain)	L1
post17964849	0.72	jasminasul	Spanish Andalusia	L1
post17963986	0.68	Miguel On Ojj	Castellano	L1
post17962966	0.75	suleyman	turkish	L2
post17963434	0.73	Xiscomx	Español de España y Balear	L1
post17963158	0.77	Miguel On Ojj	Castellano	L1
post17961877	0.73	Xerfa	Galician,  spanish	L1
post17962351	0.56	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post17953612	0.82	kornilios	greek	L2
post17953827	0.71	Xiscomx	Español de España y Balear	L1
post17962093	0.74	RIU	Español	L1
post17958307	0.7	choose_me	Turkish	L2
post17962381	0.76	sleerash	Español, España	L1
post17954356	0.66	Xerfa	Galician,  spanish	L1
post3405166	0.72	alecongua	guatemala, spanish	L1
post3405575	0.85	alecongua	guatemala, spanish	L1
post3407363	0.71	ROSANGELUS	Español	L1
post3408646	0.74	alecongua	guatemala, spanish	L1
post17960524	0.77	TheCrociato91	Italian - Northern Italy	L2
post17955025	0.67	jorgema	Peruvian Spanish	L1
post17958893	0.71	Señor K	Español chileno	L1
post13301259	0.75	Migueles	Español - Chilean Spanish	L1
post13682877	0.67	pabupop	Spanish	L1
post13684529	0.74	Cal inhibes	Spanish	L1
post13684651	0.69	Milton Sand	Español (Colombia)	L1
post13684864	0.63	pabupop	Spanish	L1
post13686102	0.78	Milton Sand	Español (Colombia)	L1
post13688234	0.79	pabupop	Spanish	L1
post13934845	0.79	Piotr1988	polaco	L2
post17948388	0.73	Xiscomx	Español de España y Balear	L1
post17954065	0.76	MiguelitOOO	Español - México	L1
post17959918	0.79	seasonses	China,chino	L2
post17957699	0.77	kornilios	greek	L2
post17958528	0.76	Calambur	Castellano (rioplatense) - Lunfardo	L1
post17947362	0.82	suleyman	turkish	L2
post17951023	0.7	Xiscomx	Español de España y Balear	L1
post17951497	0.67	Señor K	Español chileno	L1
post17955681	0.62	Saúl Ortega	Español	L1
post17956424	0.55	Rodal	Castellano (Chile)	L1
post17956845	0.8	Miguel On Ojj	Castellano	L1
post17956359	0.69	MiguelitOOO	Español - México	L1
post17954790	0.68	TheCrociato91	Italian - Northern Italy	L2
post17953757	0.79	suleyman	turkish	L2
post17630572	0.67	Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1
post17633222	0.61	Aviador	Castellano de Chile	L1
post17633471	0.71	MiguelitOOO	Español - México	L1
post17634821	0.61	MiguelitOOO	Español - México	L1
post17635031	0.75	MiguelitOOO	Español - México	L1
post17954027	0.59	MiguelitOOO	Español - México	L1
post17951488	0.72	Alberto Kim	korean- south korea	L2
post17951739	0.64	TheCrociato91	Italian - Northern Italy	L2
post17950567	0.77	suleyman	turkish	L2
post17949724	0.72	eno2	Dutch-Flemish	L2
post17949866	0.7	oa2169	Español	L1
post7125453	0.74	Vampiro	Chile - Español	L1
post11789590	0.72	Jonno	Castellano	L1
post11795746	0.73	francisgranada	Hungarian	L2
post17949761	0.71	TheCrociato91	Italian - Northern Italy	L2
post17947175	0.55	Xiscomx	Español de España y Balear	L1
post17947627	0.7	Miguel On Ojj	Castellano	L1
post17945428	0.63	Alberto Kim	korean- south korea	L2
post17947067	0.44	Alberto Kim	korean- south korea	L2
post17940079	0.7	Alberto Kim	korean- south korea	L2
post17941315	0.75	Alberto Kim	korean- south korea	L2
post17946056	0.65	Alberto Kim	korean- south korea	L2
post3492647	0.72	Indiana (Nahuel)	Argentina Español	L1
post15086367	0.73	Jaime Bien	Español/España	L1
post17944326	0.71	TheCrociato91	Italian - Northern Italy	L2
post17944401	0.77	Rasp	Castellano de España	L1
post17939490	0.72	Alberto Kim	korean- south korea	L2
post17815775	0.71	Miguel On Ojj	Castellano	L1
post17816765	0.72	Circunflejo	Castellano de Castilla	L1
post17823676	0.77	jsvillar	Spanish - Spain	L1
post17942187	0.63	Señor K	Español chileno	L1
post17942990	0.76	candycanesss	Korean	L2
post17943046	0.65	Artifacs	Spanish- España	L1
post17943050	0.73	Seelewig	Spanish & Catalan	L1
post17940890	0.64	Circunflejo	Castellano de Castilla	L1
post17936943	0.71	Miguel On Ojj	Castellano	L1
post17937306	0.79	kornilios	greek	L2
post17938866	0.72	Hakuna Matata	Español - Argentina	L1
post17924022	0.82	Calambur	Castellano (rioplatense) - Lunfardo	L1
post17926317	0.66	Hakuna Matata	Español - Argentina	L1
post17938053	0.65	kornilios	greek	L2
post17939187	0.72	kornilios	greek	L2
post17939256	0.76	Rasp	Castellano de España	L1
post17939475	0.78	Kaxgufen	Castellano de Argentina	L1
post17938752	0.65	jatraver	Castellano	L1
post17905276	0.77	Señor K	Español chileno	L1
post17930694	0.6	Rodal	Castellano (Chile)	L1
post17934442	0.7	jsvillar	Spanish - Spain	L1
post17936650	0.71	Señor K	Español chileno	L1
post7895198	0.72	aunaprendo	English-USA	L2
post7895928	0.73	honeydew	Spanish	L1
post7900986	0.73	Vampiro	Chile - Español	L1
post7901337	0.61	ManPaisa	AmE (New England) / español (Colombia)	L1
post7901581	0.72	Valeria Mesalina	Spanish, Spain	L1
post7901604	0.79	WTF	Castellano	L1
post7902777	0.69	ACQM	Spain - Spanish	L1
post13981757	0.73	jorgema	Peruvian Spanish	L1
post17987106	0.56	Nicanadian	Spanish - Nicaragua/Costa Rica	L1
post16813611	0.68	asm	Mexico, Spanish	L1
post17987091	0.57	Nicanadian	Spanish - Nicaragua/Costa Rica	L1
post17897996	0.74	Señor K	Español chileno	L1
post17936658	0.73	Nipnip	Español	L1
post17936589	0.73	jsvillar	Spanish - Spain	L1
post15645400	0.52	Mayoide	Español	L1
post14317048	0.65	Quique Alfaro	castellano	L1
post17932596	0.71	Alberto Kim	korean- south korea	L2
post17932605	0.7	Rasp	Castellano de España	L1
post17934431	0.55	jsvillar	Spanish - Spain	L1
post17932334	0.77	gabbsgou	spanish-Venezuela	L1
post7001805	0.7	shoam	spanish argentina	L1
post7002031	0.8	flljob	México español	L1
post7002132	0.71	mirx	Español	L1
post7002509	0.65	flljob	México español	L1
post7003051	0.72	Malala	Spanish Latin American	L1
post7004692	0.72	danielfranco	Español defeño	L1
post7005974	0.77	danielfranco	Español defeño	L1
