message_id	ttr	speaker	lang	ltype	topic	topicstarter	topicstarter_lang	topicstarter_ltype
post1609338	0.74	itka	français	L1	post1608808	Thomas1	polszczyzna warszawska	L2
post17421709	0.7	iuytr	french	L1	post17421639	Anemona61	Serbian, Serbia	L2
post17421771	0.56	Piotr Ivanovitch	France	L1	post17421737	pignon	Spanish Argentina	L2
post17421699	0.58	J.F. de TROYES	francais-France	L1	post17421596	ocean2	croate	L2
post17421496	0.69	calame	French	L1	post17420700	maayani	Hebrew	L2
post1827139	0.75	madmaia	French, France	L1	post1827083	aditii	India, hindi, english	L2
post17412882	0.69	OLN	French - France,  ♀	L1	post17412571	hamlet	Français (FR)	L1
post17412101	0.66	Bezoard	French - France	L1	post17411311	savin	greek	L2
post17404136	0.65	Michelvar	French from France	L1	post17404062	aitonnudieu	Vietnamien	L2
post17400868	0.61	Maître Capello	French – Switzerland	L1	post17400728	rallyebaba	français	L1
post17396280	0.8	Yendred	Français - France	L1	post17396258	Sawa99	polish	L2
post17379114	0.75	plantin	français	L1	post17379040	simenon	italien	L2
post17386459	0.72	Yendred	Français - France	L1	post17386442	jjccchou	chinese	L2
post17378522	0.75	Lacuzon	French - France	L1	post17378321	Oddmania	French	L1
post17377906	0.75	Michelvar	French from France	L1	post17377877	danielc	French-Canada	L1
post16588608	0.68	Maître Capello	French – Switzerland	L1	post16588513	Gustavo_Woltmann	French - France	L1
post10087305	0.65	Constantin De Paris	Français - France	L1	post10086768	faranak-heydari	persian	L2
post7689110	0.59	Tsébien	French, Belgium	L1	post7688569	pnok	German	L2
post2940112	0.75	CapnPrep	AmE	L2	post2939847	Bix	French - Belgium	L1
post17360441	0.79	plantin	français	L1	post17360349	yazicioglu5	turc	L2
post17359990	0.8	snarkhunter	French - France	L1	post17359978	phé21nix	Persian, Iran	L2
post17354966	0.7	OLN	French - France,  ♀	L1	post17354927	simenon	italien	L2
post17353740	0.76	Michelvar	French from France	L1	post17353699	aitonnudieu	Vietnamien	L2
post17353118	0.54	Bezoard	French - France	L1	post17353020	CHOCOLAT17	coréen	L2
post17351594	0.76	plantin	français	L1	post17351088	aitonnudieu	Vietnamien	L2
post17345129	0.71	Yendred	Français - France	L1	post17345071	simenon	italien	L2
post17336150	0.72	Piotr Ivanovitch	France	L1	post17335976	simenon	italien	L2
post17332955	0.68	Yendred	Français - France	L1	post17332947	rouelle	Spanish Mexico	L2
post17320060	0.8	JClaudeK	Français France;       Deutsch (SW-Dtl.)	L1	post17319761	chinoisautodidacte	chinois	L2
post17322983	0.8	plantin	français	L1	post17322845	Anikam	français - France	L1
post17325161	0.58	Yendred	Français - France	L1	post17325135	limettier	Español Chile	L2
post17322886	0.76	Piotr Ivanovitch	France	L1	post17322836	hicham_IVCL	arab	L2
post17321055	0.79	plantin	français	L1	post17320534	yerberi	Turkish	L2
post17319925	0.6	Bezoard	French - France	L1	post17319656	CHOCOLAT17	coréen	L2
post17320307	0.79	plantin	français	L1	post17320224	yerberi	Turkish	L2
post17314341	0.53	plantin	français	L1	post17314321	salah94	Arabe	L2
post17305461	0.7	Gemmenita	Azéri	L2	post17305395	Gemmenita	Azéri	L2
post17308715	0.7	Oddmania	French	L1	post17308704	yuechu	Canada, English	L2
post6677517	0.58	OLN	French - France,  ♀	L1	post6675204	Vive la France!	maltais - Malte	L2
post14802008	0.71	janpol	France - français	L1	post14801934	Juliana S.	portuguese	L2
post17299587	0.71	Maître Capello	French – Switzerland	L1	post17299559	Lola678	Français	L1
post17288351	0.76	OLN	French - France,  ♀	L1	post17286903	chinoisautodidacte	chinois	L2
post17288139	0.6	OLN	French - France,  ♀	L1	post17288105	ibogi	Serbia - Serbian	L2
post17286392	0.75	plantin	français	L1	post17286320	Janacka	tchèque	L2
post17276491	0.69	Yendred	Français - France	L1	post17276404	venpaz	Czech - Czech Republic	L2
post17265400	0.72	iuytr	french	L1	post17265224	Anemona61	Serbian, Serbia	L2
post17266433	0.8	Yendred	Français - France	L1	post17266423	aitonnudieu	Vietnamien	L2
post17256927	0.7	Bezoard	French - France	L1	post17256689	nicduf	français	L1
post12546279	0.8	Maître Capello	French – Switzerland	L1	post12545692	greatbear	India - Hindi & English	L2
post17243286	0.67	k@t	Français de France	L1	post17242968	simenon	italien	L2
post17247169	0.64	k@t	Français de France	L1	post17247057	aitonnudieu	Vietnamien	L2
post3147729	0.69	Punky Zoé	France - français	L1	post3147614	gvergara	Español	L2
post17244319	0.76	plantin	français	L1	post17243936	aitonnudieu	Vietnamien	L2
post17238496	0.7	plantin	français	L1	post17238396	Áskera	Spanish - Puerto Rico	L2
post17239618	0.75	plantin	français	L1	post17239502	efekankorpez	Turkish	L2
post17238430	0.77	plantin	français	L1	post17238113	Nikomot	Français (québécois)	L1
post17233264	0.74	nicduf	français	L1	post17232923	aitonnudieu	Vietnamien	L2
post17231396	0.63	nicduf	français	L1	post17231065	chinoisautodidacte	chinois	L2
post6758707	0.67	itka	français	L1	post6758246	alenaro	Italian	L2
post14783166	0.73	Roméo31	français - France	L1	post14783003	sono Iran	persan	L2
post17223475	0.67	plantin	français	L1	post17223317	nasrinklz43	persan	L2
post17222074	0.75	Bezoard	French - France	L1	post17222067	chiarel	Italian	L2
post17220227	0.69	Piotr Ivanovitch	France	L1	post17219942	claudine li	chinois	L2
post17221953	0.57	OLN	French - France,  ♀	L1	post17221913	chinoisautodidacte	chinois	L2
post17214120	0.66	Gérard Napalinex	French - France	L1	post17214005	manuhard	French - France	L1
post17210823	0.82	plantin	français	L1	post17210432	chatkigazouille	Indonesian	L2
post17208081	0.68	Maître Capello	French – Switzerland	L1	post17208048	belenval	espagnol Spain	L2
post3607765	0.67	Piotr Ivanovitch	France	L1	post3606979	sidahmed	Arabic	L2
post17202985	0.8	Maître Capello	French – Switzerland	L1	post17202730	belenval	espagnol Spain	L2
post9517752	0.63	pointvirgule	langue française	L1	post9517561	Duver	Brazil/portuguese	L2
post17181086	0.43	Maître Capello	French – Switzerland	L1	post17180993	CHOCOLAT17	coréen	L2
post15270571	0.68	volo	français	L1	post15270392	g21	Portuguese	L2
post17162223	0.6	Maître Capello	French – Switzerland	L1	post17162154	Dimm	français	L1
post17174482	0.76	lamy08	French	L1	post17174429	Habituellement	France	L1
post2197868	0.81	DearPrudence	French (lower Normandy)	L1	post2197369	Betilie	french	L1
post17172293	0.73	Gravos	Français - France	L1	post17172243	mieuxcerise	Japanese-Japan	L2
post17171917	0.69	k@t	Français de France	L1	post17171843	simenon	italien	L2
post17165950	0.84	SergueiL	Français	L1	post17165738	aitonnudieu	Vietnamien	L2
post10094426	0.59	Lacuzon	French - France	L1	post10093946	faranak-heydari	persian	L2
post17148884	0.73	iuytr	french	L1	post17148834	marinadl	ESPAÑOL	L2
post17160868	0.78	plantin	français	L1	post17160550	nasrinklz43	persan	L2
post17148105	0.63	Maître Capello	French – Switzerland	L1	post17148032	gingischan	Hebrew	L2
post17142932	0.63	Piotr Ivanovitch	France	L1	post17142927	linaper	Lithuanian	L2
post17130252	0.66	Chimel	Français	L1	post17130223	Carole Mordant	néerlandais français	L1
post17109430	0.79	Piotr Ivanovitch	France	L1	post17109010	Locus_Solus	Polish	L2
post17101977	0.83	Kwistax	français - Belgique	L1	post17101867	aitonnudieu	Vietnamien	L2
post17086253	0.72	Piotr Ivanovitch	France	L1	post17085944	sesame_fr	chinese	L2
post4324203	0.65	petitefrancaise	Français	L1	post4324056	Virtuose	Polish/Poland	L2
post17085708	0.81	SergueiL	Français	L1	post17085653	simenon	italien	L2
post17077865	0.75	snarkhunter	French - France	L1	post17076768	chinoisautodidacte	chinois	L2
post17079409	0.78	SergueiL	Français	L1	post17079225	aitonnudieu	Vietnamien	L2
post17051462	0.84	OLN	French - France,  ♀	L1	post17051151	atefe.165	persian	L2
post17047572	0.79	OLN	French - France,  ♀	L1	post17047273	chezdaronte	English - United States	L2
post17046118	0.62	Maître Capello	French – Switzerland	L1	post17045968	tati-tatoo	French - France	L1
post17044729	0.68	Piotr Ivanovitch	France	L1	post17044581	gingischan	Hebrew	L2
post17041894	0.49	OLN	French - France,  ♀	L1	post17041510	salah94	Arabe	L2
post17033876	0.8	k@t	Français de France	L1	post17033805	bosquruguaya	Spanish - Uruguay	L2
post17030859	0.69	k@t	Français de France	L1	post17029888	yerberi	Turkish	L2
post13910101	0.67	parawizard	Anglais	L2	post13909976	annie21	chinese	L2
post17020585	0.61	k@t	Français de France	L1	post17020489	DenisedeSEA	English	L2
post17025364	0.77	SergueiL	Français	L1	post17025015	chinoisautodidacte	chinois	L2
post17017528	0.77	k@t	Français de France	L1	post17016827	salah94	Arabe	L2
post1655658	0.79	CABEZOTA	french	L1	post1655622	tie-break	Italy	L2
post17010626	0.51	k@t	Français de France	L1	post17010254	salah94	Arabe	L2
post17002702	0.58	Oddmania	French	L1	post17002685	salah94	Arabe	L2
post17002162	0.68	k@t	Français de France	L1	post17001520	Áskera	Spanish - Puerto Rico	L2
post17003446	0.71	Kwistax	français - Belgique	L1	post17002546	giuseppegg	Italian	L2
post17000857	0.75	k@t	Français de France	L1	post17000765	sh.s	Persian	L2
post16999299	0.66	Michelvar	French from France	L1	post16999059	Ayline	English,Turkish— USA	L2
post8947643	0.72	Chimel	Français	L1	post8946412	mizbooty	English - Canada	L2
post16998795	0.7	k@t	Français de France	L1	post16998628	Onyx1423	Ukrainian	L2
post16994568	0.7	k@t	Français de France	L1	post16994263	Onyx1423	Ukrainian	L2
post16995015	0.7	k@t	Français de France	L1	post16994434	simenon	italien	L2
post16992012	0.59	k@t	Français de France	L1	post16991916	Onyx1423	Ukrainian	L2
post12778241	0.79	Jorōgumo	French	L1	post12778105	lanature93	Arabe	L2
post16978556	0.65	OLN	French - France,  ♀	L1	post16978452	TristánFarias	Español	L2
post16972197	0.81	k@t	Français de France	L1	post16972043	simenon	italien	L2
post16957267	0.75	k@t	Français de France	L1	post16956928	KennyHun	Hungarian	L2
post16956409	0.52	k@t	Français de France	L1	post16955488	ldmhx	chine--chinese	L2
post16948205	0.81	Nucleos	French - france	L1	post16948197	jalousies	coreen	L2
post16933285	0.8	plantin	français	L1	post16933191	chinoisautodidacte	chinois	L2
post16931388	0.65	k@t	Français de France	L1	post16931368	Daviid	Spanish - Colombia	L2
post16927626	0.7	lectrice	Russian/Moscow	L2	post16927550	maayani	Hebrew	L2
post16923586	0.54	k@t	Français de France	L1	post16923490	CHOCOLAT17	coréen	L2
post16925039	0.75	k@t	Français de France	L1	post16925240	Nicomon	Français, Québec ♀	L1
post16922010	0.63	k@t	Français de France	L1	post16921963	Reyhangh	Persan (Persian)	L2
post16911389	0.76	k@t	Français de France	L1	post16911130	sh.s	Persian	L2
post16914129	0.47	SergueiL	Français	L1	post16914067	jo84	italian italy	L2
post16913379	0.69	Piotr Ivanovitch	France	L1	post16913338	maayani	Hebrew	L2
post16912283	0.8	snarkhunter	French - France	L1	post16912187	Astilbe	French - France	L1
post16905202	0.78	snarkhunter	French - France	L1	post16905192	annie21	chinese	L2
post16910772	0.77	SergueiL	Français	L1	post16910559	Roshanak	persan	L2
post16909429	0.72	Marcel R.	Français - France	L1	post16909188	sh.s	Persian	L2
post16908694	0.75	Marcel R.	Français - France	L1	post16908606	chinoisautodidacte	chinois	L2
post16904406	0.73	iuytr	french	L1	post16904231	nasrinklz43	persan	L2
post1084501	0.77	mickaël	French	L1	post1084475	quark44	English USA	L2
post16896952	0.66	Piotr Ivanovitch	France	L1	post16896902	giuseppegg	Italian	L2
post960742	0.71	zaby	French	L1	post960713	Robinvn	Dutch, Belgium	L2
post16895566	0.84	Nattie	French - France	L1	post16895492	joannastina	Suédois - Suéde	L2
post16896731	0.75	OLN	French - France,  ♀	L1	post16896635	Eurekamy	Français - Arabe	L1
post16893638	0.71	Piotr Ivanovitch	France	L1	post16893599	maayani	Hebrew	L2
post16888574	0.75	Kwistax	français - Belgique	L1	post16887534	giuseppegg	Italian	L2
post16884668	0.76	SergueiL	Français	L1	post16881972	meliss	Ukrainian, Russian	L2
post2066319	0.81	DearPrudence	French (lower Normandy)	L1	post2066242	patrickr	canada, english	L2
post16881056	0.74	Kwistax	français - Belgique	L1	post16880930	frip	English	L2
post16872959	0.74	DrChen	French-France	L1	post16872846	annie21	chinese	L2
post16853218	0.72	Piotr Ivanovitch	France	L1	post16851862	duchevreuil	Swedish	L2
post16849161	0.72	JClaudeK	Français France;       Deutsch (SW-Dtl.)	L1	post16849076	Anemona61	Serbian, Serbia	L2
post16847879	0.81	plantin	français	L1	post16847712	chinoisautodidacte	chinois	L2
post16846088	0.72	Piotr Ivanovitch	France	L1	post16845979	simenon	italien	L2
post16845216	0.8	Piotr Ivanovitch	France	L1	post16843835	simenon	italien	L2
post16835554	0.65	DrChen	French-France	L1	post16835301	chinoisautodidacte	chinois	L2
post16829594	0.74	iuytr	french	L1	post16829510	giuseppegg	Italian	L2
post16826045	0.8	Piotr Ivanovitch	France	L1	post16825828	simenon	italien	L2
post16797823	0.66	caraan	France- French	L1	post16797717	Gemmenita	Azéri	L2
post16811942	0.66	caraan	France- French	L1	post16811912	gingischan	Hebrew	L2
post16808590	0.56	primokorn	French	L1	post16806926	wm138	Chinese	L2
post16799549	0.76	caraan	France- French	L1	post16799396	gingischan	Hebrew	L2
post16800552	0.77	Bezoard	French - France	L1	post16800246	Oddmania	French	L1
post16794823	0.68	DrChen	French-France	L1	post16794422	KennyHun	Hungarian	L2
post16795152	0.83	caraan	France- French	L1	post16795042	gingischan	Hebrew	L2
post15974404	0.62	agnelo	French	L1	post15974310	silverwhite	English - UK	L2
post15053247	0.74	cabbagetyf	chinois	L2	post15052580	J.F. de TROYES	francais-France	L1
post16774929	0.63	Maître Capello	French – Switzerland	L1	post16774371	Bovary05	français	L1
post16772358	0.71	plantin	français	L1	post16772254	mekman99	Berber	L2
post1404134	0.76	OlivierG	France / Français	L1	post1403995	leonv07	Spanish/Colombia	L2
post16759211	0.74	plantin	français	L1	post16759172	timotheus	russian - Russia	L2
post16755025	0.72	Maître Capello	French – Switzerland	L1	post16754997	helene123	French - France	L1
post16749530	0.72	plantin	français	L1	post16749499	egressio	korean	L2
post9721312	0.65	Elle Paris	American English	L2	post9721156	Lazlow	British English	L2
post16742364	0.79	plantin	français	L1	post16742340	yazicioglu5	turc	L2
post16735640	0.85	plantin	français	L1	post16735491	Anemona61	Serbian, Serbia	L2
post16733879	0.78	iuytr	french	L1	post16733853	roquette	Español - España	L2
post16729141	0.7	plantin	français	L1	post16728824	busanaise	Korean - Korea	L2
post726336	0.76	Agnès E.	France, French	L1	post726262	jemappelleK80	US, English	L2
post16706323	0.75	plantin	français	L1	post16706276	JiPiJou	French	L1
post16703242	0.72	plantin	français	L1	post16703177	yerberi	Turkish	L2
post16698944	0.6	OLN	French - France,  ♀	L1	post16698799	petitchampignon	English - American	L2
post7145931	0.83	itka	français	L1	post7145783	Anna-chonger	Chinese	L2
post16693180	0.79	plantin	français	L1	post16692787	Gope	Tamil	L2
post16690721	0.8	plantin	français	L1	post16690416	Elnonopololo	Español - Uruguay	L2
post16690069	0.86	iuytr	french	L1	post16689430	jalousies	coreen	L2
post16680793	0.7	DrChen	French-France	L1	post16680594	Daliadvl	Ukrainian -Ukraine	L2
post16682043	0.77	Michelvar	French from France	L1	post16681893	ltenfr_liepa	Lithuanian - Lithuania	L2
post16677753	0.71	plantin	français	L1	post16677642	gingischan	Hebrew	L2
post1643081	0.65	Francois114	French - France	L1	post1642891	uman	English; USA	L2
post16671494	0.79	plantin	français	L1	post16671355	chinoisautodidacte	chinois	L2
post16664018	0.62	janpol	France - français	L1	post16663886	kategogogo	Japanese Mandrain bilingual	L2
post16664393	0.78	plantin	français	L1	post16664335	gingischan	Hebrew	L2
post16655550	0.73	Nawaq	français (France)	L1	post16655264	gingischan	Hebrew	L2
post16640887	0.75	plantin	français	L1	post16640871	Monicaallred	Portuguese - Brazil	L2
post16635298	0.65	gerardmontreal	Chinese-China	L2	post16634996	coriandremélisse	Spanish Argentina	L2
post16636642	0.74	Chimel	Français	L1	post16636493	Bachatamor	Russian	L2
post16442240	0.75	Logospreference-1	français	L1	post16441227	Sept2.0	Russe	L2
post16630309	0.79	plantin	français	L1	post16630165	Terwexel	nederlands	L2
post16625905	0.79	DrChen	French-France	L1	post16625896	simenon	italien	L2
post16618080	0.77	plantin	français	L1	post16618013	chinoisautodidacte	chinois	L2
post13288519	0.74	Mari-	Polish	L2	post13172831	AngeDesBois	French	L1
post16592683	0.68	OLN	French - France,  ♀	L1	post16592147	Startinov	Arabe	L2
post16590549	0.69	iuytr	french	L1	post16589774	yerberi	Turkish	L2
post16586933	0.68	OLN	French - France,  ♀	L1	post16586908	chinoisautodidacte	chinois	L2
post16567392	0.66	agnelo	French	L1	post16566736	Panini_Hawaii	Suisse-Allemand	L2
post16564468	0.46	Maître Capello	French – Switzerland	L1	post16564413	MasterPolish	Polski	L2
post1274828	0.67	Agnès E.	France, French	L1	post1274531	zbrock77	America	L2
post7882149	0.69	Nicomon	Français, Québec ♀	L1	post7881546	itka	français	L1
post5128370	0.67	Esquimaude	Français - Québec	L1	post5128273	Faktum	Norway	L2
post609348	0.78	Cintia&Martine	Français	L1	post609015	Whodunit	Deutschland ~ Deutsch/Sächsisch	L2
post16519921	0.65	Logospreference-1	français	L1	post16519902	chinoisautodidacte	chinois	L2
post16509597	0.71	olivier68	French Paris France	L1	post16509541	mr0205	Russian - Russia	L2
