message_id	ttr	speaker	lang	ltype	topic	topicstarter	topicstarter_lang	topicstarter_ltype
post18045694	0.64	Barque	Tamil	L2	post18045673	Irelia20150604	Chinese	L2
post18043768	0.54	PaulQ	English - England	L1	post18043708	taraa	Persian	L2
post18044368	0.69	kentix	English - U.S.	L1	post18043228	saide	Persian	L2
post18043004	0.51	dojibear	English - Northeast US	L1	post18042998	High on grammar	Farsi	L2
post18044282	0.75	DonnyB	English UK Southern Standard English	L1	post18043913	Fbohn21	Deutsch	L2
post18043643	0.67	Uncle Jack	British English	L1	post18043138	hersheysand	filipino	L2
post18044069	0.53	JulianStuart	English (UK then US)	L1	post18044030	Brigitte_anna	Russian	L2
post18043761	0.51	prudent260	Chinese	L2	post18043009	prudent260	Chinese	L2
post18043117	0.68	Uncle Jack	British English	L1	post18043035	Sarah AL	Arabic	L2
post18043105	0.71	Uncle Jack	British English	L1	post18043023	merryhappy	korean	L2
post18043592	0.68	Uncle Jack	British English	L1	post18043039	brown poodle	korean	L2
post18043269	0.61	Chez	English English	L1	post18043255	Dennisz	Russian	L2
post18043201	0.81	Cupric	Turkey	L2	post18043163	Dibya	Bengali	L2
post18042977	0.72	dojibear	English - Northeast US	L1	post18042964	Yichen	Chinese	L2
post18039879	0.54	dojibear	English - Northeast US	L1	post18039862	homotopy07	Japanese	L2
post8249632	0.6	wawa0708	English - US Midwest	L1	post8249614	NHHL	Singapore-English	L1
post18041905	0.77	Uncle Jack	British English	L1	post18041845	NewAmerica	Mandarin	L2
post18039989	0.69	dojibear	English - Northeast US	L1	post18039954	Li'l Bull	Spanish (Spain)	L2
post18041735	0.54	Loob	English UK	L1	post18041726	Poland91pl	Polish	L2
post18041568	0.72	dojibear	English - Northeast US	L1	post18041550	NewAmerica	Mandarin	L2
post18040168	0.73	manfy	German - Austria	L2	post18040086	Saltie	Russian, Russia, Sochi	L2
post18042035	0.8	Barque	Tamil	L2	post18042014	gil12345	chinese	L2
post17120226	0.5	PaulQ	English - England	L1	post17120189	JJXR	Russian	L2
post18041098	0.72	PaulQ	English - England	L1	post18041085	maicart	Spanish, Spain	L2
post18040543	0.66	dojibear	English - Northeast US	L1	post18040528	Xavier da Silva	Portuguese - Brazil	L2
post18040616	0.62	Loob	English UK	L1	post18040596	Sport20	Urdu	L2
post18004834	0.6	Uncle Jack	British English	L1	post18004716	Bob8964	Chinese	L2
post18040191	0.54	PaulQ	English - England	L1	post18040178	Dibya	Bengali	L2
post18040122	0.73	Uncle Jack	British English	L1	post18040041	mrek	spanish	L2
post18040025	0.71	dojibear	English - Northeast US	L1	post18039944	Pavel Pin	Telugu	L2
post18039849	0.79	bennymix	English (American).	L1	post18039836	YiRan	Mandarin-Taiwan	L2
post18039827	0.57	dojibear	English - Northeast US	L1	post18039800	sunnyweather	Polish	L2
post18039679	0.76	jacdac	Lebanese	L2	post18039667	jacdac	Lebanese	L2
post18039540	0.71	Uncle Jack	British English	L1	post18039502	VicNicSor	Russian	L2
post18038355	0.7	Barque	Tamil	L2	post18038343	ironman2012	Chinese	L2
post18038251	0.54	Cagey	English - US	L1	post18037568	nike20008	French	L2
post18036383	0.58	Uncle Jack	British English	L1	post18036219	jasonlu2000	Chinese	L2
post18037902	0.68	User With No Name	English - U.S. (Texas)	L1	post18037767	JillN	USA - English	L1
post18038173	0.66	Barque	Tamil	L2	post18038164	AliBadass	persian	L2
post11340716	0.55	PaulQ	English - England	L1	post11340640	southernVA	English	L1
post18038136	0.63	FrancaisOMW	English - United States	L1	post18038131	Pavel Pin	Telugu	L2
post18034930	0.76	Uncle Jack	British English	L1	post18034709	palabra86	Spanish	L2
post18036349	0.47	Barque	Tamil	L2	post18036325	JungKim	Korean	L2
post18028920	0.66	dojibear	English - Northeast US	L1	post18028837	Dennis Lee	Hong Kong	L2
post18036647	0.42	PaulQ	English - England	L1	post18036528	nagomi	Korean	L2
post18035731	0.63	Uncle Jack	British English	L1	post18035670	Honki	Japanese	L2
post18034802	0.6	PaulQ	English - England	L1	post18034754	Kolridg	Russian	L2
post18036346	0.56	manfy	German - Austria	L2	post18036120	Jaylene	Korean	L2
post18036814	0.57	entangledbank	English - South-East England	L1	post18036799	taraa	Persian	L2
post18035761	0.63	Packard	USA, English	L1	post18035668	Michael30000	Russian	L2
post8946648	0.71	Cagey	English - US	L1	post8946528	JTR	Spanish	L2
post13984992	0.66	owlman5	English-US	L1	post13984936	Lashkoe	Polish (Silesian dialect)	L2
post10060655	0.7	Proximus2	English, Cantonese, Singlish	L1	post10060641	Phi	Arabic	L2
post18034480	0.69	Uncle Jack	British English	L1	post18034415	Zahraa Samy	Arabic	L2
post18032974	0.67	PaulQ	English - England	L1	post18032939	NewAmerica	Mandarin	L2
post12346915	0.62	JustKate	English - US	L1	post12346845	Hector9	Español	L2
post4639005	0.72	JamesM	English, USA	L1	post4638965	saudara	Spain	L2
post17647774	0.65	MattiasNYC	Swedish	L2	post17647724	Kacy.H	Chinese	L2
post18032617	0.7	dojibear	English - Northeast US	L1	post18032574	Loklok	Cantonese	L2
post18032290	0.69	Uncle Jack	British English	L1	post18032267	danyoung2018	Hindi	L2
post18030786	0.67	Uncle Jack	British English	L1	post18030619	iqs2f	japanese	L2
post18029680	0.62	cubaMania	USA/English	L1	post18029569	meijin	Japanese	L2
post18030654	0.67	kentix	English - U.S.	L1	post18030636	NewAmerica	Mandarin	L2
post18030043	0.67	srk	English - US	L1	post18030033	Anh Carey	Vietnamese	L2
post18029398	0.69	Barque	Tamil	L2	post18029383	heather 1997	Cantonese-China	L2
post18023037	0.77	Packard	USA, English	L1	post18022873	Milad333	Persian	L2
post18029241	0.65	Uncle Jack	British English	L1	post18029222	Mr Swann	French - France	L2
post9254805	0.73	Majorbloodnock	British English	L1	post9254766	Packard	USA, English	L1
post18026237	0.59	dojibear	English - Northeast US	L1	post18026204	Alexander2	Russian	L2
post18027730	0.58	elroy	US English/Palestinian Arabic bilingual	L1	post18027585	JungKim	Korean	L2
post18027920	0.62	PaulQ	English - England	L1	post18027913	Tess 2018	Chinese	L2
post18013874	0.63	Barque	Tamil	L2	post18013862	Jaylene	Korean	L2
post14559278	0.67	Cenzontle	English, U.S.	L1	post14559201	panzerfaust0	mandarin	L2
post18024229	0.78	Uncle Jack	British English	L1	post18024053	panview	Chinese	L2
post18026586	0.65	Edinburgher	German/English bilingual	L1	post18026554	Redfield	Spanish-Chile	L2
post18024670	0.73	Uncle Jack	British English	L1	post18024588	merryhappy	korean	L2
post18024242	0.58	Uncle Jack	British English	L1	post18024091	Just-asking	Russian - Russia	L2
post18024047	0.68	Egmont	English - U.S.	L1	post18024032	Silver	Chinese,Cantonese,Sichuan dialect	L2
post18021018	0.67	e2efour	UK English	L1	post18020920	Julienjing1	Chinese	L2
post5479792	0.69	KHS	USA - English L1	L1	post5479777	jjshin	korean	L2
post18022824	0.71	Barque	Tamil	L2	post18022790	English nerd	Hindi	L2
post18022488	0.41	kentix	English - U.S.	L1	post18022470	belongedto	chinese	L2
post11007537	0.72	owlman5	English-US	L1	post11007498	nurdug51	Germany,German	L2
post9039331	0.62	Matching Mole	England, English	L1	post9038847	JoyMark	Hebrew	L2
post15409768	0.68	neal41	USA, English	L1	post15408702	Thomas Tompion	English - England	L1
post18021029	0.55	Barque	Tamil	L2	post18021022	vkhu	Vietnamese	L2
post18020670	0.7	bennymix	English (American).	L1	post18020662	Bella1017	Chinese	L2
post18017943	0.63	KsuKrazy	Russian	L2	post18017937	tsoul	Chinese	L2
post18017861	0.59	Uncle Jack	British English	L1	post18017830	prudent260	Chinese	L2
post18017164	0.68	srk	English - US	L1	post18017139	GiftedSam	Ebira	L2
post18018298	0.71	PaulQ	English - England	L1	post18018272	supermarioutd	Persian	L2
post18017884	0.7	lingobingo	English - England	L1	post18017827	Minhaz.esmail	Bengali	L2
post18017539	0.66	Edinburgher	German/English bilingual	L1	post18017504	elbro	russian	L2
post18017639	0.59	PaulQ	English - England	L1	post18017632	Artifacs	Spanish- España	L2
post18017485	0.7	Uncle Jack	British English	L1	post18017454	AchilleAndMedea	Italian	L2
post18015771	0.74	dojibear	English - Northeast US	L1	post18015701	Tyrion Lann	INDIA -Hindi	L2
post18016790	0.63	sdgraham	USA English	L1	post18016782	palabra86	Spanish	L2
post18015903	0.63	Uncle Jack	British English	L1	post18015822	nagomi	Korean	L2
post18015829	0.6	Uncle Jack	British English	L1	post18015761	zhonglin	Mandarin	L2
post18015762	0.59	dojibear	English - Northeast US	L1	post18015706	sugokumottainai	Japanese	L2
post18010926	0.68	PaulQ	English - England	L1	post18010884	Aryana	Persian - Shiraz	L2
post18014022	0.69	Barque	Tamil	L2	post18013965	enkidu68	turkish	L2
post18013434	0.59	Uncle Jack	British English	L1	post18013419	kazuhiko fudaba	Japanese	L2
post18013326	0.74	anthox	English - Northeast US	L1	post18013283	VicNicSor	Russian	L2
post18013181	0.74	handsomechuck	American English (NYC region)	L1	post18013122	taceev	Turkish	L2
post18011990	0.61	velisarius	British English (Sussex)	L1	post18011974	younghon	Korean - Korea	L2
post4614078	0.56	Joelline	American English	L1	post4613766	Dr.Appalayya	India;Telugu	L2
post18012183	0.63	Keith Bradford	English (Midlands UK)	L1	post18012169	Chitra1980	India-Hindi and English	L1
post18011718	0.65	pops91710	English, AE	L1	post18011664	nagomi	Korean	L2
post18010897	0.66	PaulQ	English - England	L1	post18010858	Sjsjsjs	Spanish-Argentina	L2
post18008799	0.75	Packard	USA, English	L1	post18008766	palabra86	Spanish	L2
post18008713	0.64	PaulQ	English - England	L1	post18008648	Blue Apple	Persian(Iran)	L2
post18008220	0.74	Uncle Jack	British English	L1	post18008138	Blue Apple	Persian(Iran)	L2
post16193599	0.56	PaulQ	English - England	L1	post16193546	Leofee	Brazil - Portuguese	L2
post18006494	0.76	suzi br	English / England	L1	post18006468	Ivan_I	Russian	L2
post18006459	0.7	Uncle Jack	British English	L1	post18006387	azz	armenian	L2
post18006351	0.58	dojibear	English - Northeast US	L1	post18006290	parsnips	Spanish - English	L1
post12758425	0.4	entangledbank	English - South-East England	L1	post12758333	_Steven	British English	L1
post18005263	0.66	lingobingo	English - England	L1	post18005239	Dianann	Korean	L2
post18005108	0.61	Uncle Jack	British English	L1	post18005064	sobhan	PERSIAN	L2
post18004670	0.72	Barque	Tamil	L2	post18004579	goldencypress	India - Malayalam	L2
post18004900	0.69	Uncle Jack	British English	L1	post18004878	Poland91pl	Polish	L2
post10502971	0.62	baa7ith	US English	L1	post10502936	houshdaran	persian	L2
post18002509	0.68	PaulQ	English - England	L1	post18002494	AchilleAndMedea	Italian	L2
post18003338	0.67	Linkway	British English	L1	post18003304	J. Invincible	Russian-Russia	L2
post18003386	0.66	Uncle Jack	British English	L1	post18003369	Helen White	Chinese	L2
post18001762	0.7	lingobingo	English - England	L1	post18001478	Subhajit12	Hindi	L2
post18002650	0.6	Uncle Jack	British English	L1	post18002615	hboo	Chinese	L2
post18002511	0.71	anthox	English - Northeast US	L1	post18002462	Malak1410	Arabic	L2
post18001729	0.72	Barque	Tamil	L2	post18001690	alison890	Korean	L2
post18001210	0.67	Uncle Jack	British English	L1	post18000961	mijumaru	Japanese	L2
post18001070	0.65	metazoan	US English	L1	post18000971	barking fellows	italiano e romagnolo	L2
post18000247	0.67	PaulQ	English - England	L1	post18000217	Lady Lovelace	italian	L2
post17989069	0.69	Uncle Jack	British English	L1	post17988995	emanko	Arabic- Egyptian	L2
post17999737	0.58	PaulQ	English - England	L1	post17999723	Nightowll	Italian	L2
post17999775	0.67	PaulQ	English - England	L1	post17999767	Hale Chen	Chinese	L2
post17998941	0.76	Barque	Tamil	L2	post17998927	ngoduytung1998	Vietnamese - Vietnam	L2
post17998432	0.73	Tohdom	Russian	L2	post17998416	passengerman	chinese	L2
post17997014	0.78	suzi br	English / England	L1	post17996948	NewAmerica	Mandarin	L2
post17998272	0.64	Shweggeh	Lithuanian	L2	post17998022	Thelady00	Arabic	L2
post17998238	0.68	Uncle Jack	British English	L1	post17998189	Bella1017	Chinese	L2
post17998096	0.64	PaulQ	English - England	L1	post17998076	vkhu	Vietnamese	L2
post17997102	0.68	Uncle Jack	British English	L1	post17997003	Hendrix00	Korean	L2
post17989544	0.69	dojibear	English - Northeast US	L1	post17989525	Anushka Athukorala	Sinhalese	L2
post17994868	0.65	Cagey	English - US	L1	post17994844	palabra86	Spanish	L2
post17995068	0.71	Egmont	English - U.S.	L1	post17995054	hailept	Vietnam	L2
post17995299	0.64	Chez	English English	L1	post17995206	palabra86	Spanish	L2
post17994083	0.38	kentix	English - U.S.	L1	post17994081	Fbohn21	Deutsch	L2
post17993451	0.66	entangledbank	English - South-East England	L1	post17993327	Maccabbeo	Italian	L2
post17993356	0.73	Barque	Tamil	L2	post17993350	thetazuo	Chinese - China	L2
post17984048	0.53	rhitagawr	British English	L1	post17983958	sohun	Korean	L2
post17990514	0.61	Chez	English English	L1	post17990472	scetis	English- Canadian	L1
post10946162	0.56	LQZ	Mandarin	L2	post10946141	will3154	chinese,Harbin	L2
post17991778	0.52	Barque	Tamil	L2	post17991771	passengerman	chinese	L2
post17991512	0.62	Uncle Jack	British English	L1	post17991252	azz	armenian	L2
post1059457	0.73	Ed the Editor	U.S.A., English	L1	post1059443	mimi2	vietnam vietnamese	L2
post17991395	0.48	dojibear	English - Northeast US	L1	post17991385	Utah777	Japanese	L2
post17991380	0.61	dojibear	English - Northeast US	L1	post17991329	Kacy.H	Chinese	L2
post17991150	0.69	The pianist	English - US	L1	post17991085	Agito a42	Russian	L2
post17989660	0.83	manfy	German - Austria	L2	post17989493	Michael30000	Russian	L2
post17988634	0.73	PaulQ	English - England	L1	post17988610	Deseret13	Slovenian	L2
post17988530	0.72	Edinburgher	German/English bilingual	L1	post17988499	AthonLince	Italian	L2
post17961873	0.72	bennymix	English (American).	L1	post17961816	Bob8964	Chinese	L2
post17987594	0.6	dojibear	English - Northeast US	L1	post17987573	nosaijin	Chinese (Traditional)	L2
post17987408	0.65	PaulQ	English - England	L1	post17987394	ironman2012	Chinese	L2
post17986934	0.72	bibliolept	AE, Español	L2	post17986850	Gondvanaz	Bulgarian, Turkish	L2
post17985851	0.72	Uncle Jack	British English	L1	post17985706	Irelia20150604	Chinese	L2
post17985314	0.67	Uncle Jack	British English	L1	post17985282	passengerman	chinese	L2
post17983497	0.71	lingobingo	English - England	L1	post17983486	Fredziu	Polish	L2
post17983785	0.6	dojibear	English - Northeast US	L1	post17983765	NewAmerica	Mandarin	L2
post17983336	0.66	PaulQ	English - England	L1	post17983304	emanko	Arabic- Egyptian	L2
post17983998	0.68	dojibear	English - Northeast US	L1	post17983899	dhejejjeskms	Korean	L2
post17983093	0.8	sdgraham	USA English	L1	post17983060	Broca	Italiano	L2
post17982662	0.76	Franco-filly	English - Southern England	L1	post17982629	VicNicSor	Russian	L2
post17982953	0.7	dojibear	English - Northeast US	L1	post17982869	Bihotz	Spanish	L2
post17982035	0.68	rhitagawr	British English	L1	post17981935	JungKim	Korean	L2
post472792	0.68	nycphotography	John-Paul Miller, NYC	L2	post472764	sarah pervez	Pakistan	L2
post17981889	0.62	dojibear	English - Northeast US	L1	post17981877	T.D	mandarin	L2
post17981848	0.66	dojibear	English - Northeast US	L1	post17981797	bennyfriendly	korean	L2
post16751407	0.56	Hermione Golightly	British English	L1	post16751382	Uusi	Russian (Russia)	L2
post16578176	0.66	dojibear	English - Northeast US	L1	post16577802	Peterlegrand	Slovak - Slovakia	L2
post17980432	0.72	Chez	English English	L1	post17980418	ingarten	Ukrainian - Russian	L2
post17978662	0.72	Uncle Jack	British English	L1	post17978623	apoziopeza	slovak	L2
post2658394	0.81	cuchuflete	EEUU-inglés	L2	post2658361	iretta	Ukrainian-Ukraine	L2
post17978312	0.61	dojibear	English - Northeast US	L1	post17978298	SoLaTiDoberman	Japanese	L2
post2683507	0.51	audreyhepburn1952	USA, English	L1	post2683474	piotr1980	Polish	L2
post17977858	0.67	PaulQ	English - England	L1	post17977798	hhtt	Turkish	L2
post17974828	0.81	coiffe	American English	L1	post17974719	Zheng/Chen	Chinese	L2
post17977045	0.69	PaulQ	English - England	L1	post17977041	humvee	Cantonese and Mandarin	L2
post139421	0.61	gaer	US-English	L1	post139145	navi	armenian	L2
post17976738	0.65	coiffe	American English	L1	post17976729	mery smith	chinese	L2
post17976324	0.49	papakapp	English - NW US	L1	post17976291	ordinarydaniel	Chinese - Hong Kong	L2
post17975443	0.73	Barque	Tamil	L2	post17975425	ironman2012	Chinese	L2
post17975692	0.67	entangledbank	English - South-East England	L1	post17975689	Sarah-Anne23	England - English	L1
post17974397	0.68	Hermione Golightly	British English	L1	post17974354	Xavier da Silva	Portuguese - Brazil	L2
post17973009	0.46	dojibear	English - Northeast US	L1	post17972964	goldencypress	India - Malayalam	L2
post17971190	0.6	Thomas Tompion	English - England	L1	post17971124	MuiBo	Vietnamese	L2
post17970921	0.66	kentix	English - U.S.	L1	post17970859	panview	Chinese	L2
post17972812	0.65	dojibear	English - Northeast US	L1	post17972778	stephenlearner	Chinese	L2
post17973879	0.58	Enquiring Mind	English - the Queen's	L1	post17973836	Fbohn21	Deutsch	L2
post17973195	0.6	dojibear	English - Northeast US	L1	post17973163	blue arlene	Chinese	L2
post17972824	0.76	bennymix	English (American).	L1	post17972801	SoLaTiDoberman	Japanese	L2
post17972987	0.58	dojibear	English - Northeast US	L1	post17972909	nagomi	Korean	L2
post17972794	0.66	Bondstreet	English (UK)	L1	post17972767	aiyu	Japanese	L2
post17972780	0.49	Bondstreet	English (UK)	L1	post17972697	stcopy	Chinese	L2
post17971251	0.68	Barque	Tamil	L2	post17971244	nagomi	Korean	L2
post17970953	0.62	dojibear	English - Northeast US	L1	post17970917	sevengem	Chinese	L2
post17971006	0.56	dojibear	English - Northeast US	L1	post17970991	stephenlearner	Chinese	L2
post17971001	0.62	dojibear	English - Northeast US	L1	post17970995	improvingmyself130	Korean	L2
post395799	0.64	GenJen54	USA - English	L1	post395714	forbiddenlady	tagalog and chavacano	L2
post10324598	0.71	Tunalagatta	English - England	L1	post10324546	emarebe	Italian - Italy	L2
post17689570	0.71	natkretep	English (Singapore/UK), basic Chinese	L1	post17686259	ThomasV	Czech,French	L2
post17969487	0.64	Barque	Tamil	L2	post17969475	Broca	Italiano	L2
post17969953	0.57	PaulQ	English - England	L1	post17969889	Ashinsky	Mandarin	L2
post17967482	0.69	entangledbank	English - South-East England	L1	post17967446	dudko	Slovak	L2
post17967253	0.64	Chez	English English	L1	post17967220	emanko	Arabic- Egyptian	L2
post17967665	0.69	PaulQ	English - England	L1	post17967648	Nastya1976	Russian	L2
post17964911	0.59	PaulQ	English - England	L1	post17964901	oskhen	Norwegian	L2
post17966657	0.63	PaulQ	English - England	L1	post17966653	Fbohn21	Deutsch	L2
post17967122	0.54	dojibear	English - Northeast US	L1	post17967100	nagomi	Korean	L2
post17966981	0.73	dojibear	English - Northeast US	L1	post17966973	nagomi	Korean	L2
post17966163	0.67	PaulQ	English - England	L1	post17966123	vkhu	Vietnamese	L2
post17966256	0.57	Uncle Jack	British English	L1	post17966074	Bijan_ch	Farsi	L2
post17961894	0.66	Uncle Jack	British English	L1	post17961829	magic dragon feeders	Japanese	L2
post17963786	0.6	dojibear	English - Northeast US	L1	post17963751	JungKim	Korean	L2
post17964388	0.66	PaulQ	English - England	L1	post17964371	dogydogy888	Chinese	L2
post17963692	0.77	Uncle Jack	British English	L1	post17963273	Phyllis lin	Chinese	L2
post17964061	0.68	PaulQ	English - England	L1	post17964054	WildWest	Turkish	L2
post17961832	0.58	dojibear	English - Northeast US	L1	post17961761	stephenlearner	Chinese	L2
post17964574	0.76	bennymix	English (American).	L1	post17964557	lekal	Chinese	L2
post11361138	0.57	JamesM	English, USA	L1	post11360430	allthewayanime	Bilingual(Romanian-Italian)	L2
post17964035	0.62	PaulQ	English - England	L1	post17963990	ullas84	turkish	L2
post17964107	0.59	Barque	Tamil	L2	post17964083	Jardino	Korean	L2
post17962553	0.65	PaulQ	English - England	L1	post17962464	graysesame	Taiwanese Mandarin	L2
post17963613	0.67	WyomingSue	English--USA	L1	post17963479	magic dragon feeders	Japanese	L2
post17963951	0.65	Egmont	English - U.S.	L1	post17963932	younghon	Korean - Korea	L2
post17962781	0.52	PaulQ	English - England	L1	post17962745	zhlt	Ukrainian	L2
post11421817	0.54	PaulQ	English - England	L1	post11421726	alex_ln	Polish	L2
post17963686	0.66	dojibear	English - Northeast US	L1	post17963662	DanielSeo	Korean	L2
post16763098	0.65	Barque	Tamil	L2	post16763079	emanko	Arabic- Egyptian	L2
post17961052	0.72	PaulQ	English - England	L1	post17960996	Brigitte_anna	Russian	L2
post2936828	0.64	EnchiladaJack	USA, English	L1	post2936723	bookyeti	Canada - English	L1
post17961618	0.58	Minnesota Guy	American English - USA	L1	post17961601	nagomi	Korean	L2
post17961493	0.65	dojibear	English - Northeast US	L1	post17961100	bennyfriendly	korean	L2
post17961121	0.66	se16teddy	English - England	L1	post17961083	KKjapanese	Japanese	L2
post17023413	0.54	PaulQ	English - England	L1	post17023349	AsianCook	Russian, Chelyabinsk	L2
post17960978	0.63	PaulQ	English - England	L1	post17960947	Bahareh_12	Persian	L2
post17958076	0.71	Barque	Tamil	L2	post17958052	mehrk	Turkish	L2
post11086945	0.74	owlman5	English-US	L1	post11086934	ESC85	Korean	L2
post8866271	0.65	Dale Texas	English USA	L1	post8866096	Seifer93	Italian	L2
post17756413	0.6	dojibear	English - Northeast US	L1	post17756398	azz	armenian	L2
post17958111	0.68	Uncle Jack	British English	L1	post17958047	sehrguey ogoltsoff	Russian and Ukranian	L2
post17959644	0.6	srk	English - US	L1	post17959628	MingBei	Chinese	L2
post17954639	0.6	PaulQ	English - England	L1	post17954630	zaffy	Polish	L2
post17951695	0.64	PaulQ	English - England	L1	post17951652	Super Saiyan	Cantonese	L2
post17931077	0.67	Uncle Jack	British English	L1	post17931038	Daniellll	korean	L2
post17954143	0.67	coiffe	American English	L1	post17954086	Daniellll	korean	L2
post7746728	0.64	Elwintee	England English	L1	post7746596	Hotmale	Polish	L2
post17953951	0.63	pops91710	English, AE	L1	post17953948	emanko	Arabic- Egyptian	L2
post17957041	0.58	dojibear	English - Northeast US	L1	post17957024	Mulham	Arabic	L2
post17956573	0.69	PaulQ	English - England	L1	post17956547	Fbohn21	Deutsch	L2
post17956910	0.68	PaulQ	English - England	L1	post17956820	panview	Chinese	L2
post17955885	0.63	Egmont	English - U.S.	L1	post17955777	enkidu68	turkish	L2
post17955746	0.69	lingobingo	English - England	L1	post17955717	Shweggeh	Lithuanian	L2
post17954255	0.77	Uncle Jack	British English	L1	post17954219	Julienjing1	Chinese	L2
post3717778	0.48	Cristina Allende	US, English	L1	post3717757	kenny4528	Mandarin, Taiwan	L2
post8058846	0.59	Silver_Biscuit	English - UK	L1	post8058798	ortak	Turkish	L2
post17954725	0.63	PaulQ	English - England	L1	post17954717	Fbohn21	Deutsch	L2
post17952183	0.65	dojibear	English - Northeast US	L1	post17952094	Kolridg	Russian	L2
post17954443	0.52	PaulQ	English - England	L1	post17954398	Jignesh77	India- hindi	L2
post17954236	0.79	Chez	English English	L1	post17954226	Hendrix00	Korean	L2
post17954202	0.57	Uncle Jack	British English	L1	post17954082	Daniellll	korean	L2
post17954070	0.76	coiffe	American English	L1	post17954054	min1127	Korean- Republic of Korea	L2
post17953926	0.68	lingobingo	English - England	L1	post17953903	nagomi	Korean	L2
post17953548	0.69	dojibear	English - Northeast US	L1	post17953520	Ridia	Czech	L2
post17953630	0.57	dojibear	English - Northeast US	L1	post17953360	Bob8964	Chinese	L2
post17952962	0.74	PaulQ	English - England	L1	post17952913	Fbohn21	Deutsch	L2
post17952805	0.67	Uncle Jack	British English	L1	post17952505	raymondaliasapollyon	Chinese	L2
post17952537	0.67	Egmont	English - U.S.	L1	post17952525	Creature from the Sun	Russian	L2
post17952485	0.8	pachanga7	English - US	L1	post17952469	Lenaelric	Portuguese	L2
post17951471	0.74	Chasint	English - England	L1	post17951463	tablecloth	Spanish	L2
post11351315	0.63	PaulQ	English - England	L1	post11351277	alex_ln	Polish	L2
post17949915	0.61	Uncle Jack	British English	L1	post17949832	enkidu68	turkish	L2
post17948265	0.7	Edinburgher	German/English bilingual	L1	post17948242	avidsuper	Japanese	L2
post7203171	0.68	Istarion	British English	L1	post7202937	Solna	Spanish - Spain	L2
post10489793	0.56	panjandrum	English-Ireland (top end)	L1	post10489764	stenka25	South Korea, Han-gul	L2
post12613868	0.65	entangledbank	English - South-East England	L1	post12613823	Couch Tomato	Russian & Dutch	L2
post17946969	0.72	Barque	Tamil	L2	post17946916	magic dragon feeders	Japanese	L2
post17947498	0.69	Egmont	English - U.S.	L1	post17947474	emanko	Arabic- Egyptian	L2
