message_id	ttr	speaker	lang	ltype
post17113940	0.57	pebblespebbles	italiano	L1
post17059891	0.73	dejudicibus	Italian (Italy)	L1
post17063672	0.745	Olaszinhok	Italian	L1
post17090407	0.52	dragonseven	italiano	L1
post17104351	0.725	dragonseven	italiano	L1
post17091445	0.75	dragonseven	italiano	L1
post13610926	0.615	l'erba del vicino	"Italian - Italy"	L1
post5138432	0.685	giusyna	italian	L1
post9623774	0.69	olaszinho	Central Italian	L1
post9624073	0.695	elena73	Italian	L1
post9639782	0.71	elena73	Italian	L1
post9641697	0.67	francisgranada	Hungarian	L2
post9641926	0.65	elena73	Italian	L1
post9642768	0.67	One1	Italiano	L1
post17001574	0.7	GabrielH	Portuguese - Brazil	L2
post15569979	0.59	bearded	Italian	L1
post16967288	0.705	dragonseven	italiano	L1
post16969274	0.705	dragonseven	italiano	L1
post16976941	0.725	Paolo Yogurt	Italiano, veneto - veronese	L1
post16973880	0.675	GabrielH	Portuguese - Brazil	L2
post11033416	0.655	adomandarispondi	italiano	L1
post16926030	0.605	HerreraCM	Portuguese (Brazil)	L2
post11911014	0.725	violadaprile	italian	L1
post16896905	0.675	dragonseven	italiano	L1
post16877022	0.645	bearded	Italian	L1
post16871318	0.645	dragonseven	italiano	L1
post14907478	0.63	turtle87crociato	Italiano	L1
post15689000	0.7	turtle87crociato	Italiano	L1
post15692556	0.655	quasi.stellar	italiano - italiano	L1
post15697742	0.675	turtle87crociato	Italiano	L1
post16868293	0.705	turtle87crociato	Italiano	L1
post16873028	0.585	bearded	Italian	L1
post16874614	0.71	turtle87crociato	Italiano	L1
post16875426	0.7	dragonseven	italiano	L1
post16866291	0.685	King Crimson	Italiano	L1
post16848375	0.66	Floridsdorfer	Italian, Spanish, Sardinian (trilingual)	L1
post16839938	0.63	bearded	Italian	L1
post1364903	0.6	andersxman	Denmark/danish	L2
post16781596	0.6	pebblespebbles	italiano	L1
post11725850	0.605	pizzi	Italian, Italy	L1
post16750987	0.585	bearded	Italian	L1
post16752082	0.7	Necsus	Italian (Italy)	L1
post16753209	0.67	bearded	Italian	L1
post16742956	0.705	bearded	Italian	L1
post16679938	0.71	Anja.Ann	Italian	L1
post13690884	0.615	flaze	English -UK	L2
post16718451	0.7	bearded	Italian	L1
post13035191	0.78	Connie Eyeland	Italiano	L1
post16688668	0.66	bearded	Italian	L1
post16689014	0.605	Nino83	Italian	L1
post16689443	0.69	dragonseven	italiano	L1
post16689493	0.545	Nino83	Italian	L1
post16689868	0.665	dragonseven	italiano	L1
post16690093	0.655	francisgranada	Hungarian	L2
post16690826	0.585	Nino83	Italian	L1
post16691753	0.715	dragonseven	italiano	L1
post16687595	0.675	francisgranada	Hungarian	L2
post16690337	0.76	Necsus	Italian (Italy)	L1
post16663268	0.65	bearded	Italian	L1
post16661314	0.635	Kywans	Italiano	L1
post16667804	0.585	Kywans	Italiano	L1
post16679726	0.535	Kywans	Italiano	L1
post16681196	0.64	Anja.Ann	Italian	L1
post16679505	0.72	dragonseven	italiano	L1
post16675490	0.645	dragonseven	italiano	L1
post16651771	0.665	bearded	Italian	L1
post16672601	0.56	bearded	Italian	L1
post5995423	0.71	Montesacro	Italiano	L1
post16729915	0.55	barking fellows	italiano e romagnolo	L1
post16717794	0.595	bearded	Italian	L1
post16720258	0.64	Necsus	Italian (Italy)	L1
post16652193	0.705	dragonseven	italiano	L1
post10161475	0.695	joy68	Polish	L2
post15905197	0.655	quasi.stellar	italiano - italiano	L1
post16624058	0.58	dragonseven	italiano	L1
post16625840	0.705	dragonseven	italiano	L1
post16647424	0.69	bearded	Italian	L1
post1087135	0.655	Necsus	Italian (Italy)	L1
post16613596	0.735	Necsus	Italian (Italy)	L1
post16572415	0.69	subterlabentia	Italian - IT	L1
post16574028	0.515	frugnaglio	Italian	L1
post16574288	0.59	subterlabentia	Italian - IT	L1
post12958941	0.62	Connie Eyeland	Italiano	L1
post11410580	0.74	Giorgio Spizzi	Italian	L1
post12491603	0.595	Giorgio Spizzi	Italian	L1
post16524042	0.575	Tandoi	Italiano  Italy	L1
post16473360	0.62	dragonseven	italiano	L1
post16520822	0.675	dragonseven	italiano	L1
post13241891	0.64	Connie Eyeland	Italiano	L1
post16481913	0.645	Ezzelino	Italian	L1
post16481285	0.615	Floridsdorfer	Italian, Spanish, Sardinian (trilingual)	L1
post16482124	0.575	Floridsdorfer	Italian, Spanish, Sardinian (trilingual)	L1
post11976070	0.685	Youngfun	Wu Chinese & Italian	L1
post16415487	0.505	dragonseven	italiano	L1
post16390313	0.59	vtbb	English - USA	L2
post16367693	0.625	dragonseven	italiano	L1
post14273234	0.56	Nino83	Italian	L1
post16304454	0.67	bearded	Italian	L1
post16312168	0.715	francisgranada	Hungarian	L2
post16316242	0.65	dragonseven	italiano	L1
post16316366	0.57	dragonseven	italiano	L1
post15794353	0.625	Nino83	Italian	L1
post15794973	0.485	Nino83	Italian	L1
post5327772	0.715	SunDraw	Veneto (Italia)	L1
post5383832	0.69	SunDraw	Veneto (Italia)	L1
post16220287	0.725	Floridsdorfer	Italian, Spanish, Sardinian (trilingual)	L1
post16220388	0.68	Floridsdorfer	Italian, Spanish, Sardinian (trilingual)	L1
post16220425	0.645	Floridsdorfer	Italian, Spanish, Sardinian (trilingual)	L1
post16224811	0.715	dragonseven	italiano	L1
post16225231	0.735	dragonseven	italiano	L1
post16230581	0.69	Floridsdorfer	Italian, Spanish, Sardinian (trilingual)	L1
post16231175	0.735	dragonseven	italiano	L1
post16232907	0.645	Floridsdorfer	Italian, Spanish, Sardinian (trilingual)	L1
post16233645	0.66	dragonseven	italiano	L1
post16235057	0.675	Floridsdorfer	Italian, Spanish, Sardinian (trilingual)	L1
post16235430	0.675	Floridsdorfer	Italian, Spanish, Sardinian (trilingual)	L1
post16236074	0.715	Floridsdorfer	Italian, Spanish, Sardinian (trilingual)	L1
post16249089	0.77	dragonseven	italiano	L1
post16249446	0.645	Floridsdorfer	Italian, Spanish, Sardinian (trilingual)	L1
post16234095	0.645	dragonseven	italiano	L1
post16214428	0.705	dragonseven	italiano	L1
post7554744	0.58	Ezzelino	Italian	L1
post16205874	0.65	Floridsdorfer	Italian, Spanish, Sardinian (trilingual)	L1
post16209535	0.66	Floridsdorfer	Italian, Spanish, Sardinian (trilingual)	L1
post16213623	0.675	Floridsdorfer	Italian, Spanish, Sardinian (trilingual)	L1
post16188339	0.59	chipulukusu	Italian	L1
post16190296	0.695	dragonseven	italiano	L1
post16209687	0.605	Floridsdorfer	Italian, Spanish, Sardinian (trilingual)	L1
post16209774	0.605	Floridsdorfer	Italian, Spanish, Sardinian (trilingual)	L1
post16216481	0.735	Pugnator	Neapoilitan (Naples) / Italian (Italy)	L1
post16211736	0.555	Ghia Gvibjilia	Georgian	L2
post16126918	0.625	satyaputra	Italian	L1
post16192501	0.625	dragonseven	italiano	L1
post16123947	0.575	francisgranada	Hungarian	L2
post16125119	0.635	King Crimson	Italiano	L1
post16125527	0.62	King Crimson	Italiano	L1
post16103768	0.705	Jimmy_Jazz	Italiano	L1
post16108952	0.735	Anja.Ann	Italian	L1
post16103276	0.67	Jimmy_Jazz	Italiano	L1
post12598724	0.63	bostero	Italian/Spanish/Sardinian - trilingual	L1
post16048792	0.705	quasi.stellar	italiano - italiano	L1
post16094728	0.7	quasi.stellar	italiano - italiano	L1
post16101689	0.61	dragonseven	italiano	L1
post16078209	0.73	dragonseven	italiano	L1
post16094834	0.66	quasi.stellar	italiano - italiano	L1
post16098825	0.62	quasi.stellar	italiano - italiano	L1
post16098074	0.56	bearded	Italian	L1
post16071770	0.705	des_grieux	Polish	L2
post16053857	0.565	dragonseven	italiano	L1
post16054193	0.78	Nino83	Italian	L1
post11173448	0.76	singoloindividuo	italiano	L1
post1944489	0.61	daniele712	Italia	L1
post8066909	0.7	Azazel81	Italy - Italian	L1
post16044472	0.565	quasi.stellar	italiano - italiano	L1
post16041531	0.67	quasi.stellar	italiano - italiano	L1
post15987802	0.595	quasi.stellar	italiano - italiano	L1
post15994664	0.66	quasi.stellar	italiano - italiano	L1
post16033904	0.615	quasi.stellar	italiano - italiano	L1
post16038765	0.64	Anja.Ann	Italian	L1
post16036238	0.78	Anja.Ann	Italian	L1
post16033968	0.74	Anja.Ann	Italian	L1
post16031266	0.635	quasi.stellar	italiano - italiano	L1
post9734667	0.72	zipp404	Bilingual English|Español	L2
post15975059	0.61	quasi.stellar	italiano - italiano	L1
post15975143	0.705	quasi.stellar	italiano - italiano	L1
post15974380	0.71	quasi.stellar	italiano - italiano	L1
post1732797	0.645	daniele712	Italia	L1
post3854392	0.73	Necsus	Italian (Italy)	L1
post6182208	0.635	Andrea70	Italia Italiano	L1
post6182219	0.7	Andrea70	Italia Italiano	L1
post9931607	0.54	giorgiob	Italian / Italian	L1
post14614722	0.545	Correctrix	Standard English	L2
post3642539	0.61	la italianilla	Italia	L1
post15909913	0.73	lorenzos	italiano	L1
post15904194	0.77	quasi.stellar	italiano - italiano	L1
post15908979	0.69	Nino83	Italian	L1
post4413687	0.705	saltapicchio	Italia (Roma) - Italiano	L1
post5190807	0.7	PacoBajito	Italiano standard, Napoletano	L1
post5196787	0.49	SunDraw	Veneto (Italia)	L1
post6439120	0.795	CloseTheDoor	Italie, italien	L1
post6462504	0.715	Hermocrates	Italian & British English (bilingual)	L1
post15813338	0.66	bo-marco	Italiano Italia - Emiliano Mirandola	L1
post15817872	0.675	francisgranada	Hungarian	L2
post15871951	0.67	symposium	Italian - Italy	L1
post15871869	0.59	dragonseven	italiano	L1
post15851824	0.795	Necsus	Italian (Italy)	L1
post15868947	0.655	bearded	Italian	L1
post15900771	0.73	dragonseven	italiano	L1
post15910426	0.725	dragonseven	italiano	L1
post15915621	0.715	Paolo Yogurt	Italiano, veneto - veronese	L1
post15916125	0.74	dragonseven	italiano	L1
post15916451	0.69	Paolo Yogurt	Italiano, veneto - veronese	L1
post15916744	0.765	Anja.Ann	Italian	L1
post15916922	0.67	Paolo Yogurt	Italiano, veneto - veronese	L1
post15917594	0.73	dragonseven	italiano	L1
post15921308	0.655	Paolo Yogurt	Italiano, veneto - veronese	L1
post15921343	0.665	Paolo Yogurt	Italiano, veneto - veronese	L1
post15921371	0.625	dragonseven	italiano	L1
post15921480	0.63	Pugnator	Neapoilitan (Naples) / Italian (Italy)	L1
post15926326	0.73	Paolo Yogurt	Italiano, veneto - veronese	L1
post15930020	0.655	Pugnator	Neapoilitan (Naples) / Italian (Italy)	L1
post15934116	0.705	dragonseven	italiano	L1
post15934513	0.695	dragonseven	italiano	L1
post15934573	0.66	Pugnator	Neapoilitan (Naples) / Italian (Italy)	L1
post12889522	0.67	Connie Eyeland	Italiano	L1
post14085229	0.5	dragonseven	italiano	L1
post14091369	0.54	Odysseus54	Italian - Marche	L1
post15796311	0.59	dragonseven	italiano	L1
post15751855	0.66	quasi.stellar	italiano - italiano	L1
post15762147	0.715	francisgranada	Hungarian	L2
post15763553	0.5	Nino83	Italian	L1
post1347704	0.645	f4bo	italian	L1
post15710692	0.685	dragonseven	italiano	L1
post15711407	0.71	quasi.stellar	italiano - italiano	L1
post15788654	0.77	Landslide89	Italiano	L1
post15733825	0.415	dragonseven	italiano	L1
post15786911	0.685	dragonseven	italiano	L1
post9995441	0.69	Giorgino	Italian	L1
post9995607	0.67	Giorgino	Italian	L1
post9997116	0.725	Odysseus54	Italian - Marche	L1
post9997340	0.655	Giorgino	Italian	L1
post9999500	0.61	francisgranada	Hungarian	L2
post9999817	0.705	Odysseus54	Italian - Marche	L1
post10000298	0.695	Giorgino	Italian	L1
post15440187	0.67	Hybriss	Italiano - Italia	L1
post15442284	0.715	giginho	Italiano & Piemontese	L1
post15757630	0.57	Dgbng	Italiano - Italia	L1
post15757987	0.735	Dgbng	Italiano - Italia	L1
post15758304	0.685	Dgbng	Italiano - Italia	L1
post15759485	0.7	Dgbng	Italiano - Italia	L1
post15760031	0.735	Dgbng	Italiano - Italia	L1
post15780754	0.76	Dgbng	Italiano - Italia	L1
post15780996	0.78	Dgbng	Italiano - Italia	L1
post15781074	0.71	giginho	Italiano & Piemontese	L1
post11507875	0.73	Necsus	Italian (Italy)	L1
post15743521	0.675	quasi.stellar	italiano - italiano	L1
post15707733	0.72	quasi.stellar	italiano - italiano	L1
post15691582	0.66	quasi.stellar	italiano - italiano	L1
post15692281	0.68	quasi.stellar	italiano - italiano	L1
post15692870	0.72	Pugnator	Neapoilitan (Naples) / Italian (Italy)	L1
post15693140	0.71	quasi.stellar	italiano - italiano	L1
post15672817	0.67	bearded	Italian	L1
post15671157	0.685	quasi.stellar	italiano - italiano	L1
post15684114	0.69	quasi.stellar	italiano - italiano	L1
post15680697	0.62	quasi.stellar	italiano - italiano	L1
post15667868	0.63	quasi.stellar	italiano - italiano	L1
post15669256	0.66	Pugnator	Neapoilitan (Naples) / Italian (Italy)	L1
post15669385	0.7	quasi.stellar	italiano - italiano	L1
post15669445	0.65	Pugnator	Neapoilitan (Naples) / Italian (Italy)	L1
post15619069	0.655	quasi.stellar	italiano - italiano	L1
post15628251	0.675	Nino83	Italian	L1
post15648971	0.56	turtle87crociato	Italiano	L1
post15643015	0.62	quasi.stellar	italiano - italiano	L1
post15639773	0.69	Pugnator	Neapoilitan (Naples) / Italian (Italy)	L1
post15630551	0.755	quasi.stellar	italiano - italiano	L1
post15623458	0.605	quasi.stellar	italiano - italiano	L1
post15622955	0.64	quasi.stellar	italiano - italiano	L1
post15579998	0.66	Pegasillo	Italian - Italy	L1
post15614902	0.585	quasi.stellar	italiano - italiano	L1
post15582685	0.625	ohbice	italiano	L1
post15598818	0.645	Necsus	Italian (Italy)	L1
post15652984	0.755	Pugnator	Neapoilitan (Naples) / Italian (Italy)	L1
post15655889	0.68	Pugnator	Neapoilitan (Naples) / Italian (Italy)	L1
post6862918	0.695	Hermocrates	Italian & British English (bilingual)	L1
post6864745	0.63	Enloquecida	Italian	L1
post6864892	0.685	federicoft	Italian	L1
post6872023	0.72	MünchnerFax	Italian, Italy	L1
post6874331	0.68	Enloquecida	Italian	L1
post6874541	0.7	MünchnerFax	Italian, Italy	L1
post6875876	0.65	Enloquecida	Italian	L1
post15522942	0.6	Nino83	Italian	L1
post15633826	0.62	Pegasillo	Italian - Italy	L1
post15635809	0.585	quasi.stellar	italiano - italiano	L1
post15636992	0.705	Pegasillo	Italian - Italy	L1
post15637138	0.715	Pegasillo	Italian - Italy	L1
post15637478	0.655	dragonseven	italiano	L1
post15639135	0.725	Pegasillo	Italian - Italy	L1
post15640128	0.605	dragonseven	italiano	L1
post15642356	0.695	Pegasillo	Italian - Italy	L1
post15651995	0.69	dragonseven	italiano	L1
post15653827	0.74	dragonseven	italiano	L1
post15568697	0.58	dragonseven	italiano	L1
post15570378	0.71	dragonseven	italiano	L1
post15613085	0.7	quasi.stellar	italiano - italiano	L1
post15557805	0.65	frugnaglio	Italian	L1
post15559568	0.61	francisgranada	Hungarian	L2
post15562288	0.69	dragonseven	italiano	L1
post15527343	0.605	dragonseven	italiano	L1
post15544699	0.465	Giorgio Spizzi	Italian	L1
post15539993	0.64	dragonseven	italiano	L1
post15538343	0.665	dragonseven	italiano	L1
post4089854	0.62	Necsus	Italian (Italy)	L1
post4099566	0.675	Necsus	Italian (Italy)	L1
post14138543	0.525	giginho	Italiano & Piemontese	L1
post15517779	0.505	dragonseven	italiano	L1
post15582043	0.735	Pegasillo	Italian - Italy	L1
post15511328	0.7	Paulfromitaly	Italian	L1
post3371807	0.63	::Francesca::	Italy  Italian	L1
post3374581	0.685	::Francesca::	Italy  Italian	L1
post3377190	0.625	bubu7	Italiano	L1
post12408775	0.73	Sempervirens	italiano	L1
post12454168	0.67	Sempervirens	italiano	L1
post12470536	0.675	Anja.Ann	Italian	L1
post14232797	0.695	Anja.Ann	Italian	L1
post15483534	0.675	rocco luigi nichil	italiano - Italia	L1
post15481974	0.695	Antonmike	Russian-Russia	L2
post15522078	0.71	Necsus	Italian (Italy)	L1
post15522125	0.535	frugnaglio	Italian	L1
post15522304	0.55	dragonseven	italiano	L1
post15522533	0.685	Necsus	Italian (Italy)	L1
post9158771	0.705	ursu-lab	italian, catalan & spanish	L1
post15405154	0.55	Nino83	Italian	L1
post5168918	0.655	Necsus	Italian (Italy)	L1
post7243820	0.735	facciadipietra	Italian (northern, southern and central background)	L1
post8276655	0.71	effeundici	Italian - Tuscany	L1
post8276818	0.7	ursu-lab	italian, catalan & spanish	L1
post7369438	0.66	nic3	ITALIAN	L1
post7375102	0.705	Necsus	Italian (Italy)	L1
post7413924	0.77	Ranocchietta	Italian	L1
post10718383	0.7	Dafne79	Italy	L1
post4038041	0.69	Necsus	Italian (Italy)	L1
post15355285	0.69	Necsus	Italian (Italy)	L1
post15318162	0.625	dragonseven	italiano	L1
post15319604	0.69	bearded	Italian	L1
post15320381	0.675	dragonseven	italiano	L1
post15321913	0.685	bearded	Italian	L1
post15322931	0.675	dragonseven	italiano	L1
post15324474	0.675	bearded	Italian	L1
post15338216	0.435	dragonseven	italiano	L1
post15338614	0.495	francisgranada	Hungarian	L2
post15338777	0.385	dragonseven	italiano	L1
post15339588	0.685	dragonseven	italiano	L1
post15339961	0.58	dragonseven	italiano	L1
post15344512	0.715	dragonseven	italiano	L1
post15344708	0.74	Nino83	Italian	L1
post15345931	0.73	dragonseven	italiano	L1
post15346559	0.72	Nino83	Italian	L1
post15349729	0.705	dragonseven	italiano	L1
post15350654	0.605	bearded	Italian	L1
post15353324	0.71	dragonseven	italiano	L1
post3885822	0.7	la italianilla	Italia	L1
post3887987	0.66	BlueWolf	Italian	L1
post3889965	0.675	la italianilla	Italia	L1
post3890180	0.735	Stiannu	Italy, Italian	L1
post3890552	0.7	xeneize	Italian	L1
post3890844	0.645	aphaelena	ITALIANO	L1
post4585837	0.7	LaBassista	Italia	L1
post4596251	0.66	la italianilla	Italia	L1
post4604362	0.67	Montesacro	Italiano	L1
post5525871	0.7	alberson	Italian	L1
post8985952	0.655	diuair	Spanish	L2
post9327985	0.735	Giorgino	Italian	L1
post15327739	0.67	dragonseven	italiano	L1
post15311643	0.69	dragonseven	italiano	L1
post15282945	0.625	frugnaglio	Italian	L1
post15282988	0.665	dragonseven	italiano	L1
post15283118	0.7	dragonseven	italiano	L1
post15306847	0.71	dragonseven	italiano	L1
post15309129	0.675	dragonseven	italiano	L1
post15303149	0.68	dragonseven	italiano	L1
post15276032	0.72	sarusaru	Japanese	L2
post1506227	0.735	Necsus	Italian (Italy)	L1
post14944412	0.645	Necsus	Italian (Italy)	L1
post14959484	0.72	Toadino2	Italian - Rome	L1
post14963151	0.695	Necsus	Italian (Italy)	L1
post15262015	0.685	Ganamant	Italian/French(FRA) - bilingual	L1
post15262387	0.635	Ganamant	Italian/French(FRA) - bilingual	L1
post15262754	0.71	dragonseven	italiano	L1
post15263378	0.68	bearded	Italian	L1
post15263903	0.62	Ganamant	Italian/French(FRA) - bilingual	L1
post15265496	0.65	dragonseven	italiano	L1
post15266968	0.725	dragonseven	italiano	L1
post15269186	0.705	frugnaglio	Italian	L1
post15269826	0.56	Nino83	Italian	L1
post15270778	0.72	dragonseven	italiano	L1
post15271531	0.665	frugnaglio	Italian	L1
post15274935	0.735	dragonseven	italiano	L1
post15275429	0.695	Nino83	Italian	L1
post15275945	0.73	dragonseven	italiano	L1
post15276994	0.635	frugnaglio	Italian	L1
post15278991	0.71	dragonseven	italiano	L1
post15279227	0.735	Nino83	Italian	L1
post15279348	0.695	dragonseven	italiano	L1
post15283941	0.725	dragonseven	italiano	L1
post15284240	0.555	Nino83	Italian	L1
